Aggregate,WorkExless1,WorkExmore1,GRE/GMAT,GermanLevel,Private,Admission
1.488903524,1,0,0,0,1,1
1.828094433,0,1,1,2,0,1
1.646140882,1,0,0,1,1,1
1.861838839,0,1,0,2,0,1
2.504322597,0,0,0,0,0,0
2.014948734,0,0,0,0,0,0
2.91049001,0,1,0,2,0,0
2.649715773,0,0,0,0,0,0
2.959747103,0,1,0,1,1,0
3.448659931,1,0,1,0,1,0
2.658554287,1,0,1,0,1,1
1.895914289,0,1,0,2,0,1
2.96012774,0,1,0,2,0,0
2.808466098,1,0,0,2,1,0
1.532817803,0,1,1,1,0,1
1.652498419,1,0,0,0,0,1
2.911126684,0,1,0,0,0,0
2.202166334,0,0,0,1,0,0
2.746520131,0,0,0,2,0,0
1.828116613,0,0,0,0,0,0
1.130049417,1,0,0,0,1,1
2.477616449,0,1,1,1,0,1
2.253440893,0,0,0,0,0,0
3.28104383,0,1,1,0,0,0
2.713016525,0,0,0,2,0,0
2.993692842,0,1,1,1,1,1
1.556808975,1,0,0,0,0,1
1.811045531,1,0,1,0,1,1
2.030853442,1,0,1,2,0,1
2.319492485,0,1,1,2,0,1
2.661211547,0,1,1,1,1,1
3.843325955,0,1,1,2,0,0
2.275531509,0,0,0,0,0,0
3.101024779,0,1,1,2,1,1
2.326825192,0,0,0,0,0,0
1.892826914,0,0,0,0,0,0
2.855504992,0,1,1,1,0,0
2.33527604,1,0,1,1,1,1
2.466589445,0,1,1,1,0,1
1.978010371,0,0,0,0,0,0
1.791673302,0,1,1,1,0,1
2.116352573,1,0,1,2,1,1
2.056997615,0,1,0,1,0,1
2.96272766,1,0,1,2,0,0
3.188125624,1,0,1,0,1,0
2.265590276,0,1,0,2,0,1
2.265228487,0,1,1,1,0,1
1.652024089,1,0,1,1,1,1
2.546450084,0,0,0,0,0,0
2.948582004,0,1,1,1,1,0
1.858042815,1,0,1,1,0,1
2.874433499,0,1,1,1,1,0
2.844165102,1,0,1,2,0,0
2.908438745,1,0,1,2,0,0
2.764525013,0,1,1,1,1,1
2.46828644,0,0,1,0,0,0
2.010052285,0,1,1,2,0,1
2.469880485,0,0,0,2,0,0
1.886886947,1,0,1,0,0,1
2.719164914,0,0,0,0,0,0
1.861513801,0,1,0,2,1,1
2.906532155,0,1,0,2,1,0
2.120150126,0,1,0,2,1,1
2.770263332,1,0,1,0,1,1
1.839267321,1,0,1,0,1,1
2.746226227,0,0,0,0,0,0
1.752471844,0,1,0,1,0,1
1.823712741,1,0,1,0,1,1
1.729855374,0,0,0,0,0,0
1.837097952,1,0,1,1,0,1
2.603910542,0,0,0,1,0,0
1.518448582,1,0,1,2,1,1
2.975795145,0,1,0,2,0,0
1.97019767,0,1,1,2,1,1
2.343266348,1,0,0,2,1,1
2.475241315,1,0,1,2,1,1
2.722294007,0,0,0,2,0,0
2.087484695,0,1,1,1,0,1
1.014834832,1,0,0,1,0,1
1.283016939,0,1,1,0,1,1
2.437465705,0,0,1,0,0,0
2.525772149,0,0,0,0,0,0
1.984177672,1,0,1,2,1,1
2.356403593,0,0,1,0,0,0
1.862996538,1,0,1,2,0,1
1.977512653,1,0,1,2,1,1
1.697900589,0,1,0,2,1,1
2.063056059,1,0,1,1,0,1
2.434777105,1,0,1,0,1,1
1.651173571,1,0,1,2,1,1
2.823905778,0,1,1,2,1,1
2.968548793,1,0,1,0,1,0
2.040483692,0,1,1,2,0,1
2.584455141,0,0,0,2,0,0
3.221522552,0,1,1,2,0,0
2.051405299,1,0,1,2,1,1
2.447578853,0,0,0,0,0,0
2.323234541,1,0,1,1,1,1
2.125602193,0,0,0,0,0,0
2.356608597,0,0,0,2,0,0
3.735719299,1,0,0,2,0,0
3.424981065,0,1,1,1,0,0
2.408743714,1,0,0,1,1,1
2.310742652,0,0,0,0,0,0
2.998038391,0,1,1,2,0,0
2.402557945,0,0,0,0,0,0
3.588515947,0,1,1,2,1,1
1.810198319,0,1,1,2,1,1
1.671896763,0,1,1,2,1,1
2.796181619,0,0,0,0,0,0
2.42697347,1,0,1,1,1,1
2.740479201,1,0,1,2,1,1
1.65059149,1,0,1,1,0,1
1.904002486,1,0,1,2,1,1
1.500842894,0,0,0,0,0,0
2.327501416,0,0,0,0,0,0
2.227843217,1,0,1,2,1,1
2.971678134,1,0,0,2,1,0
1.853748911,0,0,0,0,0,0
1.94340776,1,0,1,1,1,1
1.779937098,1,0,1,2,0,1
2.694776902,0,0,0,2,0,0
2.900260326,1,0,1,1,0,0
2.149411871,0,0,0,0,0,0
2.757784053,1,0,1,0,1,1
2.33123794,0,0,0,1,0,0
3.495324597,0,1,1,2,1,1
2.793876548,0,1,1,2,1,1
3.841057054,0,1,1,2,1,0
2.397624581,0,0,0,1,0,0
1.941393593,0,1,0,2,1,1
2.332595297,1,0,1,1,0,1
2.07215601,0,1,1,0,1,1
2.47323949,0,0,0,0,0,0
2.750950827,0,0,0,1,0,0
2.411058557,1,0,1,2,0,1
1.829592352,0,1,0,2,1,1
2.864658232,1,0,0,2,1,0
3.397182262,0,1,1,2,1,1
2.468496467,0,1,1,0,0,1
2.200524312,0,0,0,0,0,0
1.929038503,0,1,1,1,1,1
3.137630343,0,1,0,2,1,0
2.455745804,0,0,0,0,0,0
2.822552981,0,1,1,1,1,1
1.980717907,1,0,1,0,0,1
3.497572139,0,1,0,1,0,0
1.96225709,0,1,0,1,0,1
2.733784019,1,0,1,1,1,1
2.409630892,1,0,1,2,0,1
2.449722533,0,0,0,0,0,0
1.84005285,0,0,0,0,0,0
3.421119123,0,1,1,1,1,0
2.917411181,0,1,1,1,1,1
2.661715401,0,1,1,2,1,1
2.31136238,0,1,1,2,0,1
3.460173285,0,1,0,2,0,0
3.166625145,0,1,1,2,1,1
1.595639571,1,0,1,2,0,1
2.889415006,1,0,1,0,0,0
2.553458019,0,1,1,1,1,1
1.630342696,0,1,1,1,1,1
2.306182284,0,0,0,0,0,0
2.685475625,0,1,1,1,1,1
2.995633649,0,1,1,0,0,0
2.9280225,1,0,0,0,0,0
2.409449525,0,0,0,0,0,0
2.441248271,0,0,0,1,0,0
2.465886926,0,0,0,0,0,0
1.943847294,0,1,0,0,0,1
2.50405634,0,1,1,2,1,1
1.722538373,0,1,1,2,0,1
2.101480554,0,1,1,1,1,1
2.529558204,0,0,1,0,1,0
2.940107841,0,1,1,2,1,1
2.856402488,1,0,0,0,0,0
3.459026586,0,1,0,2,0,0
2.920300358,0,1,1,2,1,1
2.100791197,0,0,0,0,0,0
1.540842495,0,1,1,1,1,1
1.828999629,1,0,1,1,0,1
2.011521399,0,0,0,0,0,0
1.654226053,0,1,0,2,1,1
2.206985851,0,1,1,2,1,1
2.924949778,0,1,1,2,1,1
1.772151894,0,1,1,2,1,1
3.963151961,0,1,1,2,0,0
3.16767703,0,1,1,1,1,0
2.49177716,0,0,0,2,0,0
3.671485261,1,0,0,1,1,0
2.98689477,0,1,1,0,1,0
2.53670136,0,0,0,0,0,0
1.609277181,1,0,1,2,1,1
2.30244059,0,1,1,0,0,1
3.220278251,0,1,0,1,1,0
2.047030506,0,0,0,0,0,0
2.987531607,0,1,0,2,0,0
2.796325965,1,0,1,2,1,1
2.7476497,0,0,0,0,1,0
1.807937919,0,0,0,0,0,0
2.271024019,0,1,0,1,0,1
3.158184811,1,0,0,1,1,0
2.955529609,0,1,1,2,1,1
1.147124247,0,1,0,1,0,1
2.684184778,1,0,1,2,1,1
1.98102474,0,0,0,0,0,0
2.077915182,1,0,1,1,1,1
2.201776742,1,0,1,2,1,1
3.368605117,0,1,0,0,0,0
2.113302761,0,1,0,2,0,1
2.460852406,0,0,0,0,0,0
2.6111479,1,0,1,2,1,1
2.045928666,1,0,1,2,1,1
2.405916783,0,0,0,0,0,0
1.71191145,0,0,0,0,0,0
1.916964634,0,0,0,0,0,0
3.867671373,1,0,1,1,0,0
2.090164269,0,1,1,0,1,1
2.643453612,0,0,0,0,0,0
2.774013364,1,0,1,1,1,1
2.805519916,0,1,0,1,1,0
2.217735989,0,1,1,2,0,1
2.709866074,0,0,1,0,1,0
1.666996402,0,1,1,1,0,1
2.944144223,1,0,0,0,1,0
2.267547352,0,0,0,0,0,0
2.440960094,1,0,1,1,0,1
2.993214248,0,1,1,2,1,1
2.974393116,0,1,0,2,0,0
2.467912823,1,0,1,2,1,1
2.61385076,1,0,1,1,1,1
2.614944855,1,0,1,1,1,1
1.52903681,0,1,1,1,0,1
2.428965055,0,0,0,0,0,0
1.552485186,0,0,0,0,0,0
2.34625061,1,0,1,0,1,1
3.509533192,0,1,0,0,1,0
1.617317087,0,1,1,1,0,1
1.65004483,1,0,1,0,1,1
1.637013958,0,1,1,0,0,1
2.21172316,1,0,1,0,1,1
2.489524498,1,0,1,1,0,1
2.462479087,0,0,0,0,0,0
2.159512602,0,1,1,2,1,1
2.134903739,0,1,1,1,1,1
2.26496888,0,0,0,2,0,0
2.897040389,1,0,1,0,0,0
2.805642311,0,1,1,1,1,0
2.437099156,1,0,0,0,1,1
1.986289343,0,0,0,0,0,0
1.632824105,0,0,0,0,0,0
1.840059657,1,0,1,2,0,1
3.343768872,1,0,1,0,1,0
1.885209711,1,0,1,1,0,1
1.493325858,0,1,1,0,1,1
1.860677003,0,1,1,0,0,1
1.883689462,1,0,1,1,1,1
1.884407145,0,0,0,0,0,0
1.559339594,0,1,1,1,0,1
1.98150297,0,1,0,2,1,1
2.272964092,0,1,1,0,1,1
2.014655818,0,0,0,1,0,0
1.096256367,0,1,0,1,1,1
2.529807074,1,0,1,1,1,1
1.851688549,1,0,1,2,0,1
2.392745992,0,1,1,2,1,1
2.588034375,1,0,1,0,1,1
2.058423612,0,1,1,1,1,1
2.990088618,0,1,0,0,1,0
1.884819787,0,1,0,2,0,1
2.860018931,0,1,0,0,0,0
2.584363792,0,0,1,0,0,0
1.775750188,1,0,1,0,1,1
1.633839529,0,0,0,0,0,0
3.875467885,1,0,1,0,1,0
1.575664589,1,0,1,1,0,1
1.936427613,1,0,1,1,1,1
1.760747229,1,0,1,1,1,1
3.63792556,0,1,1,0,1,0
1.898938986,0,1,1,1,0,1
2.048276643,1,0,1,0,1,1
3.07312198,1,0,0,2,0,0
2.423523261,1,0,1,1,1,1
1.617821338,1,0,0,0,1,1
1.731703442,0,1,0,0,0,1
2.956190658,0,1,0,1,1,0
2.702533097,0,0,0,1,0,0
2.438480228,1,0,0,0,1,1
2.889416343,1,0,0,0,1,0
1.205331627,1,0,1,0,0,1
2.960036602,1,0,1,2,1,0
2.644906755,0,0,0,0,1,0
2.349232532,0,0,0,2,0,0
2.075512448,0,0,0,0,0,0
2.973437591,0,1,1,2,1,1
2.481811531,1,0,1,2,0,1
3.657102638,0,1,0,2,0,0
2.390493818,1,0,1,1,1,1
1.833521525,0,0,0,0,0,0
2.410227113,1,0,0,2,1,1
1.518458183,1,0,1,1,0,1
2.666137041,0,1,1,2,1,1
2.171952169,1,0,1,2,1,1
1.864605079,0,0,0,0,0,0
2.912133746,1,0,1,1,0,0
2.788967511,0,0,0,1,0,0
2.349832723,0,0,0,1,0,0
2.38868394,1,0,1,1,0,1
2.086810324,0,1,1,1,1,1
2.26015188,0,1,1,1,1,1
1.32310846,0,1,1,2,1,1
2.630399581,0,1,1,1,1,1
2.903472348,0,1,1,1,1,1
2.890805562,0,1,0,2,1,0
2.695093341,0,0,0,2,0,0
1.619374472,1,0,1,2,1,1
2.619780431,0,1,1,2,1,1
1.153969723,0,1,0,2,0,1
1.52471496,0,0,0,0,0,0
2.294102778,0,0,0,2,0,0
2.35377234,0,0,0,2,0,0
2.630913311,0,0,0,0,1,0
2.16877354,0,1,0,1,1,1
2.43907126,0,0,0,2,0,0
2.361787773,0,1,1,0,1,1
2.983001884,1,0,1,2,1,0
2.677645024,1,0,1,2,1,1
1.64545014,0,0,0,0,0,0
3.270432097,1,0,1,1,0,0
2.44512399,0,0,0,0,0,0
2.439882178,0,0,0,0,0,0
3.028058209,0,1,0,2,1,0
2.417870623,0,1,1,2,1,1
2.8696195,0,1,0,2,1,0
3.666073126,1,0,0,2,1,0
3.230162504,0,1,1,2,1,0
2.955751519,0,1,0,0,0,0
1.060833776,0,1,0,2,1,1
2.716531025,0,0,0,1,0,0
2.695630314,0,1,1,2,1,1
2.307707473,0,0,1,0,0,0
3.463123722,1,0,0,2,0,0
1.675521331,1,0,1,0,0,1
1.536744545,0,1,0,1,1,1
1.8577829,0,0,0,0,0,0
1.780176317,1,0,1,1,0,1
3.295109789,1,0,0,2,0,0
3.319021182,1,0,0,0,0,0
1.816140807,1,0,1,0,0,1
3.68470639,0,1,0,0,1,0
3.602419263,0,1,0,2,0,0
2.366541527,0,1,1,2,1,1
1.100063192,1,0,1,0,0,1
2.102587907,0,0,0,1,0,0
2.625413469,0,0,0,0,0,0
1.915241202,0,0,0,0,0,0
1.761494172,0,1,1,2,0,1
2.428748325,0,0,0,2,0,0
2.333389447,0,0,0,0,0,0
2.163094714,0,0,0,2,0,0
2.961797562,1,0,1,0,1,0
2.87738999,1,0,1,2,1,0
2.378864348,0,1,1,0,1,1
2.09329323,1,0,1,2,0,1
1.822885949,0,1,1,2,0,1
1.509955667,0,0,0,0,0,0
2.786022915,1,0,1,1,1,1
1.906809961,0,0,0,0,0,0
2.548247758,1,0,1,0,1,1
2.642168068,0,0,0,2,0,0
1.570778381,1,0,1,2,1,1
2.466991239,0,0,0,0,0,0
1.959847289,0,0,0,0,0,0
2.414330162,0,0,0,2,0,0
2.778206408,0,0,0,0,0,0
3.166245796,0,1,0,1,1,0
2.799293128,1,0,1,1,1,1
3.457470142,1,0,1,0,1,0
2.72378214,0,0,1,0,0,0
2.266247834,0,1,1,2,1,1
3.90584658,1,0,0,1,1,0
2.852489337,0,1,1,1,1,1
2.003028265,0,1,1,1,1,1
1.341478331,1,0,0,1,0,1
2.536193051,0,0,0,0,1,0
1.879723417,1,0,1,2,1,1
2.2091705,0,1,1,0,1,1
3.992050857,0,1,1,1,0,0
3.248568286,1,0,1,2,0,0
3.082831809,0,1,1,2,0,0
2.473782038,0,1,1,2,0,1
2.809387275,1,0,0,0,1,0
2.964766963,0,1,1,0,1,0
3.899667602,0,1,0,1,0,0
3.556797679,1,0,0,1,1,0
3.539236387,0,1,0,1,0,0
2.773776148,0,1,1,1,1,1
1.858595339,0,1,0,0,1,1
1.80181059,1,0,1,2,0,1
2.10819921,0,1,1,1,1,1
2.108200732,1,0,1,0,1,1
2.409053254,0,0,0,0,0,0
1.694622391,0,1,1,2,0,1
2.308562825,0,0,0,0,0,0
2.908474466,0,1,1,0,0,0
2.149293786,0,0,0,0,0,0
1.947662426,0,0,0,0,0,0
2.8378307,1,0,0,2,1,0
2.70469506,0,0,0,0,0,0
2.452800315,0,0,0,0,0,0
2.696244688,0,0,0,0,0,0
2.917981603,0,1,1,1,1,1
2.804423034,0,1,0,0,1,0
2.695762286,0,0,0,1,0,0
2.354736941,1,0,1,2,1,1
2.664844501,0,0,1,0,0,0
2.457100985,1,0,0,0,1,1
1.990372885,1,0,1,1,0,1
2.292794862,0,0,0,1,0,0
3.697727229,1,0,0,1,0,0
2.251825736,0,1,0,1,1,1
2.171341594,1,0,1,1,0,1
3.947241279,0,1,1,2,1,1
1.75883588,1,0,1,2,1,1
2.726366644,0,0,0,0,0,0
2.626747805,0,0,0,0,0,0
2.474490684,0,1,1,1,1,1
1.807192762,0,1,1,2,1,1
2.10576019,0,1,1,1,1,1
2.005614839,0,0,0,0,0,0
2.616036224,0,1,1,2,1,1
2.589402489,1,0,1,1,1,1
1.979621912,1,0,1,2,1,1
2.322552878,1,0,1,1,0,1
1.857751957,0,0,0,0,0,0
2.475136633,0,0,0,0,0,0
2.755243758,1,0,1,0,1,1
3.681739006,0,1,1,2,1,1
2.729705922,0,1,1,2,1,1
2.498813466,1,0,1,1,0,1
2.017076078,0,0,0,0,0,0
2.97430254,0,1,1,0,0,0
2.575011478,0,0,0,0,0,0
2.66604976,0,0,1,0,1,0
2.034332157,0,0,0,1,0,0
1.577465436,0,1,1,2,0,1
3.976131816,1,0,0,1,0,0
3.552716788,0,1,1,1,1,0
1.640009413,1,0,1,2,0,1
2.746425632,0,0,0,0,1,0
2.30626798,0,0,0,0,0,0
2.050321481,0,0,0,0,0,0
2.713059985,0,0,0,1,0,0
1.463111971,1,0,0,2,0,1
2.728226461,1,0,1,1,1,1
2.809037308,1,0,0,2,1,0
2.292335225,0,1,0,1,1,1
2.711025009,0,0,0,0,0,0
3.636830689,0,1,1,1,1,0
1.736404646,0,1,1,1,1,1
2.227536381,0,1,0,2,1,1
2.446762496,0,1,1,2,1,1
1.606018787,0,0,0,0,0,0
2.047248244,0,0,0,0,0,0
1.765070394,1,0,1,1,0,1
2.907081195,0,1,0,1,0,0
3.534527247,0,1,1,0,0,0
2.300333629,0,1,1,1,0,1
2.312175029,0,0,0,0,0,0
2.180668345,1,0,1,2,1,1
2.008416735,1,0,1,2,1,1
2.13022155,1,0,1,2,1,1
1.946255658,0,0,0,0,0,0
1.594290633,0,0,0,0,0,0
3.816816482,1,0,1,2,0,0
2.775543664,0,1,1,1,1,1
2.451669855,0,0,1,0,0,0
2.245664146,0,1,0,2,1,1
1.533747643,1,0,1,1,1,1
3.470654886,0,1,0,1,1,0
2.756032688,0,0,0,0,0,0
2.641151874,0,0,0,0,0,0
1.988941072,0,1,0,1,1,1
1.963646726,0,1,0,1,1,1
2.1843414,0,1,0,2,1,1
2.914005375,1,0,0,0,1,0
1.512195154,0,0,0,0,0,0
2.433787217,1,0,1,1,0,1
2.175418772,0,0,0,2,0,0
2.411139821,1,0,0,2,1,1
1.546625467,1,0,1,2,0,1
2.683087088,0,0,0,0,0,0
2.852206705,0,1,1,0,0,0
2.18576416,0,1,1,1,1,1
2.916597114,0,1,1,2,1,1
2.840533449,0,1,1,2,0,0
3.222504515,1,0,0,1,0,0
2.32257154,0,0,0,1,0,0
2.393201847,0,1,1,0,1,1
2.878548056,0,1,1,1,1,1
2.913204615,1,0,0,0,1,0
1.590253238,1,0,1,1,1,1
2.488673051,1,0,0,0,1,1
2.591590674,0,0,0,0,0,0
2.601113469,0,0,0,2,0,0
2.984974648,1,0,1,1,0,0
1.98858999,1,0,1,0,1,1
3.197049754,1,0,0,0,1,0
2.876746821,0,1,0,2,1,0
1.762622959,1,0,1,1,0,1
2.326793864,0,0,0,0,0,0
2.847007265,1,0,1,1,1,0
1.843744764,0,1,0,1,0,1
2.873904345,1,0,1,2,0,0
2.620771422,0,0,0,0,0,0
1.594698523,0,0,0,0,0,0
2.9511369,1,0,1,0,1,0
2.429260311,1,0,1,2,1,1
3.873611754,0,1,1,0,0,0
1.998259818,0,1,1,1,1,1
1.57351366,0,0,0,0,0,0
1.984515303,0,1,0,0,0,1
2.150032286,0,0,0,0,0,0
2.297660132,0,0,0,0,0,0
2.592551864,0,1,1,2,1,1
2.299845979,0,1,1,1,0,1
1.892425704,0,1,1,2,0,1
1.728221833,1,0,1,1,0,1
2.831306322,0,1,1,1,1,1
2.251323941,1,0,1,2,0,1
1.810605531,0,1,1,2,1,1
2.155080171,1,0,1,1,1,1
1.956174895,0,1,1,0,0,1
2.407586669,1,0,1,2,1,1
2.281859248,1,0,1,2,1,1
2.659866111,0,0,1,0,0,0
3.354286889,0,1,1,2,1,0
2.057372866,0,1,1,2,0,1
2.335598811,0,0,0,0,0,0
2.813313707,0,1,1,1,1,1
2.638899435,0,1,1,2,1,1
2.704856169,0,0,0,0,0,0
1.702132707,0,1,1,1,1,1
1.998196028,1,0,1,2,1,1
2.190996955,0,0,0,0,0,0
1.519939005,1,0,0,0,0,1
2.79837133,0,0,0,2,0,0
2.781864558,0,0,1,0,1,0
1.161258393,1,0,0,1,0,1
1.759553646,0,1,1,1,1,1
1.503158943,1,0,1,2,1,1
2.175018025,0,1,1,1,1,1
2.224585279,1,0,1,1,0,1
2.155178604,1,0,1,1,1,1
2.20747626,0,0,0,0,0,0
3.917202197,1,0,0,0,1,0
1.678653038,0,0,0,0,0,0
2.103515797,1,0,1,2,1,1
1.892462541,0,1,0,0,0,1
2.548333574,1,0,1,0,1,1
2.382234254,0,1,1,2,1,1
3.985056126,1,0,1,2,0,0
2.328023381,0,0,0,0,0,0
2.287047007,1,0,1,2,0,1
1.233702878,1,0,1,2,1,1
2.20984234,0,0,0,0,0,0
1.658244159,0,1,1,2,1,1
3.633764084,0,1,1,0,0,0
2.459424267,0,1,1,1,1,1
2.803339666,1,0,1,1,1,0
1.64009504,0,1,1,1,1,1
2.784873672,0,0,0,0,0,0
2.821993341,1,0,1,1,0,0
2.069462114,0,1,1,2,1,1
2.003232655,1,0,1,1,0,1
2.672096354,0,0,0,2,0,0
2.482160377,0,0,0,0,0,0
2.981413304,0,1,1,2,0,0
2.330718183,0,0,0,0,0,0
1.809141975,0,0,0,0,0,0
2.433797014,0,0,0,0,0,0
2.315193823,0,0,0,0,0,0
2.438836572,0,0,1,0,0,0
2.053541963,0,0,0,1,0,0
1.799891721,0,0,0,0,0,0
3.688209993,1,0,1,0,0,0
3.938471739,1,0,0,0,1,0
1.652401259,0,1,1,0,0,1
2.986073966,1,0,0,0,0,0
1.962715015,0,1,1,1,1,1
1.985876044,1,0,1,0,0,1
1.88525419,0,1,1,0,0,1
1.947932747,1,0,1,1,0,1
2.80652748,1,0,0,0,1,0
3.005563642,0,1,0,0,0,0
1.011357748,1,0,1,2,0,1
2.741596812,1,0,1,1,1,1
2.125619603,0,0,0,0,0,0
2.340515619,1,0,0,0,1,1
1.389249682,1,0,1,2,1,1
2.360676083,1,0,1,2,0,1
2.457492139,1,0,0,0,1,1
1.517726946,0,0,0,0,0,0
1.828779259,0,1,1,2,1,1
2.162756759,0,0,0,0,0,0
2.464680012,0,0,0,1,0,0
2.988401895,1,0,1,0,1,0
2.872792,1,0,1,1,1,0
3.053065754,0,1,1,1,0,0
2.127411344,0,1,0,2,1,1
1.871557749,0,1,1,2,0,1
2.406784719,0,0,0,0,0,0
1.835689665,1,0,1,0,1,1
2.582374346,0,0,1,0,0,0
1.443031164,0,1,1,2,1,1
2.382132361,0,0,0,0,0,0
2.959179507,0,1,1,2,1,1
2.395114084,0,0,0,1,0,0
2.8537535,0,1,0,0,0,0
2.364635434,1,0,1,2,1,1
1.600965927,1,0,1,2,0,1
2.370315179,0,0,0,1,0,0
2.361473844,0,0,0,0,0,0
2.648977894,0,1,1,2,1,1
3.849753221,1,0,0,2,0,0
1.894289832,0,1,0,1,1,1
2.428102763,1,0,0,0,1,1
2.413547695,1,0,1,2,1,1
2.946880279,0,1,1,2,1,1
2.314870431,0,1,1,0,0,1
2.373410979,1,0,0,2,1,1
2.367381843,1,0,1,2,1,1
2.937168479,0,1,0,1,0,0
2.87421443,0,1,0,1,0,0
2.489206425,0,0,0,0,0,0
3.229387341,1,0,0,0,0,0
2.301033104,0,1,1,1,1,1
1.910561406,0,1,1,1,1,1
2.93416451,0,1,0,0,1,0
2.783950272,1,0,1,2,1,1
2.110712166,0,0,0,2,0,0
1.553005513,0,0,0,0,0,0
2.539036923,0,0,0,1,0,0
1.849350209,0,1,0,1,1,1
2.414862159,0,1,1,0,0,1
2.414729995,1,0,1,2,0,1
2.323944118,0,1,1,1,0,1
1.7601291,0,1,1,2,0,1
1.787130403,0,1,1,1,1,1
2.205594134,0,1,0,2,0,1
2.976595351,1,0,0,0,1,0
2.196922979,1,0,1,2,1,1
3.568828637,1,0,1,1,1,0
2.54939554,0,0,0,1,0,0
1.7273429,1,0,1,2,0,1
3.764084623,0,1,1,0,0,0
1.866784389,1,0,1,1,1,1
2.934171418,0,1,1,1,1,1
1.514236204,0,0,0,0,0,0
3.82506844,0,1,0,0,1,0
2.049036699,1,0,1,2,1,1
2.347915688,0,1,1,2,0,1
2.410485926,1,0,0,2,1,1
2.311918745,0,0,0,0,0,0
2.347481669,0,0,0,0,0,0
2.628689811,1,0,1,1,1,1
2.427549388,0,1,1,0,0,1
2.793200493,0,0,0,0,0,0
3.961542892,1,0,1,0,1,0
2.303035956,0,0,1,0,0,0
2.113593149,1,0,1,2,0,1
2.54311886,0,0,0,0,0,0
1.653754396,0,1,0,0,0,1
2.973880771,1,0,0,0,1,0
2.641603391,0,0,1,0,0,0
2.001593602,1,0,1,1,1,1
2.015823354,0,0,0,0,0,0
1.546072466,1,0,1,0,1,1
2.302050841,1,0,1,1,0,1
2.159882144,0,0,0,1,0,0
2.746319591,0,0,1,0,1,0
2.922033713,0,1,1,2,1,1
2.023477159,0,0,0,1,0,0
1.655514076,0,0,0,0,0,0
2.942039159,0,1,1,1,0,0
2.225820937,0,1,1,2,1,1
3.31802742,1,0,1,2,0,0
1.654268641,1,0,0,2,0,1
3.199050207,0,1,1,2,1,0
3.98272289,0,1,1,1,0,0
2.30539946,0,0,1,0,0,0
1.971148706,1,0,1,0,0,1
1.696145291,0,1,0,1,1,1
1.583211125,1,0,0,0,1,1
1.859630242,0,1,0,2,1,1
2.867368014,0,1,1,2,1,1
1.518329444,0,1,1,1,0,1
1.340297702,0,1,1,0,0,1
2.502285729,0,0,0,0,0,0
2.030949342,0,1,1,1,1,1
1.575017608,0,1,1,0,0,1
2.871283971,0,1,1,1,1,1
3.042524795,0,1,1,2,1,0
1.721663239,0,1,1,2,1,1
1.843432047,0,0,0,0,0,0
1.959395332,0,1,1,1,0,1
2.402517556,0,0,0,0,0,0
2.236367625,0,1,1,1,1,1
1.975417389,0,1,1,0,1,1
2.863367379,0,1,1,2,1,0
2.139339387,0,1,1,2,1,1
2.975761264,1,0,0,0,1,0
2.362676985,0,0,0,0,0,0
2.316748101,1,0,1,2,0,1
2.291226662,1,0,1,1,1,1
2.322894122,0,0,0,2,0,0
1.86577551,1,0,1,1,0,1
2.360364093,0,0,0,0,0,0
2.573892882,0,0,0,0,0,0
2.198819468,1,0,1,1,1,1
1.783578263,1,0,1,1,0,1
1.885648932,0,1,0,1,1,1
2.466527897,0,0,0,1,0,0
3.412919548,1,0,1,2,0,0
2.326613137,1,0,1,2,1,1
1.738122791,1,0,1,0,1,1
2.420178458,0,1,1,1,1,1
1.68177988,0,1,1,1,1,1
2.219734499,0,0,0,1,0,0
2.2924506,1,0,1,2,1,1
2.822879087,1,0,0,1,0,0
1.874172012,0,0,0,0,0,0
1.07506136,1,0,0,0,1,1
2.317852183,1,0,1,2,1,1
3.1159366,1,0,1,1,1,0
1.737779409,0,1,1,0,0,1
2.813013261,1,0,0,0,1,0
2.885095826,0,1,0,1,1,0
1.801918474,0,0,0,0,0,0
3.253761816,1,0,0,1,0,0
2.07118192,0,0,0,1,0,0
2.458196204,1,0,0,2,1,1
3.009093437,1,0,0,0,0,0
1.989481632,1,0,1,0,1,1
2.420416,1,0,1,1,1,1
2.075154737,0,1,0,2,0,1
1.841965224,1,0,1,1,1,1
2.483572444,0,0,0,2,0,0
1.648952271,0,1,1,1,1,1
1.74608194,0,1,1,2,0,1
2.929917892,0,1,1,1,1,0
3.746752523,1,0,0,2,1,0
2.692870176,0,0,0,0,1,0
2.33082681,1,0,1,2,1,1
2.397406119,0,0,0,0,0,0
2.21483875,1,0,1,2,1,1
2.665536754,0,0,0,0,0,0
2.779807114,0,1,1,2,1,1
2.424650102,1,0,1,1,0,1
2.740624193,1,0,1,1,1,1
2.780210315,1,0,1,2,1,1
2.760537946,1,0,1,2,1,1
2.499911122,0,0,0,0,0,0
1.437124094,1,0,1,0,0,1
1.940879912,1,0,1,0,0,1
2.652050816,0,0,0,0,1,0
2.515469756,0,0,0,0,0,0
1.706351836,1,0,1,2,1,1
1.988357287,1,0,1,1,0,1
2.855519575,0,1,1,1,1,1
1.848651431,1,0,1,0,0,1
2.825502288,0,1,1,1,1,0
1.681607361,0,0,0,0,0,0
2.869831605,0,1,1,2,1,1
2.432278692,0,1,1,0,1,1
