Aggregate,GRE,Internship,DegCompleted,Winter,GermanLevel,Admission
2.736112497,0,0,0,1,1,0
2.542670992,1,1,0,0,0,0
2.190671558,1,1,1,0,0,1
2.343205336,0,1,0,1,0,0
2.66852006,1,1,1,0,0,0
1.54088777,1,1,1,0,2,1
1.748977723,1,1,1,1,2,1
2.623715488,1,0,1,0,1,0
2.776517134,0,0,0,0,0,0
2.466094698,0,0,0,0,0,0
2.315396901,1,0,0,0,0,0
1.691534887,1,1,1,0,1,1
2.382834587,0,0,0,0,0,0
2.237962531,1,1,1,1,0,1
2.45020752,0,0,0,1,0,0
2.212165087,1,1,1,1,1,1
2.170679673,0,0,0,1,0,0
2.231632173,1,1,1,1,0,1
2.537053477,1,1,0,1,1,0
2.14094226,1,1,1,1,1,1
2.310495642,0,0,0,0,0,0
2.754084239,0,1,0,0,0,0
2.779310234,1,1,1,1,1,1
2.004887341,1,1,1,1,1,1
2.171076196,1,0,1,1,2,1
2.522955067,1,1,0,0,0,0
2.418058712,1,1,1,1,1,1
2.093934784,0,0,0,1,0,0
2.657507872,1,1,1,1,1,1
1.685378552,1,1,1,0,1,1
2.22547855,0,0,1,0,1,0
2.247258699,0,0,0,1,0,0
2.626469213,0,1,1,1,2,0
1.76132435,1,0,1,0,1,1
2.295945168,1,1,1,1,2,1
1.859933666,1,1,1,0,1,1
2.014927733,1,1,1,1,2,1
2.236093744,0,0,0,0,0,0
1.870429838,1,1,1,0,1,1
2.335508703,0,0,1,1,1,0
1.627872731,1,1,0,0,1,1
2.437033155,1,1,1,1,2,1
1.596322076,1,0,1,1,2,1
2.711145548,1,1,1,0,2,0
1.697673112,0,1,1,1,0,1
2.103124669,1,1,1,1,1,1
2.231004046,0,0,0,0,0,0
2.344820289,0,0,0,1,0,0
1.785001551,0,1,1,0,2,1
2.253178464,0,0,0,1,0,0
1.680635067,1,1,1,0,2,1
2.497481957,1,0,0,1,0,0
1.932451623,1,1,1,1,0,1
2.499742361,0,1,0,0,0,0
2.079888041,1,1,1,0,1,1
2.115010179,0,0,0,0,0,0
2.594452797,1,0,0,0,0,0
2.583270282,1,0,0,0,2,0
1.058449166,0,0,1,1,2,1
3.197555648,1,0,1,0,1,0
1.617707918,0,1,1,0,0,1
2.211337623,1,1,1,1,2,1
3.057863685,1,0,0,0,1,0
2.535450103,1,1,0,0,0,0
2.005599412,0,0,0,0,0,0
2.073690992,0,1,1,0,2,1
1.866724567,1,1,1,1,1,1
2.183257786,1,1,1,0,2,1
1.947788212,1,1,1,1,0,1
2.246728965,0,0,0,0,0,0
2.737296617,0,0,0,0,1,0
2.211135525,0,0,0,0,0,0
2.610178843,1,1,1,1,1,1
2.053016988,0,0,0,1,0,0
1.58489204,0,0,0,0,0,1
2.3795831,1,1,1,1,0,1
2.35294508,0,0,0,1,0,0
2.652750085,0,1,1,1,2,0
3.291313488,0,1,0,1,2,0
2.525348867,0,0,1,1,2,0
2.130696793,1,1,1,0,0,1
2.799573397,1,0,0,1,2,0
2.039930948,1,1,1,0,2,1
1.668847688,1,0,1,1,2,1
2.238756431,0,0,0,1,0,0
2.305487084,1,1,0,1,0,0
1.755779273,1,0,1,1,2,1
1.953992581,1,1,1,0,1,1
2.492977785,0,0,0,0,0,0
2.40818073,1,1,1,1,2,1
1.900046878,0,1,1,0,1,1
1.560052538,0,0,1,1,0,1
2.040500588,0,0,0,1,0,0
3.797136665,0,0,1,0,1,0
2.410125224,1,1,1,1,2,1
1.924471031,1,0,1,0,2,1
2.877871249,1,1,0,0,2,0
2.22871783,0,0,0,0,0,0
2.12464767,1,1,1,1,2,1
2.415656934,0,0,0,1,2,0
2.081466236,1,1,1,1,0,1
2.678180597,1,1,1,0,1,1
2.711157587,0,1,0,0,1,0
2.080865654,0,0,0,1,0,0
2.749871834,0,0,1,0,2,0
1.884138386,1,1,1,1,1,1
2.198433813,0,0,0,1,0,0
2.006621914,0,0,0,0,0,0
2.037343023,1,1,1,1,0,1
2.299264905,1,1,1,0,1,1
2.704187674,1,1,0,1,0,0
2.777290256,1,0,0,1,2,0
2.845223459,1,0,0,0,2,0
2.473853071,0,0,0,1,2,0
2.495554914,1,1,1,0,2,1
1.505189459,1,0,1,1,1,1
2.447967653,0,0,0,1,0,0
2.148610786,1,1,1,1,1,1
2.79879157,1,0,0,1,0,0
2.799655162,0,0,0,0,2,0
1.970410104,1,1,1,0,1,1
1.903322915,1,1,1,1,0,1
2.165324829,1,1,1,0,0,1
2.72391191,0,1,1,0,2,0
1.724634492,0,1,1,0,1,1
1.869116205,1,1,1,1,0,1
2.307080829,0,0,0,1,0,0
1.531462331,1,1,1,1,1,1
2.180300339,1,0,1,0,2,1
1.723013784,1,1,0,1,2,1
1.979148706,1,1,1,0,0,1
2.538206348,0,1,0,1,0,0
2.027873918,0,0,0,0,0,0
2.543569493,0,1,1,0,1,0
2.794704516,1,0,1,1,1,0
1.595963976,1,1,1,0,0,1
1.963817212,1,1,1,0,1,1
1.59942223,1,0,0,0,1,1
2.374637812,0,0,0,1,0,0
2.08462397,0,0,0,0,0,0
2.183359568,0,0,0,0,0,0
1.485424981,0,1,1,1,0,1
3.759366408,0,0,0,1,1,0
2.1022747,0,1,1,1,2,1
2.64835569,1,1,1,1,1,1
2.73658788,0,0,0,0,2,0
2.060770238,0,0,0,1,0,0
2.337167878,1,1,1,0,2,1
2.794817414,1,1,1,0,1,1
2.051909618,0,1,1,1,2,1
1.9199415,1,1,1,1,1,1
1.586066337,1,1,1,0,2,1
2.122159993,1,1,1,0,2,1
1.765087829,1,0,0,0,1,1
2.465743052,0,0,1,1,2,0
3.48948383,1,1,0,1,2,0
2.157751914,0,0,0,1,0,0
2.212407043,0,0,0,0,0,0
1.746025,1,0,0,1,1,1
2.082447926,1,0,1,0,1,1
1.627516409,1,0,1,1,1,1
2.169956144,1,1,1,0,0,1
1.624559495,1,0,0,0,2,1
2.743161765,1,1,0,1,0,0
1.682524757,1,0,0,0,1,1
2.014206639,1,1,1,0,1,1
1.906904619,1,1,1,1,2,1
2.276402335,1,1,1,0,0,1
2.205240433,1,1,1,0,0,1
2.553454699,1,0,1,0,0,0
1.972640341,1,1,1,1,1,1
2.290564167,0,0,0,0,0,0
2.269350936,0,0,0,1,0,0
3.806573334,0,0,1,1,2,0
2.150001995,0,0,0,1,0,0
1.061475409,0,1,1,0,2,1
2.071177672,0,0,0,0,0,0
2.596613678,0,0,0,1,2,0
2.360793276,0,0,0,1,0,0
1.955761689,1,1,1,0,0,1
2.514986885,1,1,1,1,1,0
2.525282583,0,1,1,0,2,0
2.394171961,0,0,0,0,0,0
2.706595127,1,0,0,1,0,0
1.508607827,1,1,0,0,2,1
1.674659388,1,1,1,0,0,1
1.566060442,1,0,1,0,1,1
3.703594019,0,1,0,1,2,0
2.188993945,1,1,1,0,1,1
1.51115232,1,0,1,1,1,1
2.691742878,0,0,0,1,1,0
2.40448433,0,0,0,0,0,0
1.663739945,0,1,1,1,2,1
2.263246179,0,0,0,0,0,0
2.695902222,1,1,1,0,2,0
2.273423799,0,0,0,0,0,0
2.561913026,1,1,1,1,1,1
3.097986951,0,0,1,0,2,0
2.06287458,0,1,1,0,1,1
1.943673762,0,1,1,0,1,1
1.557758289,1,0,1,1,2,1
2.768514287,1,1,1,1,1,1
2.200466337,0,0,0,0,0,0
2.381234054,1,1,1,1,2,1
1.597581815,1,0,1,1,1,1
1.990565469,1,1,1,0,0,1
2.359355311,0,0,0,0,2,0
1.527096595,0,0,1,1,0,1
2.737260817,0,1,1,1,1,0
2.100338419,1,1,1,0,1,1
2.308250398,0,0,0,1,0,0
1.921592038,0,1,1,0,1,1
2.744949612,0,0,0,0,0,0
1.696630445,1,1,1,1,0,1
1.864938858,0,1,1,0,1,1
1.869032118,0,1,1,1,2,1
2.424025701,0,0,0,1,0,0
2.203534367,0,0,0,0,0,0
2.672781587,0,0,0,0,2,0
2.211999183,0,0,0,0,0,0
1.602213169,1,1,0,0,2,1
1.315179049,1,0,0,0,0,1
1.716908881,1,0,1,1,1,1
2.931701862,1,0,0,0,0,0
2.309496421,0,0,0,1,0,0
2.131581218,1,1,1,0,1,1
2.272307803,0,0,0,0,0,0
2.11903007,1,1,1,0,1,1
2.004164898,0,0,0,1,0,0
3.868484627,1,0,0,0,0,0
2.576331873,0,1,1,0,1,0
2.108585012,1,1,1,0,2,1
2.65676191,0,1,0,0,0,0
1.711727255,1,0,0,0,2,1
2.272555023,0,0,0,0,0,0
2.266894255,0,0,0,0,1,0
2.497716975,1,1,1,1,1,1
2.650420978,1,0,1,1,2,0
2.398225494,1,1,1,0,0,1
1.558177211,1,1,1,1,2,1
2.33894919,1,1,1,1,2,1
1.755386264,1,0,1,1,2,1
1.572058525,1,1,1,1,1,1
1.531879858,1,1,1,0,2,1
2.038583957,1,1,1,1,1,1
3.1976364,0,1,1,1,2,0
2.214397656,0,0,0,0,0,0
2.092198341,0,0,0,1,0,0
2.251368199,0,0,0,0,0,0
1.738165364,1,1,0,1,2,1
1.790026696,1,0,1,0,1,1
1.872435719,1,1,1,1,0,1
1.857527776,1,1,1,0,0,1
1.453916181,1,1,0,0,1,1
2.248078007,1,1,1,1,0,1
1.711740118,1,1,1,0,1,1
2.387783611,1,1,1,0,1,1
2.236186095,0,0,0,0,0,0
2.067963774,1,0,1,1,1,1
2.657534763,1,0,1,0,2,0
2.274809677,1,1,1,1,1,1
2.235497288,1,1,1,0,1,1
1.27152777,1,0,1,1,0,1
2.587768661,0,1,0,1,2,0
1.996890905,1,1,1,0,1,1
2.641983855,1,1,1,1,1,1
2.108339997,0,0,0,0,0,0
2.400244967,1,1,0,1,0,0
1.301180369,1,0,0,0,0,1
3.452459805,0,1,1,1,2,0
2.077180063,1,1,1,1,2,1
2.478040498,1,0,0,1,0,0
2.346149809,1,1,1,0,2,1
2.444841029,0,0,0,1,0,0
3.323710711,0,1,0,1,2,0
1.386075992,0,1,1,1,2,1
2.637288064,1,1,1,0,1,1
2.395633235,1,1,0,1,0,0
2.680723271,1,1,1,1,1,1
2.689883078,0,1,1,0,0,0
2.231440664,1,1,1,1,0,1
2.166686742,1,1,1,1,1,1
1.418158781,1,1,0,0,1,1
3.517802522,0,0,0,0,2,0
1.822921205,1,1,1,1,2,1
2.684008569,1,0,1,1,1,0
2.075528934,1,0,1,1,2,1
2.070638693,0,0,0,1,0,0
1.820386024,1,1,1,0,2,1
1.722848545,0,0,1,1,0,1
2.706660524,1,0,0,0,2,0
2.239748867,0,0,0,0,0,0
2.795927497,0,1,1,0,1,0
2.714301337,1,0,0,1,2,0
2.510311603,0,1,0,0,1,0
1.590460065,1,0,0,1,2,1
2.246871097,0,0,0,0,0,0
2.218656233,0,0,0,1,0,0
2.012332677,1,0,1,1,2,1
2.431462837,1,1,1,1,0,1
2.66319972,0,1,0,0,2,0
1.832656171,1,0,1,1,1,1
2.212029245,0,0,0,1,0,0
2.634637445,1,1,1,0,1,1
2.720945931,1,0,1,0,2,0
2.507108866,1,0,1,1,0,0
2.464681774,1,1,1,1,1,1
3.828787047,1,1,1,0,0,0
3.369650278,0,0,1,1,1,0
2.497532146,0,1,0,1,0,0
2.524000507,0,0,1,1,1,0
2.08935199,0,0,0,1,0,0
3.794486096,1,1,0,0,2,0
2.562438006,0,0,0,0,0,0
1.83631665,1,1,1,0,1,1
1.690050513,1,1,1,0,0,1
1.577193918,0,0,0,1,0,1
1.638726972,0,1,1,1,0,1
1.86859898,1,1,1,1,2,1
2.687581723,0,0,0,1,2,0
1.937700729,1,1,1,1,1,1
2.441087241,0,1,0,1,0,0
3.133786955,0,0,0,1,1,0
2.283269311,0,0,0,0,0,0
3.855873972,1,0,0,0,1,0
1.769019659,1,1,1,1,2,1
1.718026108,0,0,0,1,0,1
2.708501346,1,1,0,0,1,0
2.277270284,0,0,0,1,0,0
2.357461135,0,0,0,0,0,0
2.13650859,0,0,0,0,0,0
2.314896132,0,0,0,1,0,0
2.428812128,0,0,0,0,0,0
2.395361036,1,1,1,1,0,1
1.954847549,1,1,1,0,2,1
2.696733358,1,1,1,1,2,0
1.509342472,1,0,1,1,1,1
2.795132091,0,1,1,0,0,0
2.059406408,0,0,0,1,0,0
2.458255573,1,1,1,0,2,1
2.318129219,0,0,0,1,0,0
2.481877726,1,1,1,0,0,1
2.228940111,0,0,0,0,0,0
2.058634811,0,0,0,1,0,0
1.679077444,1,0,0,0,2,1
1.52220091,1,1,1,1,1,1
1.818268939,1,1,1,0,1,1
2.302440983,0,0,0,0,2,0
2.780041004,0,1,1,0,2,0
1.669975789,1,0,1,1,1,1
2.57770975,1,1,1,1,1,1
1.551007221,0,1,1,1,2,1
2.107897388,0,0,0,1,0,0
2.382417533,0,1,0,1,0,0
2.61404728,0,1,0,1,1,0
2.340484202,1,1,1,0,2,1
1.653832171,1,1,1,0,1,1
3.065745951,0,0,0,0,1,0
3.896450773,1,1,0,0,1,0
2.158275155,0,0,0,0,0,0
2.387854864,1,1,1,1,0,1
2.076220143,0,0,0,0,0,0
1.758936565,0,0,0,1,0,1
2.215796631,1,1,0,0,0,0
2.289019847,1,1,1,0,0,1
2.696370282,0,1,0,0,0,0
2.658694938,0,0,1,0,2,0
1.682175893,0,0,0,1,0,1
2.870674743,1,0,1,1,2,0
2.38091835,0,0,0,1,0,0
3.460125353,1,1,0,0,0,0
2.157371302,0,0,0,0,0,0
1.676924766,1,1,1,0,2,1
1.872168264,1,1,1,1,1,1
2.006220849,0,0,0,0,0,0
2.416376776,0,0,1,1,0,0
2.063350979,0,0,0,1,0,0
2.524776715,1,1,1,1,1,0
2.537491975,1,0,1,0,2,0
2.070848444,0,0,0,0,0,0
1.967263917,1,1,1,0,1,1
2.47521855,0,0,0,1,0,0
2.346424368,1,1,1,0,2,1
2.476308135,1,1,1,1,1,1
1.73338056,1,0,1,0,1,1
2.066182106,1,1,1,0,1,1
2.422480555,0,1,0,0,0,0
2.406454529,0,1,0,0,0,0
2.225434893,0,0,0,1,0,0
2.939585317,1,0,1,1,0,0
2.972510734,0,0,0,1,2,0
2.084529132,0,0,0,0,0,0
2.011827906,0,0,0,1,0,0
2.542206593,1,1,1,1,1,1
1.780458237,0,1,1,1,2,1
2.14661603,1,1,1,0,2,1
3.332817154,1,1,0,1,0,0
2.271766148,1,1,1,0,1,1
3.459437684,0,0,0,1,1,0
3.06292418,0,1,0,0,2,0
1.832593026,1,1,1,0,1,1
3.657592283,1,0,0,1,2,0
2.296571917,0,0,0,0,0,0
3.112140742,1,0,0,1,0,0
2.097901223,0,1,1,1,2,1
2.358127686,1,1,1,1,0,1
1.443146704,0,1,1,1,0,1
2.133499635,0,0,0,1,0,0
2.345886171,0,0,0,1,0,0
3.967682059,1,0,1,0,2,0
2.746941369,0,1,0,1,1,0
2.340786511,0,0,0,1,0,0
3.702081229,0,1,1,0,0,0
1.591371243,1,0,1,0,1,1
2.417107058,1,1,1,0,1,1
1.533944983,1,1,0,1,1,1
2.277009798,0,0,0,0,0,0
2.562223155,0,0,0,0,0,0
2.866585205,1,1,0,1,1,0
2.462065485,1,1,0,0,0,0
2.458227095,0,0,0,0,1,0
2.433958603,0,0,0,1,0,0
3.102546949,0,0,1,1,0,0
2.069687751,1,1,1,0,0,1
2.019670803,0,0,0,1,0,0
1.545234035,1,0,1,1,2,1
2.631177421,1,1,1,0,0,0
1.365656646,1,1,1,1,0,1
1.87970279,0,1,1,0,1,1
3.421399664,1,1,0,1,2,0
2.024169748,1,1,1,1,1,1
1.779036351,1,0,1,1,2,1
2.331644975,1,1,1,0,2,1
2.044871891,0,0,0,1,0,0
1.985667643,1,1,1,1,1,1
2.073356094,1,1,1,1,0,1
2.431749769,1,1,1,1,1,1
1.858460499,0,1,1,0,2,1
2.139198195,0,0,0,1,0,0
2.26183156,1,1,1,0,2,1
1.925547088,1,1,1,1,0,1
1.724271732,1,1,1,1,1,1
1.076153789,1,0,1,0,1,1
3.315680859,0,0,1,1,1,0
2.344369385,1,0,0,1,0,0
2.035322382,0,1,1,1,1,1
3.617438913,0,1,0,0,0,0
1.750779126,1,1,1,0,1,1
3.84588696,1,0,1,0,0,0
2.276130631,0,0,0,0,0,0
2.222789657,0,0,0,1,0,0
2.44024358,1,1,0,1,0,0
1.874821988,1,1,1,1,2,1
3.225725473,1,0,0,0,2,0
1.768115399,0,1,1,0,2,1
2.422365845,1,1,0,1,0,0
1.647266908,1,0,0,0,1,1
3.310648555,0,1,1,0,2,0
1.897968323,1,1,1,1,1,1
2.170954724,0,1,1,0,1,1
2.337013686,1,1,1,0,1,1
2.342063113,1,0,0,0,0,0
2.49401434,0,0,0,0,0,0
2.293982392,0,0,0,0,0,0
2.7304229,1,0,1,1,2,0
1.419501752,0,1,0,1,0,1
1.735008303,1,0,1,1,1,1
3.580584058,1,1,0,1,1,0
1.673927898,1,1,0,0,2,1
3.900829969,0,1,1,0,1,0
1.636868806,1,1,1,1,2,1
1.635626742,0,0,0,1,0,1
2.702862256,1,1,1,1,1,0
2.075052222,1,1,1,1,1,1
2.698023635,0,0,1,0,2,0
1.777759778,1,0,0,1,1,1
2.706441288,0,1,0,1,1,0
1.650438387,0,0,1,1,0,1
2.393925884,0,0,0,0,0,0
3.418020042,1,1,1,1,2,0
2.113732478,1,1,1,0,0,1
1.785796605,1,0,1,0,1,1
1.778798002,1,1,1,1,2,1
2.06588101,1,1,1,1,2,1
2.226188433,0,0,1,0,0,0
1.698573416,0,0,0,1,0,1
1.101323121,0,0,0,1,2,1
2.655341018,0,0,0,0,2,0
2.02938481,0,1,1,1,2,1
2.400742081,0,0,1,0,0,0
1.763434281,0,0,0,1,0,1
2.019706197,0,0,0,1,0,0
1.351371671,1,1,0,1,0,1
1.701907247,1,1,1,1,1,1
2.200663917,1,1,1,1,1,1
2.717081261,1,1,1,1,0,0
3.578772088,1,0,0,1,1,0
2.579416351,0,1,0,0,0,0
2.332682151,1,1,1,1,2,1
2.162864513,0,1,1,1,1,1
3.952092148,0,0,1,0,0,0
2.784908302,0,1,1,0,1,0
2.236697595,1,1,1,0,2,1
2.406187726,1,1,1,0,2,1
2.50797071,0,0,1,0,2,0
1.93015261,1,1,1,1,0,1
2.277418016,0,0,1,1,1,0
1.737454546,1,0,1,1,2,1
2.445543127,0,0,0,0,0,0
3.098280713,1,1,0,1,0,0
2.257041251,1,1,1,1,2,1
2.764963833,1,1,1,1,1,1
1.505284547,0,0,1,0,0,1
1.71317994,1,0,1,1,1,1
1.598756585,0,0,0,0,0,1
2.722662302,1,1,1,1,1,1
2.175564989,1,0,1,0,1,1
2.186781115,1,1,1,1,2,1
2.482939347,1,0,0,1,0,0
2.799194615,0,1,1,0,1,0
2.202886548,1,1,1,0,1,1
1.549371052,0,1,1,1,1,1
2.287157115,0,0,0,1,0,0
2.289800191,1,0,0,1,0,0
3.72510027,0,1,1,0,2,0
2.321993135,1,1,1,0,1,1
2.157570064,1,1,1,1,0,1
2.562514474,0,1,1,0,1,0
2.099562179,0,0,0,1,0,0
2.260601993,0,0,0,0,0,0
2.78459646,0,0,0,0,2,0
1.380503272,0,0,0,0,2,1
2.947943132,1,0,1,1,1,0
1.866772824,1,1,1,0,2,1
2.047131275,0,1,1,0,1,1
2.581346655,0,1,0,1,1,0
1.5614938,0,1,1,0,1,1
2.374638865,0,0,0,0,2,0
1.541168128,1,0,0,1,1,1
2.788508445,0,0,0,0,1,0
2.331936429,1,0,0,1,0,0
2.682152734,0,0,0,0,0,0
2.378009497,1,0,0,1,0,0
1.874150944,1,1,1,1,1,1
1.791415548,1,0,1,1,2,1
2.560049707,1,0,0,1,1,0
2.699125804,1,0,0,1,0,0
1.728333412,1,1,1,1,2,1
2.645436799,0,0,1,0,0,0
2.219169444,0,0,0,0,1,0
2.272552928,0,0,0,0,0,0
2.171917646,0,0,0,1,0,0
2.57587265,1,1,1,1,1,1
2.195773446,1,0,1,1,2,1
3.838899847,0,1,1,0,0,0
1.607611674,1,1,1,0,0,1
2.309326732,0,0,0,0,0,0
2.127369017,0,0,0,0,0,0
2.595085832,0,0,0,1,0,0
1.92024913,1,1,1,0,1,1
2.794088205,0,1,1,0,2,0
2.736593675,0,1,1,1,0,0
2.033616573,1,1,1,0,2,1
2.288845159,0,0,0,0,0,0
1.748892454,0,0,0,0,0,1
2.211076624,0,0,0,1,0,0
3.64768066,0,0,1,1,2,0
2.674902397,1,1,1,0,1,1
1.516317903,0,0,0,1,0,1
1.899748576,0,1,1,1,2,1
2.422866662,1,0,0,0,0,0
2.17786795,0,0,0,1,0,0
1.754995985,1,1,1,0,1,1
2.046117935,0,1,1,0,1,1
2.413460382,0,0,0,1,2,0
2.028815211,1,1,1,0,2,1
2.260412575,1,1,1,1,2,1
2.234062364,1,0,0,1,0,0
1.59609025,1,0,1,1,2,1
2.109934123,1,1,1,0,1,1
1.649294698,1,1,1,0,0,1
2.649029973,1,1,0,1,0,0
2.534821225,0,1,1,1,0,0
2.598291899,0,1,1,1,0,0
2.778940795,0,0,0,0,2,0
3.749234076,1,1,1,0,1,0
1.789964788,1,0,0,1,2,1
1.588070281,0,0,0,1,0,1
1.757794614,1,1,1,0,1,1
3.372036917,0,1,0,1,0,0
1.46574879,1,1,1,0,0,1
2.347414898,0,0,0,1,0,0
2.706877234,1,1,0,0,0,0
2.12620059,0,0,0,0,0,0
2.706818504,0,0,1,1,0,0
2.347161966,1,1,1,1,2,1
2.600561395,0,0,1,1,2,0
1.777968345,1,0,1,1,2,1
1.354849678,1,0,0,1,0,1
2.181881456,0,0,0,0,0,0
2.245648305,1,1,0,0,0,0
3.937373635,0,1,1,1,1,0
1.712604171,1,1,1,1,2,1
1.533171184,1,0,1,1,1,1
1.871774654,1,1,1,1,1,1
1.676851509,1,1,1,1,2,1
2.670299061,1,1,1,1,2,0
2.719934324,0,0,1,0,1,0
3.944814773,1,1,1,0,1,0
2.343094627,0,0,0,0,0,0
1.923500149,1,1,1,1,1,1
2.554509339,0,0,0,0,0,0
2.138816381,1,0,1,0,1,1
2.585656898,0,1,1,1,0,0
2.431215007,1,1,1,0,0,1
2.990376293,0,1,0,1,2,0
2.037607292,0,0,0,0,0,0
2.071795292,0,0,0,0,0,0
2.943911016,1,1,1,0,2,0
2.763201825,1,1,1,0,2,0
1.802380225,1,1,1,1,1,1
2.508975532,0,0,1,0,1,0
2.083781562,1,1,1,0,1,1
3.395360995,1,1,1,1,0,0
1.741314872,1,0,1,0,1,1
1.677344871,0,1,1,1,0,1
1.662466394,1,1,1,0,1,1
1.559159884,1,1,1,1,1,1
2.309315181,0,0,0,1,0,0
1.802513589,1,1,1,1,2,1
1.053333894,1,0,0,0,0,1
2.128098863,0,0,0,1,0,0
2.809480688,0,1,1,0,0,0
1.536840919,0,1,1,1,0,1
2.265252351,0,0,0,1,0,0
2.361840939,1,1,1,1,2,1
1.898788076,1,1,1,1,0,1
1.86772386,1,1,1,1,1,1
2.533054343,1,1,1,0,1,1
2.662763053,1,0,0,1,1,0
2.169202873,1,1,1,1,2,1
2.459093667,0,0,0,1,0,0
2.192284556,0,0,0,1,0,0
1.635302109,1,1,1,0,0,1
2.344373352,1,1,1,1,2,1
2.781622359,1,1,1,0,1,1
1.201488293,1,1,0,1,0,1
1.6339735,1,1,1,0,2,1
3.749610553,0,1,0,0,0,0
1.722400026,0,1,1,1,1,1
1.355298809,0,1,0,0,0,1
2.215586361,0,0,0,0,1,0
2.312235793,0,1,0,0,0,0
2.00662319,0,0,0,1,0,0
2.434077863,1,1,1,0,1,1
2.515544323,0,0,0,1,1,0
2.467429877,0,0,0,0,2,0
1.696207685,1,0,1,0,2,1
1.723581215,1,0,1,0,1,1
2.522039585,1,1,1,0,1,1
2.630232005,0,0,1,1,2,0
3.851486016,0,1,0,0,0,0
1.519030173,1,0,1,1,2,1
2.349061972,0,0,1,0,2,0
1.881206666,1,1,1,0,2,1
2.476308225,1,1,1,1,1,1
1.625735175,1,0,1,1,1,1
2.26931079,0,0,0,1,0,0
1.055516828,0,1,0,0,1,1
2.503032458,1,1,1,1,1,1
1.569199473,0,0,0,1,0,1
1.940904156,1,1,1,1,2,1
1.868011717,1,0,1,1,2,1
1.546649458,1,1,1,1,1,1
2.235507119,0,0,0,0,0,0
2.241215427,0,0,1,1,0,0
1.768793923,1,1,0,0,2,1
1.491497391,0,0,1,0,1,1
2.17388672,0,0,0,1,0,0
2.447884042,0,0,0,0,0,0
1.519468698,1,1,1,0,0,1
2.490790994,0,1,0,0,0,0
2.366433823,0,0,1,1,1,0
3.696574921,1,1,0,0,2,0
2.296110841,0,0,1,1,2,0
2.231334546,0,0,0,0,1,0
2.693616229,0,0,0,0,0,0
3.058493233,0,0,0,0,2,0
1.609475803,0,0,1,0,0,1
3.640731658,0,0,0,0,0,0
1.059293185,0,1,1,0,1,1
2.235944305,1,1,1,1,2,1
2.76134792,1,1,1,0,0,0
2.467278763,0,0,1,1,2,0
2.799933651,1,0,1,0,2,0
1.502198449,1,1,0,0,2,1
2.525415594,0,1,0,0,2,0
1.029263097,1,1,0,0,0,1
2.461521041,1,0,0,0,0,0
1.737347679,0,0,1,1,0,1
2.085396569,0,0,0,0,0,0
2.087785169,1,1,1,0,0,1
2.063149891,1,1,1,1,0,1
2.722537404,1,1,0,1,0,0
3.107564094,1,0,0,1,1,0
2.694504865,0,0,0,1,2,0
2.115558912,1,0,1,1,1,1
2.282832048,0,1,0,0,0,0
2.526393504,0,0,1,0,0,0
2.515055746,0,1,1,0,0,0
2.525686303,1,1,1,1,0,0
2.234801337,0,0,1,0,0,0
2.571682856,1,0,1,1,1,0
2.413208213,1,1,1,1,1,1
1.766955836,1,1,1,0,0,1
2.52881844,0,0,0,0,1,0
2.479458337,1,1,1,1,2,1
3.770757253,0,0,0,0,1,0
2.21686146,1,1,1,1,1,1
1.564320089,1,1,1,0,1,1
2.260485277,0,0,0,0,0,0
2.630800305,0,0,1,1,2,0
2.012341089,1,1,1,0,1,1
3.058427362,1,1,1,1,2,0
1.054950333,1,0,1,0,1,1
2.278462098,0,0,0,0,0,0
2.707835483,1,1,1,1,1,1
2.416984171,1,0,0,0,0,0
2.430386895,1,1,1,0,2,1
2.591647008,0,1,0,1,2,0
1.620646841,1,0,1,1,1,1
1.602752077,1,1,1,1,2,1
1.777883381,1,0,1,0,1,1
2.392443593,1,1,1,1,2,1
2.295036588,0,0,0,1,0,0
2.399363403,0,0,0,1,0,0
1.549844328,0,1,1,0,0,1
3.806002556,0,0,1,1,1,0
1.826833306,1,1,1,0,1,1
1.891247521,1,1,1,1,1,1
2.368169329,1,1,1,1,1,1
1.683906585,1,1,1,0,2,1
2.376434351,0,1,0,0,0,0
2.402711553,0,0,0,0,0,0
1.680140466,1,1,1,1,1,1
2.569990725,1,0,1,0,1,0
2.687340967,0,1,1,1,1,0
2.118714455,1,1,1,1,0,1
1.651527487,1,0,1,0,2,1
1.505092379,0,1,1,1,1,1
2.402012532,0,0,0,0,0,0
2.41451918,1,1,1,1,1,1
1.879413054,1,1,1,0,1,1
1.559734847,1,0,1,0,2,1
1.69636703,1,1,1,0,2,1
1.265206175,0,0,1,0,1,1
1.837884358,1,1,1,0,0,1
3.809766877,0,1,1,1,2,0
2.197784588,0,0,0,0,0,0
1.523538467,1,1,1,1,1,1
2.204594707,1,1,1,1,1,1
2.943329606,0,1,1,0,1,0
2.210890856,1,1,1,0,0,1
2.226330701,0,0,0,0,0,0
2.005429853,1,1,1,1,0,1
2.374120409,1,1,1,0,1,1
1.111812078,0,0,1,1,1,1
1.853612034,0,1,1,1,2,1
2.799792006,0,1,1,0,2,0
2.571367687,1,0,1,1,2,0
2.454666666,0,0,0,0,1,0
1.934913537,1,1,1,1,0,1
3.359517299,0,0,1,0,0,0
2.302637539,0,0,0,1,2,0
1.784123723,1,1,1,0,1,1
