Aggregate,Internship,GRE,GermanLevel,DegreeCompleted,Winter,Admission
3.814719363,0,0,2,1,1,0
1.538816116,1,1,1,0,1,1
2.200534215,0,0,0,1,0,0
2.753802796,1,1,2,1,1,1
2.273637888,1,1,2,1,0,1
1.994029372,0,1,1,1,1,1
1.625474239,1,1,1,1,1,1
2.31709694,0,0,0,1,1,0
2.346496356,0,1,0,0,0,0
3.039153459,0,1,2,1,0,0
2.305959559,1,1,1,1,1,1
1.738253857,1,1,1,1,0,1
2.705042934,1,1,2,1,1,0
2.26428844,0,1,1,1,1,1
1.928381008,0,0,0,0,0,0
2.550453294,0,1,0,0,0,0
3.692929191,0,0,2,1,0,0
2.597711568,0,0,0,0,1,0
1.741253645,0,1,1,1,0,1
2.243511577,0,0,0,0,0,0
1.558791713,1,1,0,1,1,1
2.523207809,0,1,0,0,1,0
2.328088157,0,1,2,0,1,0
2.170170202,0,0,0,0,0,0
2.367639026,1,1,1,1,1,1
2.003542655,1,0,1,0,0,1
2.487456515,0,0,0,0,1,0
3.216322309,0,1,2,0,1,0
2.25349172,0,1,1,1,0,1
2.050403528,0,0,0,0,1,0
2.364794095,0,1,2,0,0,0
1.774422885,1,0,1,1,1,1
2.318447099,0,1,1,1,1,1
1.395433576,1,0,0,1,1,1
1.894839397,0,1,1,0,0,1
2.693963926,0,0,0,0,0,0
2.525880483,0,0,2,0,0,0
2.037631353,1,1,2,0,0,1
1.96597657,1,1,2,1,1,1
1.878027436,0,0,0,0,0,1
3.186131785,1,0,0,1,0,0
2.02563596,0,0,0,0,0,0
2.644585186,0,0,0,0,0,0
1.810779966,1,1,0,1,0,1
1.730960213,1,1,0,1,0,1
1.097178259,0,0,0,1,1,1
2.774851788,0,1,2,0,1,0
2.394665376,0,0,0,1,1,0
2.073961054,1,0,1,1,0,1
2.57076953,0,1,0,0,1,0
2.744643725,0,1,2,1,0,0
2.9577619,0,0,1,1,1,0
2.624866049,0,0,2,0,0,0
1.923879488,0,0,0,0,1,0
1.973822266,1,1,1,1,0,1
1.86920464,0,0,0,0,1,0
1.735386645,0,1,2,1,0,1
2.449289697,0,0,2,0,0,0
2.601740581,0,0,0,0,1,0
1.835687594,0,1,1,1,0,1
2.117199731,0,1,2,1,0,1
2.439158319,0,0,1,1,0,0
2.795094343,1,1,0,0,0,0
3.811561585,1,1,0,0,1,0
2.520760317,0,0,0,0,1,0
2.708944552,1,1,2,1,0,1
2.008505732,0,0,0,0,0,0
2.352811299,0,0,0,0,1,0
2.382863716,0,0,0,0,1,0
2.33389771,1,1,2,1,1,1
2.971700912,0,0,2,1,1,0
1.939253514,1,0,2,1,0,1
2.371537954,1,1,2,1,1,1
3.549649701,0,1,0,0,1,0
2.596546946,0,0,0,0,0,0
1.943186675,0,1,0,0,0,0
3.980544201,1,0,1,1,0,0
1.668521082,1,1,1,1,0,1
2.285107359,0,1,0,0,0,0
2.100007287,1,1,2,1,0,1
2.320423018,0,1,1,0,1,0
3.409088424,0,1,1,1,0,0
2.751786831,1,0,2,1,1,0
2.286406979,0,1,2,1,1,1
1.5691415,0,1,2,1,0,1
2.475256307,0,0,1,1,0,0
2.515826447,0,0,0,0,1,0
1.944261179,0,0,0,0,0,0
1.805419242,1,1,0,1,1,1
2.537860444,1,1,1,1,0,1
2.700796717,0,1,2,0,1,0
2.645125452,0,0,0,0,1,0
2.551751073,0,0,0,0,0,0
2.699737152,1,1,2,1,1,1
3.552885012,1,1,1,0,1,0
2.017750975,1,1,1,1,0,1
2.210424692,0,0,0,0,0,0
2.251671937,1,1,1,1,0,1
3.85282666,0,0,0,0,1,0
2.781813097,0,0,1,0,0,0
1.621042764,0,0,1,1,1,1
2.949642804,1,0,1,1,1,0
1.661565525,1,1,0,1,1,1
2.327590272,1,1,2,1,0,1
2.004954177,0,1,0,0,0,0
2.337621875,1,1,1,1,1,1
2.010079653,0,0,0,0,1,0
3.51707738,0,1,2,0,0,0
2.76710467,1,1,2,0,0,0
2.929382725,0,1,2,0,1,0
2.006117376,1,0,1,0,0,1
2.427667585,1,1,1,1,1,1
2.217497262,0,1,1,0,0,0
2.18467974,1,0,1,1,1,1
1.992926072,0,0,0,0,1,0
2.377474115,0,0,1,0,1,0
1.862426421,1,0,0,0,1,1
1.82956441,1,1,1,1,0,1
2.876621153,0,0,2,1,0,0
1.980850537,0,0,0,0,0,0
2.687895962,0,1,0,0,0,0
3.230402816,0,1,1,0,0,0
2.671619897,0,0,0,1,1,0
2.601895971,0,1,0,0,1,0
2.191285731,0,0,0,0,0,0
2.503130823,1,1,0,1,1,1
1.682814831,0,1,0,1,0,1
2.661686236,0,0,0,0,1,0
2.133660516,0,0,0,0,1,0
2.028488452,1,1,1,1,1,1
2.633647187,0,1,0,0,0,0
2.408796095,0,0,0,1,1,0
2.546051885,0,0,2,0,0,0
2.660186867,0,0,0,0,1,0
2.471536483,0,0,2,0,1,0
3.090510397,1,1,2,0,1,0
2.555814141,1,1,2,1,1,1
1.3216186,0,0,1,1,0,1
1.574788031,0,0,1,0,1,1
1.376730346,1,1,2,1,1,1
2.381215028,1,1,1,1,1,1
2.124357921,0,1,2,1,0,1
1.445279688,1,0,0,0,1,1
2.329561721,0,1,0,0,0,0
1.840610507,0,0,0,0,1,1
1.266296741,0,1,2,0,1,1
2.545930603,0,0,2,0,0,0
2.606583374,1,1,2,1,0,1
3.754321632,1,1,0,1,0,0
2.644325374,1,1,2,1,1,1
2.795438087,1,1,2,1,1,1
2.679400073,0,0,0,1,0,0
2.615223439,0,0,0,0,1,0
2.785828396,0,1,1,0,1,0
1.590185321,0,0,0,0,1,0
2.665133434,0,0,1,1,1,0
1.661519139,0,1,1,1,0,1
2.534462448,1,1,1,1,1,1
2.075661335,1,1,1,0,1,1
1.611982227,1,1,1,0,1,1
2.349738676,0,0,0,0,0,0
2.401850935,1,1,1,1,0,1
1.689418367,1,0,2,1,1,1
2.396748755,0,1,1,1,0,1
2.683069956,0,0,1,1,0,0
2.712126815,1,1,1,1,0,1
3.547898767,1,0,1,0,1,0
1.943513915,1,1,2,0,0,1
2.573174135,0,0,0,0,0,0
2.673350296,1,1,1,1,1,1
3.10230027,1,0,1,0,1,0
2.548157234,1,1,1,1,0,1
2.476732213,0,0,0,0,0,0
2.506103607,0,0,0,0,1,0
2.598188452,1,1,1,1,1,1
2.572975223,0,0,0,1,0,0
2.733949618,0,1,0,0,1,0
1.539356894,0,1,1,1,1,1
3.013860954,1,0,0,1,0,0
2.362834777,0,0,0,1,0,0
2.779049927,1,1,2,1,0,1
2.259321395,0,0,0,1,1,0
2.156362423,0,0,0,0,0,0
2.749304004,1,1,2,1,0,1
3.910226586,1,0,2,1,1,0
2.334471551,1,1,2,1,1,1
1.775446251,0,0,0,0,0,0
1.574988555,0,0,2,0,1,1
1.52994693,0,0,0,0,0,0
2.519452288,0,0,0,0,1,0
1.685323396,0,1,1,1,0,1
2.765616087,0,1,0,0,1,0
3.72568201,1,1,2,1,1,0
2.500880962,0,0,0,1,1,0
2.035198136,1,1,2,0,0,1
3.946816635,1,1,0,1,1,0
2.709558457,1,1,1,1,1,1
2.785917974,1,1,1,0,1,0
2.505159075,0,0,1,1,0,0
2.511053024,0,1,0,0,0,0
2.725255146,1,1,2,1,0,1
2.632031727,1,1,0,1,1,1
2.36603046,1,1,1,1,0,1
2.130776438,0,1,0,0,1,0
1.981486735,1,0,2,1,1,1
2.650713396,1,1,2,1,1,1
1.877328895,0,0,0,0,0,0
2.452490127,0,1,0,0,1,0
1.886878514,1,1,1,0,0,1
2.797284709,1,1,1,0,0,0
2.305062101,0,0,0,0,1,0
2.328802868,0,1,0,0,1,0
3.931397918,1,1,1,1,0,0
2.759567529,1,0,1,1,0,0
2.738323664,1,1,2,1,1,1
2.210543039,0,1,2,1,1,1
2.041722363,0,0,0,0,0,0
1.165448572,0,1,2,0,1,1
2.619455922,0,0,2,1,1,0
2.402998221,1,0,1,1,1,1
2.065080217,1,1,2,1,1,1
2.70862753,0,0,2,0,0,0
2.657446,0,0,0,0,1,0
2.383516568,0,0,2,0,1,0
1.606598292,1,1,2,1,0,1
2.322275941,0,0,2,0,1,0
3.339923223,0,0,0,1,1,0
2.229365506,0,1,1,0,1,0
2.793400807,1,0,1,1,1,0
2.323894503,0,0,0,1,0,0
2.270684274,0,0,0,0,1,0
1.663174369,1,0,2,1,1,1
1.921259362,0,0,0,0,0,0
2.219136959,0,1,1,1,0,1
2.140970248,1,0,2,0,1,1
2.095059266,1,0,1,0,0,1
2.284849383,0,0,0,0,0,0
2.326491571,0,1,0,0,0,0
1.993159695,0,0,0,0,1,0
2.250130618,0,1,2,0,1,0
2.1135359,1,0,2,1,1,1
1.702116855,1,1,2,1,0,1
2.541533144,0,0,0,0,0,0
2.364777024,1,1,2,1,1,1
2.095431829,1,1,2,1,0,1
2.119050343,0,0,0,0,1,0
2.179481951,0,0,0,0,1,0
1.78681907,0,0,0,0,0,0
1.945860482,1,1,1,0,0,1
3.43428428,1,1,2,0,0,0
2.584046885,0,0,0,0,0,0
1.556779005,0,1,0,1,0,1
2.725128719,0,1,2,0,1,0
2.293374976,0,0,0,0,0,0
2.223594719,0,0,0,0,1,0
2.681980462,0,0,0,0,1,0
3.374797053,0,1,2,0,0,0
2.410174811,0,0,1,1,0,0
2.788071585,1,1,1,1,0,1
1.570222925,1,1,2,1,1,1
1.856135639,0,0,1,1,1,1
1.72955359,1,1,0,0,0,1
1.98433854,0,0,0,0,0,0
2.222275043,0,0,0,0,0,0
2.664763367,0,0,0,0,1,0
3.161519163,0,1,1,1,1,0
2.519203178,0,0,0,0,0,0
2.588709912,0,1,0,0,1,0
1.143995889,0,1,1,1,0,1
2.759036607,1,1,1,1,1,1
2.751434409,1,1,2,1,0,1
1.832250185,0,1,1,1,1,1
2.79526057,1,1,2,1,1,1
2.370801988,1,0,2,1,1,1
2.142843228,0,0,0,0,0,0
2.513877959,1,1,2,1,1,1
2.232134012,1,1,2,1,1,1
2.710436028,0,1,0,0,1,0
2.158966645,1,0,1,0,0,1
1.9365485,1,1,1,1,0,1
2.781806685,0,1,1,0,0,0
2.772333939,1,1,2,1,0,0
2.35458711,0,0,0,1,0,0
2.333072894,1,0,2,1,0,1
2.252793768,0,1,0,0,1,0
2.873170735,0,1,2,0,1,0
1.341731535,0,1,2,0,1,1
1.856388879,1,0,2,1,0,1
2.683580702,1,0,1,1,0,1
2.722706049,0,1,1,0,1,0
2.298172631,0,0,0,1,1,0
1.826470294,0,0,2,0,1,1
1.479268864,1,0,0,1,1,1
2.368964756,0,0,0,0,1,0
1.997240945,0,0,0,0,0,0
2.652495622,0,0,2,1,1,0
2.328211438,0,0,0,0,0,0
2.759490431,0,0,0,0,1,0
2.997678361,0,0,0,0,0,0
1.56866755,0,1,1,1,0,1
2.395097906,0,1,1,1,0,1
1.928114237,1,0,2,0,1,1
1.749893337,0,0,0,1,0,1
1.935748958,0,1,2,1,0,1
2.568598149,1,1,1,1,0,1
2.826837347,0,0,1,0,1,0
2.541604239,0,0,0,0,0,0
2.21625157,0,0,0,1,1,0
1.992134188,0,0,0,0,1,0
1.225320988,1,1,0,1,0,1
2.689284345,0,0,0,0,1,0
1.580983287,1,0,1,1,0,1
2.778051812,0,1,1,1,1,0
3.982112761,0,0,2,1,0,0
2.28676185,0,0,0,0,0,0
2.226093386,0,0,0,0,1,0
2.739867775,1,1,1,1,1,1
3.653322254,1,0,0,1,1,0
2.155241026,0,1,0,1,0,1
1.825399828,1,1,2,0,1,1
3.050598634,1,1,0,0,0,0
1.858356996,0,1,0,0,1,1
2.257141307,0,0,1,0,1,0
2.397635982,0,1,1,0,1,0
1.920127733,0,1,0,1,0,1
2.421826972,1,1,0,1,1,1
1.986821358,1,0,1,1,0,1
1.845415217,1,1,2,1,0,1
3.317555006,1,0,0,1,0,0
2.03089452,1,1,2,1,0,1
2.72151628,1,0,1,1,1,0
2.555799267,0,1,0,0,1,0
1.828892427,1,1,2,1,0,1
2.53334799,1,0,2,1,1,1
3.300713621,1,1,2,1,1,0
2.34116976,0,0,0,1,1,0
1.973833161,0,1,1,1,0,1
2.44348012,1,1,2,1,0,1
2.215735606,0,0,0,1,0,0
1.917270527,1,1,1,0,1,1
2.751667515,0,1,2,1,0,0
2.826278285,0,1,0,0,1,0
2.44314089,1,1,1,1,0,1
3.05734759,0,0,0,1,0,0
2.2934149,1,1,2,1,0,1
2.218856645,1,1,1,1,1,1
2.29240988,0,0,2,0,1,0
3.978908748,0,1,0,0,1,0
2.049901867,1,1,0,1,1,1
2.75861826,1,0,2,0,1,0
2.356871881,0,0,0,0,1,0
2.29167585,0,0,0,0,1,0
1.814475871,1,0,1,1,0,1
2.347704394,1,1,2,1,1,1
2.339397065,0,1,1,0,0,0
2.399103186,1,1,1,1,1,1
3.641308376,0,0,2,1,0,0
3.080301625,0,1,1,1,1,0
2.385112237,0,0,0,0,1,0
2.697277961,0,0,2,1,1,0
2.124370601,0,1,0,1,0,1
2.726383967,1,0,1,1,0,0
2.339472099,0,1,2,1,1,1
2.774032082,0,0,2,1,0,0
1.628454401,0,1,1,1,0,1
2.04768726,1,1,1,0,1,1
2.701077025,1,1,2,1,0,0
2.204715228,0,0,0,0,1,0
1.940726865,0,1,1,1,0,1
1.509457113,0,0,1,1,0,1
1.364196622,1,1,0,1,1,1
2.332008441,0,0,0,1,0,0
2.210328279,0,0,0,0,0,0
1.513557955,1,1,1,1,1,1
1.653529645,0,1,1,0,0,1
1.901190217,1,1,0,1,0,1
1.628898664,0,1,1,1,1,1
2.167164713,0,1,0,0,0,0
1.688810699,1,1,1,1,0,1
2.723810943,0,1,0,0,0,0
2.805612585,1,1,0,1,0,0
2.743643411,1,1,1,1,0,1
3.735249102,1,0,2,0,1,0
3.24104632,1,1,0,0,0,0
1.653057951,1,1,2,1,1,1
2.321444441,0,0,0,1,1,0
2.400538435,1,1,2,1,1,1
2.701583669,1,1,2,0,1,0
3.729144943,0,1,2,0,1,0
2.770603117,1,1,1,1,0,1
2.549429935,0,0,0,0,1,0
1.692936236,0,0,0,0,0,0
2.204717113,0,0,0,1,1,0
2.293615728,1,1,2,1,0,1
2.559136151,0,0,0,0,1,0
2.409532249,0,0,1,0,1,0
1.622849224,1,1,2,1,0,1
2.75141729,0,1,2,1,1,0
1.802031264,1,1,0,0,0,1
2.416967431,0,0,0,0,0,0
1.75087693,0,0,0,0,0,0
1.456948199,0,0,0,0,0,1
1.913098764,1,1,2,1,0,1
1.730912881,0,1,2,1,0,1
1.703101872,1,1,1,0,0,1
2.507297328,0,0,1,1,1,0
2.181878077,1,1,2,1,0,1
2.058480927,1,1,2,1,1,1
2.392304759,0,1,1,1,1,1
2.161407625,1,1,2,1,0,1
1.954896859,1,1,2,1,0,1
1.665143988,1,1,1,1,0,1
2.350889523,0,0,0,1,1,0
2.429472881,0,0,0,0,1,0
2.354932981,1,1,1,1,1,1
2.462093418,1,1,2,1,1,1
2.271624446,1,0,1,1,0,1
2.175868813,0,1,2,1,0,1
2.398306288,1,0,1,1,0,1
2.651927928,1,0,1,1,0,1
2.625353774,0,0,1,1,1,0
2.317804472,0,1,2,0,0,0
2.584372133,1,1,1,1,0,1
1.955932229,1,1,1,1,1,1
2.522233542,0,1,0,0,1,0
2.584657308,0,0,0,0,0,0
2.277084374,0,0,1,0,0,0
2.481425417,1,0,2,1,0,1
2.278336057,0,0,0,0,0,0
2.268913413,1,1,2,1,1,1
2.510602414,0,0,2,0,0,0
1.619333857,1,1,1,1,1,1
2.041888451,1,0,2,1,1,1
2.756071194,0,0,2,1,0,0
1.685805041,0,0,0,0,0,0
2.239846981,0,1,2,1,1,1
2.06838441,0,1,0,0,1,0
2.292371764,0,1,1,1,1,1
2.357953625,1,0,1,1,1,1
1.750513253,1,1,2,1,0,1
2.314938792,0,1,2,0,1,0
2.412191404,0,1,0,0,1,0
2.205101759,0,0,2,0,0,0
1.778893052,1,1,2,0,1,1
1.520938347,1,1,0,1,1,1
2.474714566,0,0,0,0,0,0
1.546126982,1,1,2,1,1,1
2.504933681,0,0,2,1,1,0
2.532896325,1,1,1,1,1,1
2.731954191,1,1,1,0,0,0
2.378167707,0,0,0,0,0,0
2.372025017,1,1,2,1,0,1
1.50762825,1,1,2,0,1,1
2.480721257,0,0,0,0,0,0
2.729979199,0,1,2,1,1,0
1.875013154,0,1,1,0,1,1
2.637986493,0,0,1,0,1,0
2.676658181,1,1,1,1,1,1
2.383307791,1,1,1,1,1,1
2.145798695,1,1,0,1,1,1
2.329487082,1,0,2,1,1,1
2.126543637,1,1,2,0,0,1
2.265283249,0,0,0,0,1,0
3.951736404,1,0,0,0,0,0
2.436812428,0,0,0,0,0,0
2.54545565,1,1,1,1,1,1
2.358487895,1,1,1,1,0,1
3.077737932,0,0,0,0,0,0
2.39321652,0,0,0,0,1,0
2.321039459,0,1,2,1,0,1
2.733660748,1,0,0,1,1,0
1.515630567,1,0,1,1,0,1
2.073749309,0,0,0,0,0,0
1.50296141,0,0,2,1,1,1
2.399584736,1,1,1,1,0,1
2.276752562,0,0,0,1,1,0
1.889563349,1,1,2,1,1,1
2.741222635,1,1,2,1,1,1
2.313076466,0,0,0,0,1,0
1.783644457,0,0,0,0,0,0
2.340773821,0,0,1,0,0,0
2.758872008,0,1,2,1,1,0
1.710620458,1,1,0,0,1,1
1.155626463,0,0,0,1,1,1
2.553043963,1,1,1,1,0,1
3.085189939,0,1,0,0,0,0
2.264202795,0,1,2,0,1,0
1.580430362,0,0,0,0,1,0
2.219590404,1,1,1,1,0,1
2.395452388,0,1,1,1,0,1
2.472846089,0,0,0,1,1,0
2.570907202,0,0,0,0,1,0
2.562817851,0,0,0,0,0,0
2.216941475,1,1,1,1,1,1
2.54916634,0,1,0,0,0,0
2.028133726,1,1,2,1,0,1
1.625599285,1,0,2,1,0,1
2.303791608,1,1,2,1,0,1
3.981224391,1,0,2,1,1,0
2.067798784,1,0,2,0,1,1
2.640205377,0,0,2,0,1,0
1.611513173,0,0,0,1,1,1
1.64246793,0,0,2,0,0,1
2.104112669,1,1,2,1,1,1
2.304656348,0,1,0,0,0,0
2.000318791,1,0,0,1,1,1
1.809114685,0,0,0,0,1,0
3.452466382,1,1,0,1,0,0
2.385283347,1,1,1,1,0,1
1.584788128,1,1,1,1,1,1
2.314113933,0,0,0,1,0,0
2.64637233,1,1,1,1,0,1
2.127842817,1,1,0,1,0,1
2.642205623,0,1,0,0,1,0
3.695969971,0,1,0,0,0,0
2.627460484,1,1,1,1,0,1
2.572062618,0,0,0,1,0,0
2.447585429,1,0,2,1,1,1
2.352629067,1,1,2,1,1,1
2.393837935,0,0,2,0,0,0
1.394811414,1,0,0,0,1,1
2.11500798,1,0,2,1,0,1
2.10384014,0,1,2,1,0,1
1.975765558,0,1,0,0,1,0
2.437851173,1,0,1,1,0,1
2.223812439,1,0,2,1,1,1
2.838118102,0,0,2,0,1,0
2.393979686,1,0,2,1,0,1
3.895768406,0,1,1,0,1,0
1.296840765,0,1,1,1,0,1
2.458957698,0,0,0,0,1,0
1.18120099,1,0,2,1,0,1
2.189604687,1,0,2,1,1,1
1.859407442,1,0,0,0,1,1
2.719850699,0,1,1,0,0,0
2.231414264,0,1,2,0,1,0
1.595861047,1,1,2,1,0,1
1.55468507,1,1,2,0,0,1
2.705330916,1,1,0,0,1,0
3.944650719,1,0,1,1,0,0
2.291693596,0,0,0,0,1,0
1.851270346,1,1,1,1,1,1
2.631283382,0,0,0,0,0,0
3.014247372,1,0,1,1,1,0
3.095704905,1,0,2,0,0,0
1.806208076,0,0,2,0,0,1
2.426749472,0,0,0,0,1,0
2.783602527,1,1,1,1,0,1
2.429223857,0,0,0,0,0,0
1.955655518,1,1,2,0,1,1
2.370786594,0,0,1,0,1,0
3.88739536,1,1,1,0,0,0
1.766462909,0,1,2,1,0,1
2.594062776,0,0,1,0,0,0
2.615793622,0,1,0,0,0,0
2.195675225,0,1,1,1,1,1
2.038371202,0,0,0,0,0,0
1.588364839,1,0,2,1,1,1
2.050052955,1,0,1,0,1,1
1.779625647,1,1,2,0,1,1
2.401801601,0,0,0,0,0,0
3.728582146,1,0,0,1,1,0
2.89423733,0,1,1,1,1,0
1.691426071,1,1,2,1,1,1
2.678742894,1,0,1,1,0,1
2.349496662,0,0,0,0,1,0
2.247571962,0,0,0,0,1,0
2.307945414,0,1,2,1,0,1
2.249692715,1,0,1,1,0,1
2.179132162,1,0,1,0,0,1
3.015767603,1,1,0,1,1,0
1.981972228,1,1,0,1,0,1
2.495863485,0,0,2,0,0,0
2.700132266,1,1,0,1,1,0
2.629086784,0,0,1,0,1,0
3.774986868,1,1,1,0,1,0
2.560511393,1,0,1,1,1,1
2.087280088,0,0,0,0,0,0
1.350601847,0,1,1,1,1,1
2.723903181,1,1,0,0,1,0
2.664301632,1,0,2,1,0,1
2.305808949,0,0,0,1,1,0
1.515664184,0,1,0,1,0,1
2.348792087,1,1,2,1,0,1
1.85336085,1,1,1,1,1,1
1.627301566,0,0,2,1,1,1
1.979279329,1,1,1,1,1,1
1.922751871,0,1,0,1,1,1
3.172979158,1,0,0,1,0,0
3.651681942,0,0,0,1,0,0
3.13567815,0,1,0,1,0,0
2.354980247,0,0,0,0,1,0
3.086616474,1,0,2,1,0,0
2.308888252,1,1,2,1,1,1
2.263439241,1,1,2,1,1,1
1.507340112,1,1,2,1,1,1
2.345401985,1,0,1,1,0,1
1.950494471,1,1,2,1,0,1
2.757285341,1,1,2,1,1,1
1.653234658,1,1,1,0,1,1
3.292962019,1,0,0,0,0,0
2.619386645,0,0,0,0,1,0
1.894457147,0,0,0,0,1,0
1.687937702,0,0,0,0,0,0
2.130875961,0,1,1,1,0,1
1.714943002,1,1,1,1,1,1
2.223092965,0,1,1,1,1,1
2.225338496,0,1,1,1,1,1
2.339041116,1,0,1,1,0,1
1.830691178,0,1,0,0,1,1
1.703125585,0,0,0,0,0,0
1.884016256,0,0,1,1,0,1
1.977018239,1,0,2,1,0,1
2.727438298,1,1,1,1,1,1
2.492352993,0,0,0,0,1,0
1.871092819,0,0,0,0,0,0
1.59340591,0,1,2,1,0,1
2.209791984,0,0,0,1,1,0
2.43202665,1,1,2,1,1,1
2.421452695,0,0,0,0,1,0
2.214357463,0,1,0,0,0,0
2.749166713,1,1,1,1,1,0
3.031060696,1,0,0,1,1,0
3.838090404,0,1,2,0,0,0
2.281824478,0,1,2,0,0,0
2.269406372,0,0,0,0,0,0
3.316651558,0,0,2,0,0,0
2.245835819,1,1,1,1,0,1
2.241367894,0,0,0,0,1,0
2.201118582,1,1,1,1,1,1
2.797669257,1,0,1,0,1,0
2.399316431,0,1,0,0,0,0
3.798369634,0,0,1,1,1,0
2.280644374,0,1,0,0,0,0
2.671853416,0,0,0,0,1,0
2.299496022,1,1,2,1,0,1
1.069279038,0,0,0,1,0,1
2.875092395,1,1,0,0,1,0
2.325154658,0,0,0,0,0,0
2.395976034,0,1,2,0,0,0
2.613649399,0,0,0,0,0,0
2.251852918,1,1,1,1,0,1
1.752388052,1,1,2,0,1,1
3.735568513,1,0,1,0,1,0
2.688665425,0,0,0,0,1,0
2.534580618,1,1,0,1,0,1
2.776742437,1,1,2,1,1,1
3.41358318,1,0,2,1,0,0
2.767328348,1,1,1,1,0,1
2.169534471,1,0,1,1,0,1
1.764473564,0,0,0,0,1,0
1.525471711,0,0,2,1,1,1
2.687878128,1,1,2,1,1,1
1.875754496,1,1,2,1,1,1
3.271949407,0,1,0,0,0,0
2.155790082,1,1,0,1,1,1
2.491893521,0,0,0,0,0,0
2.273122877,1,0,2,1,1,1
2.781173456,1,0,2,0,0,0
2.582886497,0,0,2,1,0,0
2.557961344,0,0,0,0,0,0
3.157865648,0,1,0,0,0,0
2.219471391,1,1,1,1,0,1
2.392968357,0,1,2,0,0,0
1.505932575,1,1,2,0,0,1
2.477127622,0,0,2,0,1,0
2.266042238,0,0,0,1,0,0
2.466740281,1,1,1,1,1,1
1.754408637,1,1,0,1,0,1
2.727851052,1,1,1,1,1,0
2.78389863,1,0,0,0,1,0
1.905675414,1,1,2,1,1,1
1.880936008,1,1,0,1,0,1
1.765038804,0,0,0,0,0,0
1.523404163,0,0,0,0,1,0
1.502178806,0,0,1,1,1,1
1.604967292,0,1,2,1,0,1
2.001411029,1,0,1,0,0,1
1.687587608,0,0,0,0,0,0
1.62110556,0,0,0,0,0,0
2.430734305,1,1,1,1,0,1
1.445563753,1,1,0,1,1,1
2.683608283,0,0,0,0,1,0
3.085709719,1,1,1,0,0,0
1.677123816,1,1,1,1,1,1
2.406598219,1,1,1,1,0,1
2.301369148,1,0,1,1,1,1
3.752815177,0,0,1,0,1,0
2.360547861,0,0,0,1,0,0
2.312577624,1,0,1,1,1,1
2.204604117,0,0,0,0,1,0
1.982096217,1,1,0,1,0,1
2.67032945,0,0,0,0,1,0
1.588724644,1,1,2,1,1,1
2.172338951,0,0,0,0,0,0
3.901837133,0,1,1,0,1,0
2.252616415,0,0,1,0,0,0
2.789927259,1,1,2,1,0,1
2.463428046,0,0,1,1,0,0
2.320081792,0,0,0,0,0,0
2.74107061,0,0,0,1,0,0
2.776680288,0,0,2,1,0,0
2.780737378,1,0,2,1,0,0
1.978544604,1,1,1,1,1,1
2.163748086,1,1,0,1,0,1
2.25858736,0,0,0,1,0,0
1.725232852,1,1,2,0,0,1
3.3536334,0,1,0,1,0,0
2.264328185,1,1,2,1,0,1
2.211134132,0,1,2,1,0,1
2.044708171,1,0,1,0,1,1
2.477944568,0,1,0,0,0,0
2.017605508,1,1,2,0,0,1
3.38799227,1,1,1,0,0,0
2.36239115,0,0,0,0,1,0
2.603069525,1,1,2,1,1,1
2.792771107,0,1,1,0,1,0
2.336979847,0,0,0,1,1,0
1.506414277,0,0,0,0,0,0
2.712704633,1,1,2,1,0,1
1.577757337,0,0,1,1,1,1
1.483180109,0,0,1,1,1,1
3.207618951,1,0,2,1,1,0
2.569474859,0,0,1,1,0,0
2.759967099,1,0,1,0,1,0
2.728106508,1,1,2,0,1,0
1.662450696,1,0,1,1,0,1
3.463832052,0,1,0,0,1,0
2.000385542,0,1,2,1,0,1
2.733029015,1,1,1,1,1,0
2.676702025,1,1,2,1,1,1
2.220589448,0,1,2,1,0,1
2.786007796,0,1,2,0,0,0
2.799409728,1,1,1,1,0,1
1.541492987,1,1,0,0,1,1
2.386146503,1,0,1,1,1,1
2.701887846,1,1,1,0,0,0
2.366623962,0,0,0,1,1,0
1.84843483,1,1,1,1,0,1
3.67219172,0,1,1,1,1,0
2.147692498,1,0,2,1,1,1
2.271703764,0,0,0,0,0,0
2.722149553,1,1,2,1,1,1
2.962525994,1,1,1,1,0,0
2.33251966,0,0,2,0,1,0
1.628104905,0,1,2,0,1,1
2.028982242,1,1,2,0,0,1
2.282084563,0,1,2,1,1,1
2.607854183,0,0,0,0,1,0
1.691880052,0,1,2,1,1,1
2.669792105,0,0,0,0,1,0
2.438692067,1,1,1,1,0,1
1.816698623,0,0,2,1,0,1
2.240895697,0,0,0,1,0,0
2.308795717,0,0,0,1,0,0
2.79209697,0,0,2,1,0,0
1.577053709,0,1,2,1,1,1
2.125646848,0,1,1,1,0,1
2.569747208,1,0,1,1,1,1
3.883710872,0,0,2,1,1,0
1.637933789,1,1,2,1,1,1
1.988037365,0,0,0,0,1,0
2.272248419,0,0,1,0,1,0
2.278904821,0,0,1,0,0,0
2.456973378,0,0,0,0,1,0
2.070075401,1,0,1,1,1,1
2.425224417,0,0,0,0,0,0
2.56049667,0,0,0,0,0,0
3.011670412,0,0,2,0,0,0
2.31074782,1,1,1,1,0,1
1.924488021,0,0,0,0,1,0
2.087826069,0,0,0,0,0,0
2.370737706,1,1,1,1,0,1
3.658012752,1,0,1,1,0,0
1.507791582,1,0,1,0,1,1
