Aggregate,WorkExpLess1Year,WorkExpMore1Year,GermanLevel,Private,GRE,Admission
2.300343204,0,1,1,1,1,1
2.346624123,0,1,2,0,1,1
2.499467929,0,1,1,0,1,1
2.472516941,0,1,1,0,1,1
2.382924873,0,1,1,1,1,1
2.348846014,0,1,2,1,1,1
2.48552525,0,1,1,0,1,1
2.310045045,0,1,2,1,1,1
2.394166181,0,1,2,1,1,1
2.34774433,0,1,1,0,1,1
2.425053131,0,1,1,0,1,1
2.336194122,0,1,1,1,1,1
2.489041939,0,1,1,0,1,1
2.340408174,0,1,1,0,1,1
2.300061891,0,1,2,0,1,1
2.478764649,0,1,1,1,1,1
2.406114772,0,1,1,1,1,1
2.494495732,0,1,1,0,1,1
2.302506332,0,1,2,1,1,1
2.320323008,0,1,1,1,1,1
2.472169381,0,1,2,1,1,1
2.485928988,0,1,1,0,1,1
2.478220957,0,1,1,1,1,1
2.373098358,0,1,2,0,1,1
2.489924162,0,1,2,1,1,1
2.437941315,0,1,1,0,1,1
2.376286774,0,1,2,1,1,1
2.428978146,0,1,1,0,1,1
2.363538319,0,1,2,1,1,1
2.484994836,0,1,2,1,1,1
2.376223435,0,1,1,0,1,1
2.314076096,0,1,2,0,1,1
2.309796492,0,1,2,0,1,1
2.367310875,0,1,1,1,1,1
2.399189603,0,1,2,0,1,1
2.425198119,0,1,2,0,1,1
2.427267041,0,1,2,1,1,1
2.425233531,0,1,2,1,1,1
2.374413447,0,1,2,1,1,1
2.354633139,0,1,1,0,1,1
2.451394239,0,1,2,0,1,1
2.307372906,0,1,2,0,1,1
2.328364291,0,1,1,0,1,1
2.320047456,0,1,2,1,1,1
2.310398567,0,1,2,1,1,1
2.432451046,0,1,1,1,1,1
2.491715392,0,1,2,1,1,1
2.407862675,0,1,1,0,1,1
2.415023532,0,1,2,1,1,1
2.352000296,0,1,2,0,1,1
2.377937056,0,1,1,0,1,1
2.411348989,0,1,1,0,1,1
2.4645813,0,1,2,0,1,1
2.449540261,0,1,1,0,1,1
2.377398181,0,1,2,0,1,1
2.498766979,0,1,2,0,1,1
2.332413686,0,1,1,0,1,1
2.481586153,0,1,1,0,1,1
2.432143516,0,1,2,0,1,1
2.482242836,0,1,2,1,1,1
2.305798976,0,1,1,0,1,1
2.316817911,0,1,1,1,1,1
2.409052898,0,1,1,1,1,1
2.474663307,0,1,1,1,1,1
2.39849915,0,1,1,0,1,1
2.461965941,0,1,2,0,1,1
2.472877867,0,1,2,1,1,1
2.419728327,0,1,2,1,1,1
2.428556197,0,1,1,0,1,1
2.376446005,0,1,2,1,1,1
2.475690048,0,1,2,1,1,1
2.359400874,0,1,2,0,1,1
2.459610162,0,1,1,1,1,1
2.372502247,0,1,2,0,1,1
2.32556481,0,1,1,0,1,1
2.36334505,0,1,2,0,1,1
2.440925764,0,1,2,0,1,1
2.473593985,0,1,2,1,1,1
2.474862721,0,1,1,0,1,1
2.38654508,0,1,1,1,1,1
2.449478341,0,1,1,0,1,1
2.360988391,0,1,1,0,1,1
2.477260473,1,0,2,1,1,1
2.344149348,1,0,0,1,0,1
2.436864084,1,0,0,1,1,1
2.476997836,1,0,1,1,0,1
2.402721852,1,0,0,1,0,1
2.396685298,1,0,2,1,0,1
2.414463472,1,0,0,1,0,1
2.473027111,1,0,2,1,0,1
2.370888606,1,0,2,1,0,1
2.424142446,1,0,2,1,1,1
2.37220091,1,0,0,1,1,1
2.491572437,1,0,1,1,0,1
2.365909892,1,0,0,1,1,1
2.334022431,1,0,1,1,0,1
2.31940773,1,0,2,1,1,1
2.453540625,1,0,0,1,0,1
2.42951826,1,0,1,1,0,1
2.396306508,1,0,0,1,0,1
2.460709598,1,0,0,1,0,1
2.385733375,1,0,1,1,1,1
2.494199063,1,0,2,1,1,1
2.427392512,1,0,0,1,1,1
2.475523597,1,0,1,1,0,1
2.468068257,1,0,2,1,1,1
2.314589229,1,0,1,1,0,1
2.35540484,1,0,2,1,0,1
2.356664232,1,0,0,1,1,1
2.306084465,1,0,1,1,0,1
2.382780548,1,0,0,1,0,1
2.490882588,1,0,0,1,0,1
2.481721711,1,0,1,1,1,1
2.341507954,1,0,2,1,0,1
2.371991489,1,0,0,1,1,1
2.499702522,1,0,2,1,1,1
2.340289814,1,0,2,1,0,1
2.302127292,1,0,2,1,1,1
2.343110772,1,0,1,1,1,1
2.429195139,1,0,1,1,1,1
2.420784942,1,0,2,1,1,1
2.361957865,1,0,2,1,1,1
2.469904914,1,0,0,1,0,1
2.373763658,1,0,2,1,0,1
2.372511718,1,0,2,1,1,1
2.433648923,1,0,1,1,0,1
2.391221063,1,0,2,1,1,1
2.482917265,1,0,0,1,0,1
2.301794851,1,0,1,1,0,1
2.347314272,1,0,2,1,1,1
2.482305457,1,0,0,1,0,1
2.412481602,1,0,0,1,0,1
2.335410768,1,0,0,1,0,1
2.383444123,1,0,0,1,1,1
2.352396957,1,0,1,1,0,1
2.398850959,1,0,0,1,1,1
2.390216886,1,0,2,1,0,1
2.32228214,1,0,0,1,1,1
2.322044125,1,0,1,1,1,1
2.496498281,1,0,2,1,1,1
2.4247901,1,0,0,1,1,1
2.44802827,1,0,2,1,1,1
2.31113339,1,0,2,1,1,1
2.360560593,1,0,2,1,0,1
2.317050508,1,0,2,1,1,1
2.403454496,1,0,2,1,1,1
2.477404931,1,0,1,1,1,1
2.479168975,1,0,0,1,1,1
2.311260105,1,0,1,1,0,1
2.428997277,1,0,1,1,1,1
2.485271965,1,0,1,1,1,1
2.364293995,1,0,2,1,1,1
2.308450513,1,0,1,1,1,1
2.340116912,1,0,1,1,1,1
2.456048106,1,0,1,1,0,1
2.495228713,1,0,1,1,0,1
2.336247688,1,0,1,1,0,1
2.397690701,1,0,2,1,1,1
2.453226685,1,0,1,1,0,1
2.375433302,1,0,2,1,1,1
2.327225761,1,0,0,1,1,1
2.408433318,1,0,1,1,1,1
2.390244821,1,0,2,1,1,1
2.311316623,1,0,0,1,0,1
2.459336071,1,0,0,1,0,1
2.355814336,1,0,1,1,0,1
2.313204231,1,0,2,1,0,1
2.450631813,1,0,0,1,1,1
2.367621655,1,0,2,1,1,1
2.406669459,1,0,0,1,0,1
2.307309665,1,0,2,1,0,1
2.428514413,1,0,1,1,1,1
2.323341448,1,0,1,1,0,1
2.464678556,1,0,0,1,0,1
2.403325168,1,0,1,1,0,1
2.460793181,1,0,1,1,0,1
2.394792515,1,0,0,1,0,1
2.349110148,1,0,1,1,1,1
2.419137108,1,0,0,1,1,1
2.497055283,1,0,1,1,0,1
2.453532691,1,0,2,1,0,1
2.365708581,1,0,1,1,1,1
2.461552272,1,0,2,1,0,1
2.300049094,1,0,2,1,1,1
2.470370151,1,0,2,1,1,1
2.306326642,1,0,2,1,1,1
2.434748233,1,0,2,1,1,1
2.453359461,1,0,2,1,1,1
2.457400344,1,0,0,1,1,1
2.364883002,1,0,2,1,1,1
2.354332229,1,0,2,1,0,1
2.315891761,1,0,0,1,1,1
2.455534912,1,0,0,1,1,1
2.489450359,1,0,2,1,0,1
2.349753992,1,0,0,1,0,1
2.43955271,1,0,1,1,0,1
2.341381245,1,0,0,1,1,1
2.303756771,1,0,1,1,1,1
2.352856946,1,0,0,1,1,1
2.345617446,1,0,1,1,0,1
2.332995364,1,0,2,1,1,1
2.326109206,1,0,1,1,0,1
2.416641166,1,0,0,1,1,1
2.415623919,1,0,0,1,0,1
2.310944902,1,0,1,1,0,1
2.38972491,1,0,2,1,0,1
2.385850785,1,0,2,1,1,1
2.394237245,1,0,1,1,0,1
2.43928298,1,0,1,1,0,1
2.325682736,1,0,2,1,0,1
2.449787362,1,0,2,1,1,1
2.424378172,1,0,0,1,0,1
2.470447968,1,0,2,1,0,1
2.308183185,1,0,1,1,1,1
2.347789895,1,0,1,1,1,1
2.43901146,1,0,0,1,1,1
2.348767953,1,0,1,1,1,1
2.381532412,1,0,2,1,1,1
2.469111278,1,0,2,1,1,1
2.319341443,1,0,2,1,0,1
2.489163041,1,0,0,1,0,1
2.389242029,1,0,0,1,0,1
2.391459914,1,0,0,1,1,1
2.495763701,1,0,1,1,1,1
2.40080251,1,0,0,1,0,1
2.407863213,1,0,0,1,1,1
2.336264424,1,0,1,1,0,1
2.415773204,1,0,1,1,1,1
2.349887992,1,0,0,1,1,1
2.451649907,1,0,0,1,1,1
2.383758324,1,0,0,1,0,1
2.332131044,1,0,2,1,0,1
2.311397875,1,0,0,1,0,1
2.458872854,1,0,2,1,1,1
2.487270655,1,0,1,1,1,1
2.374943192,1,0,2,1,1,1
2.346542162,1,0,1,1,0,1
2.396582406,1,0,1,1,0,1
2.353647677,1,0,2,1,0,1
2.462906499,1,0,1,1,1,1
2.360841204,1,0,2,1,1,1
2.327844831,1,0,0,1,0,1
2.315519656,1,0,0,1,0,1
2.481828604,1,0,1,1,1,1
2.347155574,1,0,0,1,1,1
2.473953337,1,0,2,1,1,1
2.411165954,1,0,1,1,1,1
2.312629969,1,0,2,1,1,1
2.498658678,1,0,0,1,1,1
2.473841583,1,0,2,1,0,1
2.409020706,1,0,2,1,1,1
2.326387925,1,0,2,1,0,1
2.388657487,1,0,1,1,1,1
2.393904013,1,0,0,1,1,1
2.46640028,1,0,1,1,1,1
2.480584024,1,0,1,1,0,1
2.357331075,1,0,2,1,0,1
2.373653976,1,0,2,1,0,1
2.495822962,1,0,0,1,1,1
2.348567693,1,0,0,1,1,1
2.319870531,1,0,2,1,0,1
2.306127013,1,0,1,1,1,1
2.327330286,1,0,0,1,1,1
2.493350694,1,0,1,1,0,1
2.416168002,1,0,2,1,0,1
2.446663425,1,0,2,1,1,1
2.401508448,1,0,2,1,0,1
2.3571984,1,0,2,1,0,1
2.459116614,1,0,1,1,1,1
2.319680687,1,0,1,1,1,1
2.405447376,1,0,0,1,1,1
2.480085573,1,0,1,1,1,1
2.406747084,1,0,0,1,0,1
2.35027283,1,0,1,1,0,1
2.372664108,1,0,0,1,1,1
2.382935818,1,0,1,1,1,1
2.482840949,1,0,0,1,1,1
2.485950605,1,0,2,1,1,1
2.308056066,1,0,0,1,0,1
2.455665425,1,0,2,1,1,1
2.301324346,1,0,1,1,0,1
2.493562606,1,0,0,1,1,1
2.370239063,1,0,2,1,1,1
2.475403986,1,0,2,1,0,1
2.411660352,1,0,1,1,1,1
2.417414262,1,0,0,1,0,1
2.446163741,1,0,1,1,1,1
2.346865591,1,0,1,1,0,1
2.475622022,1,0,0,1,1,1
2.466828099,1,0,2,1,0,1
2.386693394,1,0,0,1,1,1
2.304696093,1,0,0,1,0,1
2.410242148,1,0,2,1,1,1
2.36486522,1,0,0,1,1,1
2.436865032,1,0,1,1,0,1
2.346723429,1,0,1,1,1,1
2.487400088,1,0,0,1,1,1
2.334654561,1,0,0,1,0,1
2.490844691,1,0,2,1,1,1
2.477389544,1,0,0,1,0,1
2.367419835,1,0,0,1,1,1
2.425753003,1,0,0,1,0,1
2.329127079,1,0,1,1,0,1
2.432244063,1,0,1,1,1,1
2.362217678,1,0,2,1,0,1
2.390185992,1,0,2,1,1,1
2.354318575,1,0,1,1,1,1
2.327231411,1,0,2,1,1,1
2.472951877,1,0,0,1,0,1
2.406294935,1,0,0,1,1,1
2.331881896,1,0,1,1,0,1
2.330604609,1,0,2,1,1,1
2.327790763,1,0,1,1,0,1
2.418244072,1,0,0,1,1,1
2.463509499,1,0,1,1,1,1
2.390650562,1,0,2,1,0,1
2.457329797,1,0,2,1,0,1
2.310016241,1,0,0,1,1,1
2.373332162,1,0,0,1,0,1
2.469013247,1,0,0,1,1,1
2.388352207,1,0,2,1,0,1
2.364953434,1,0,2,1,0,1
2.470958036,1,0,2,1,1,1
2.427252693,1,0,2,1,0,1
2.411041784,1,0,1,1,1,1
2.475374572,1,0,1,1,0,1
2.470376585,1,0,2,1,1,1
2.493379299,1,0,1,1,1,1
2.380420563,1,0,2,1,1,1
2.361529568,1,0,0,1,0,1
2.390050943,1,0,0,1,1,1
2.495454521,1,0,2,1,0,1
2.349698197,1,0,1,1,1,1
2.435125296,1,0,1,1,0,1
2.337061191,1,0,1,1,1,1
2.390950588,1,0,0,1,0,1
2.401383779,1,0,0,1,0,1
2.499885534,1,0,0,1,0,1
2.386950209,1,0,1,1,1,1
2.443413391,1,0,2,1,0,1
2.341425088,1,0,1,1,0,1
2.420083732,1,0,2,1,0,1
2.310962719,1,0,1,1,0,1
2.302074346,1,0,2,1,0,1
2.352304117,1,0,0,1,0,1
2.407713771,1,0,2,1,0,1
2.373657354,1,0,2,1,1,1
2.425408528,1,0,2,1,1,1
2.462932032,1,0,1,1,1,1
2.479940624,1,0,0,1,1,1
2.326410402,1,0,2,1,0,1
2.356237912,1,0,0,1,0,1
2.386350487,1,0,2,1,0,1
2.320699306,1,0,1,1,0,1
2.456119258,1,0,1,1,0,1
2.303830231,1,0,1,1,1,1
2.30066057,1,0,1,1,1,1
2.443787085,1,0,2,1,1,1
2.313452364,1,0,0,1,1,1
2.317545424,1,0,0,1,0,1
2.304264505,1,0,1,1,1,1
2.399520496,1,0,2,1,1,1
2.341281714,1,0,2,1,0,1
2.44693319,1,0,2,1,1,1
2.363419414,1,0,2,1,0,1
2.393005245,1,0,0,1,0,1
2.451472925,1,0,0,1,1,1
2.474786864,1,0,2,1,0,1
2.388266468,1,0,0,1,0,1
2.489293657,1,0,1,1,1,1
2.456997003,1,0,1,1,1,1
2.482510234,1,0,2,1,1,1
2.422912766,1,0,0,1,0,1
2.369180901,1,0,2,1,1,1
2.356366998,1,0,0,1,1,1
2.461255578,1,0,1,1,0,1
2.415807522,1,0,0,1,1,1
2.369117773,1,0,2,1,1,1
2.388691717,1,0,1,1,0,1
2.41764274,1,0,0,1,0,1
2.44856791,1,0,1,1,0,1
2.489694369,1,0,2,1,1,1
2.330177894,0,0,2,0,0,0
2.33947061,0,0,1,0,0,0
2.4445743,0,0,2,0,0,0
2.389375577,0,0,0,0,0,0
2.486701081,0,0,0,0,0,0
2.384683947,0,0,0,0,0,0
2.453068415,0,0,2,0,0,0
2.493645828,0,0,1,0,0,0
2.452104751,0,0,1,0,0,0
2.335960064,0,0,1,0,0,0
2.410152202,0,0,1,0,0,0
2.444447189,0,0,0,0,0,0
2.348176056,0,0,2,0,0,0
2.323631426,0,0,1,0,0,0
2.41499911,0,0,1,0,0,0
2.390771343,0,0,2,0,0,0
2.339785821,0,0,2,0,0,0
2.461261761,0,0,2,0,0,0
2.427753663,0,0,2,0,0,0
2.478492636,0,0,1,0,0,0
2.327469387,0,0,0,0,0,0
2.361044964,0,0,0,0,0,0
2.49500917,0,0,0,0,0,0
2.336005927,0,0,1,0,0,0
2.459763914,0,0,0,0,0,0
2.300297405,0,0,1,0,0,0
2.339417582,0,0,1,0,0,0
2.37195947,0,0,2,0,0,0
2.478906978,0,0,1,0,0,0
2.495666111,0,0,0,0,0,0
2.411899471,0,0,2,0,0,0
2.302349769,0,0,1,0,0,0
2.316040196,0,0,0,0,0,0
2.308276568,0,0,0,0,0,0
2.498086208,0,0,1,0,0,0
2.306471697,0,0,0,0,0,0
2.385850722,0,0,0,0,0,0
2.450895653,0,0,1,0,0,0
2.49504055,0,0,1,0,0,0
2.374693961,0,0,1,0,0,0
2.495622642,0,0,2,0,0,0
2.397286691,0,0,2,0,0,0
2.429965717,0,0,2,0,0,0
2.355756353,0,0,2,0,0,0
2.379959095,0,0,2,0,0,0
2.404285191,0,0,2,0,0,0
2.379527374,0,0,1,0,0,0
2.337261948,0,0,1,0,0,0
2.399975346,0,0,2,0,0,0
2.448725366,0,0,1,0,0,0
2.466576719,0,0,0,0,0,0
2.300263882,0,0,0,0,0,0
2.304551757,0,0,0,0,0,0
2.354199189,0,0,1,0,0,0
2.360477152,0,0,1,0,0,0
2.477322926,0,0,0,0,0,0
2.341274967,0,0,2,0,0,0
2.436731168,0,0,2,0,0,0
2.487900955,0,0,1,0,0,0
2.313138648,0,0,1,0,0,0
2.42598441,0,0,1,0,0,0
2.333803674,0,0,2,0,0,0
2.472876487,0,0,0,0,0,0
2.377833507,0,0,2,0,0,0
2.332380554,0,0,1,0,0,0
2.497769256,0,0,0,0,0,0
2.368030478,0,0,0,0,0,0
2.415195786,0,0,0,0,0,0
2.34694016,0,0,1,0,0,0
2.332537789,0,0,1,0,0,0
2.413384098,0,0,0,0,0,0
2.321663821,0,0,0,0,0,0
2.349423016,0,0,0,0,0,0
2.331528028,0,0,2,0,0,0
2.364725451,0,0,0,0,0,0
2.446560621,0,0,2,0,0,0
2.425543628,0,0,0,0,0,0
2.435224594,0,0,1,0,0,0
2.470495323,0,0,0,0,0,0
2.380064342,0,0,1,0,0,0
2.495920428,0,0,2,0,0,0
2.368283047,0,0,1,0,0,0
2.344286948,0,0,1,0,0,0
2.352626972,0,0,2,0,0,0
2.454204062,0,0,0,0,0,0
2.338977204,0,0,1,0,0,0
2.479474743,0,0,1,0,0,0
2.308029711,0,0,2,0,0,0
2.347325515,0,0,0,0,0,0
2.387884497,0,0,2,0,0,0
2.383150925,0,0,0,0,0,0
2.43199055,0,0,2,0,0,0
2.402093711,0,0,1,0,0,0
2.458056626,0,0,0,0,0,0
2.468463069,0,0,2,0,0,0
2.419215747,0,0,1,0,0,0
2.404911484,0,0,2,0,0,0
2.325524447,0,0,1,0,0,0
2.337609625,0,0,2,0,0,0
2.444013672,0,0,2,0,0,0
2.475167698,0,0,0,0,0,0
2.476837495,0,0,0,0,0,0
2.31216463,0,0,1,0,0,0
2.463065972,0,0,2,0,0,0
2.437902503,0,0,2,0,0,0
2.449440132,0,0,0,0,0,0
2.423066697,0,0,2,0,0,0
2.323677605,0,0,1,0,0,0
2.39763166,0,0,1,0,0,0
2.461037959,0,0,1,0,0,0
2.359521674,0,0,0,0,0,0
2.376803823,0,0,0,0,0,0
2.342755036,0,0,1,0,0,0
2.34570951,0,0,1,0,0,0
2.494232215,0,0,1,0,0,0
2.301378758,0,0,0,0,0,0
2.468763354,0,0,2,0,0,0
2.487370007,0,0,2,0,0,0
2.451781704,0,0,2,0,0,0
2.434946858,0,0,1,0,0,0
2.398496341,0,0,0,0,0,0
2.395295389,0,0,1,0,0,0
2.367663942,0,0,2,0,0,0
2.475324933,0,0,2,0,0,0
2.398994576,0,0,2,0,0,0
2.40176642,0,0,0,0,0,0
2.397364178,0,0,2,0,0,0
2.368999162,0,0,2,0,0,0
2.447026298,0,0,0,0,0,0
2.478494304,0,0,1,0,0,0
2.378060998,0,0,2,0,0,0
2.334187973,0,0,2,0,0,0
2.379159523,0,0,0,0,0,0
2.366340654,0,0,1,0,0,0
2.419932745,0,0,2,0,0,0
2.479978262,0,0,0,0,0,0
2.377288931,0,0,0,0,0,0
2.491946444,0,0,1,0,0,0
2.409716218,0,0,0,0,0,0
2.377668983,0,0,0,0,0,0
2.486815961,0,0,1,0,0,0
2.30523587,0,0,2,0,0,0
2.346079297,0,0,2,0,0,0
2.416432724,0,0,2,0,0,0
2.342219738,0,0,1,0,0,0
2.313362869,0,0,0,0,0,0
2.494533482,0,0,2,0,0,0
2.432632393,0,0,0,0,0,0
2.383545351,0,0,1,0,0,0
2.409519391,0,0,0,0,0,0
2.349026101,0,0,2,0,0,0
2.340606763,0,0,2,0,0,0
2.387375213,0,0,2,0,0,0
2.499126249,0,0,0,0,0,0
2.318016216,0,0,2,0,0,0
2.312465139,0,0,2,0,0,0
2.30713826,0,0,0,0,0,0
2.311278805,0,0,2,0,0,0
2.314752235,0,0,1,0,0,0
2.455408024,0,0,2,0,0,0
2.420150703,0,0,1,0,0,0
2.449921403,0,0,0,0,0,0
2.424633312,0,0,1,0,0,0
2.317317157,0,0,0,0,0,0
2.412571279,0,0,2,0,0,0
2.387075983,0,0,0,0,0,0
2.346950613,0,0,1,0,0,0
2.314834898,0,0,2,0,0,0
2.4984929,0,0,0,0,0,0
2.429551858,0,0,2,0,0,0
2.36396879,0,0,1,0,0,0
2.322879527,0,0,2,0,0,0
2.365681662,0,0,2,0,0,0
2.300915254,0,0,0,0,0,0
2.377221786,0,0,1,0,0,0
2.390519514,0,0,2,0,0,0
2.468013257,0,0,0,0,0,0
2.4720987,0,0,2,0,0,0
2.469061377,0,0,1,0,0,0
2.455356419,0,0,0,0,0,0
2.343446,0,0,0,0,0,0
2.346881998,0,0,0,0,0,0
2.496910848,0,0,2,0,0,0
2.417042707,0,0,0,0,0,0
2.426408462,0,0,1,0,0,0
2.462577975,0,0,1,0,0,0
2.408340239,0,0,1,0,0,0
2.400287149,0,0,1,0,0,0
2.444769143,0,0,1,0,0,0
2.401607893,0,0,0,0,0,0
2.476993647,0,0,2,0,0,0
2.488677251,0,0,0,0,0,0
2.344094334,0,0,0,0,0,0
2.326252841,0,0,1,0,0,0
2.302563237,0,0,0,0,0,0
2.442874595,0,0,1,0,0,0
2.365689613,0,0,1,0,0,0
2.346719071,0,0,0,0,0,0
2.39241854,0,0,0,0,0,0
2.330215506,0,0,0,0,0,0
2.419959352,0,0,1,0,0,0
2.311756786,0,0,0,0,0,0
2.448163791,0,0,1,0,0,0
2.387476192,0,0,0,0,0,0
2.44290778,0,0,0,0,0,0
2.471423431,0,0,0,0,0,0
2.31731001,0,0,1,0,0,0
2.414537825,0,0,2,0,0,0
2.401144046,0,0,2,0,0,0
2.40318412,0,0,2,0,0,0
2.338412745,0,0,0,0,0,0
2.353913807,0,0,1,0,0,0
2.419543046,0,0,0,0,0,0
2.415393386,0,0,2,0,0,0
2.307440294,0,0,1,0,0,0
2.449577924,0,0,0,0,0,0
2.345752517,0,0,2,0,0,0
2.346304008,0,0,2,0,0,0
2.323801395,0,0,1,0,0,0
2.498258653,0,0,1,0,0,0
2.337026281,0,0,1,0,0,0
2.462100232,0,0,1,0,0,0
2.336375385,0,0,1,0,0,0
2.407341479,0,0,2,0,0,0
2.357402344,0,0,0,0,0,0
2.42405426,0,0,0,0,0,0
2.303051954,0,0,2,0,0,0
2.355747622,0,0,0,0,0,0
2.40703375,0,0,2,0,0,0
2.44275645,0,0,2,0,0,0
2.301701548,0,0,1,0,0,0
2.317634184,0,0,1,0,0,0
2.470519115,0,0,1,0,0,0
2.366471213,0,0,2,0,0,0
2.486161729,0,0,1,0,0,0
2.353487164,0,0,2,0,0,0
2.367368804,0,0,2,0,0,0
2.361022186,0,0,0,0,0,0
2.467738682,0,0,0,0,0,0
2.499155549,0,0,2,0,0,0
2.31528184,0,0,2,0,0,0
2.43021183,0,0,2,0,0,0
2.320887236,0,0,1,0,0,0
2.490601029,0,0,0,0,0,0
2.475697589,0,0,1,0,0,0
2.498632082,0,0,1,0,0,0
2.361146765,0,0,1,0,0,0
2.350614648,0,0,2,0,0,0
2.441125498,0,0,2,0,0,0
2.332824388,0,0,1,0,0,0
2.32407448,0,0,1,0,0,0
2.433478108,0,0,0,0,0,0
2.345044988,0,0,1,0,0,0
2.412098846,0,0,1,0,0,0
2.385831551,0,0,0,0,0,0
2.474524112,0,0,2,0,0,0
2.427706944,0,0,0,0,0,0
2.376923937,0,0,2,0,0,0
2.409241704,0,0,2,0,0,0
2.323776629,0,0,0,0,0,0
2.474957057,0,0,1,0,0,0
2.480649668,0,0,1,0,0,0
2.473555908,0,0,2,0,0,0
2.356328578,0,0,0,0,0,0
2.362240468,0,0,2,0,0,0
2.349428759,0,0,2,0,0,0
2.351820836,0,0,2,0,0,0
2.446840939,0,0,0,0,0,0
2.382236256,0,0,0,0,0,0
2.315551814,0,0,1,0,0,0
2.336662935,0,0,0,0,0,0
2.471523883,0,0,0,0,0,0
2.312109214,0,0,2,0,0,0
2.431014179,0,0,0,0,0,0
2.483463839,0,0,2,0,0,0
2.358187135,0,0,1,0,0,0
2.485155651,0,0,2,0,0,0
2.390983657,0,0,1,0,0,0
2.339317133,0,0,0,0,0,0
2.343423194,0,0,2,0,0,0
2.471658751,0,0,2,0,0,0
2.40093984,0,0,2,0,0,0
2.356820291,0,0,0,0,0,0
2.315713796,0,0,2,0,0,0
2.345058371,0,0,1,0,0,0
2.306607335,0,0,2,0,0,0
2.453669929,0,0,2,0,0,0
2.324226396,0,0,1,0,0,0
2.312078978,0,0,0,0,0,0
2.472406822,0,0,2,0,0,0
2.372192379,0,0,0,0,0,0
2.315294076,0,0,1,0,0,0
2.319248593,0,0,2,0,0,0
2.341999326,0,0,2,0,0,0
2.41735574,0,0,0,0,0,0
2.322048935,0,0,0,0,0,0
2.313280723,0,0,0,0,0,0
2.343600754,0,0,0,0,0,0
2.407473616,0,0,1,0,0,0
2.477405355,0,0,1,0,0,0
2.329080236,0,0,1,0,0,0
2.413095204,0,0,0,0,0,0
2.458724849,0,0,1,0,0,0
2.34656639,0,0,1,0,0,0
2.306673171,0,0,1,0,0,0
2.499577245,0,0,0,0,0,0
2.342777468,0,0,1,0,0,0
2.382452787,0,0,0,0,0,0
2.497149719,0,0,0,0,0,0
2.390804775,0,0,1,0,0,0
2.406219381,0,0,2,0,0,0
2.395931006,0,0,0,0,0,0
2.307748426,0,0,2,0,0,0
2.450145806,0,0,2,0,0,0
2.421162176,0,0,1,0,0,0
2.402442904,0,0,0,0,0,0
2.457498924,0,0,0,0,0,0
2.39195389,0,0,0,0,0,0
2.448298556,0,0,2,0,0,0
2.457616479,0,0,2,0,0,0
2.367379476,0,0,1,0,0,0
2.438908625,0,0,2,0,0,0
2.436858049,0,0,0,0,0,0
2.326663601,0,0,0,0,0,0
2.392734681,0,0,1,0,0,0
2.302709173,0,0,0,0,0,0
2.460319532,0,0,2,0,0,0
2.445847163,0,0,2,0,0,0
2.420737769,0,0,0,0,0,0
2.408610287,0,0,0,0,0,0
2.392403406,0,0,2,0,0,0
2.429026697,0,0,2,0,0,0
2.301971003,0,0,2,0,0,0
2.444641893,0,0,2,0,0,0
2.464780053,0,0,2,0,0,0
2.348268061,0,0,1,0,0,0
2.362736668,0,0,2,0,0,0
2.457954877,0,0,1,0,0,0
2.316095501,0,0,0,0,0,0
2.37472935,0,0,0,0,0,0
2.45350034,0,0,0,0,0,0
2.343587266,0,0,2,0,0,0
2.441329171,0,0,1,0,0,0
2.304511734,0,0,0,0,0,0
2.428907045,0,0,2,0,0,0
2.475046538,0,0,0,0,0,0
2.381162603,0,0,2,0,0,0
2.413890559,0,0,0,0,0,0
2.426100065,0,0,0,0,0,0
2.411455394,0,0,2,0,0,0
2.352952284,0,0,0,0,0,0
2.38931847,0,0,1,0,0,0
2.410611233,0,0,1,0,0,0
2.482609856,0,0,2,0,0,0
2.318063544,0,0,2,0,0,0
2.359819054,0,0,2,0,0,0
2.392880473,0,0,2,0,0,0
2.401150137,0,0,1,0,0,0
2.304736746,0,0,1,0,0,0
2.32286591,0,0,1,0,0,0
2.483501638,0,0,0,0,0,0
2.480146273,0,0,1,0,0,0
2.361320941,0,0,1,0,0,0
2.499568721,0,0,2,0,0,0
2.351580534,0,0,0,0,0,0
2.344752119,0,0,0,0,0,0
2.40162426,0,0,2,0,0,0
2.38096439,0,0,1,0,0,0
2.478130215,0,0,2,0,0,0
2.418182775,0,0,0,0,0,0
2.422294367,0,0,2,0,0,0
2.434437925,0,0,2,0,0,0
2.455217661,0,0,0,0,0,0
2.335122184,0,0,2,0,0,0
2.321556388,0,0,1,0,0,0
2.427774278,0,0,0,0,0,0
2.471615042,0,0,0,0,0,0
2.389769133,0,0,0,0,0,0
2.429299721,0,0,1,0,0,0
2.498068916,0,0,2,0,0,0
2.446997714,0,0,0,0,0,0
2.361081468,0,0,1,0,0,0
2.470419339,0,0,0,0,0,0
2.443701508,0,0,1,0,0,0
2.429270343,0,0,0,0,0,0
2.37437991,0,0,1,0,0,0
2.426481028,0,0,0,0,0,0
2.449803569,0,0,1,0,0,0
2.453391504,0,0,2,0,0,0
2.456324407,0,0,0,0,0,0
2.435194348,0,0,2,0,0,0
2.371127603,0,0,0,0,0,0
2.47510607,0,0,1,0,0,0
