Aggregate,Internship,DegreeComp,Winter,Germanlevel,Private,Admission
2.691804694,0,0,1,2,0,0
1.527475602,1,0,1,2,0,1
2.170090438,0,1,1,2,0,1
1.581797144,1,0,0,2,0,1
2.411507526,1,0,0,1,0,0
2.421510076,0,1,1,2,0,1
1.741661004,0,0,0,1,0,1
2.712301035,0,1,1,2,0,0
3.918340141,0,0,0,2,1,0
2.947134988,1,0,0,2,0,0
1.536814051,1,0,0,2,1,1
2.494224361,1,0,0,2,0,0
3.255845596,1,1,1,1,1,0
2.16592205,0,0,1,2,1,1
2.686026837,1,1,1,2,0,1
3.064968751,0,0,0,2,0,0
2.008536572,1,0,1,2,0,0
1.684782561,1,0,0,0,0,1
1.821348764,1,1,1,2,1,1
1.569511891,1,1,0,2,1,1
2.823923318,1,0,0,0,0,0
2.037003526,1,1,0,0,1,1
1.852290106,1,0,0,2,0,1
2.287237542,1,1,1,0,0,1
2.668192036,0,0,0,0,0,0
3.135563111,0,0,1,1,1,0
3.235951534,0,0,0,2,1,0
1.792136836,0,1,0,2,1,1
2.618479086,0,0,1,0,0,0
2.645059859,0,0,1,0,0,0
2.422808947,0,1,1,2,0,1
3.674089371,0,1,1,0,0,0
2.1055932,0,1,1,1,0,1
2.19333622,0,1,1,2,0,1
2.162709056,1,1,1,1,0,1
3.386148719,0,0,0,1,1,0
2.472850798,0,1,1,2,0,1
3.658923161,1,1,1,2,0,0
2.774661678,1,1,1,2,0,1
2.311357712,0,0,0,0,0,0
2.057395801,0,0,0,0,0,0
3.733494839,1,1,1,0,1,0
1.936222435,0,0,0,0,1,1
1.730277731,1,0,1,0,0,0
3.119210509,1,1,1,2,1,0
2.076503106,0,1,1,1,0,1
1.528112245,1,0,0,2,0,1
2.376568463,1,1,1,0,1,1
2.991869953,0,1,0,0,0,0
2.736426294,1,1,1,1,0,1
2.194395967,1,0,0,0,0,0
2.465416842,0,0,1,0,0,0
3.907394574,1,1,1,1,1,0
2.261443027,1,0,0,1,0,0
2.772867658,0,0,1,2,0,0
3.210762672,1,0,0,2,1,0
2.801681995,1,1,1,1,0,0
2.373772432,1,1,0,2,1,1
1.520272712,0,0,1,2,1,1
2.752266427,0,1,1,2,1,1
2.004710268,0,0,0,0,0,0
2.641366307,0,0,1,1,0,0
2.168369024,0,0,0,0,0,0
3.289340132,0,1,1,2,0,0
1.736369792,1,0,0,0,0,0
2.769298853,0,1,1,2,0,0
2.609065779,1,1,1,1,0,1
1.520642536,1,0,0,1,0,1
2.72112735,0,1,1,1,0,0
2.598249447,1,1,1,1,0,1
2.704512922,1,1,1,2,1,1
1.13885852,0,0,1,0,0,1
2.428944773,0,0,0,0,0,0
2.751054701,1,1,1,2,0,1
2.753056027,1,1,1,1,0,1
2.950433673,1,1,0,2,1,0
1.946308785,0,0,1,0,0,0
1.859010238,1,0,1,0,0,1
3.689232626,0,1,0,1,0,0
2.606433409,0,1,1,2,1,1
1.52740245,1,1,1,0,1,1
2.932474505,0,1,1,0,0,0
1.941323854,1,0,1,0,1,1
2.286089963,1,0,1,1,1,1
2.708879326,0,0,0,1,0,0
1.799149235,0,1,0,1,0,1
1.569197822,0,1,1,1,1,1
3.015144962,1,1,0,2,0,0
1.878435316,1,1,1,0,1,1
2.742242869,0,0,0,1,0,0
1.898664488,1,0,0,0,1,1
2.20304721,1,0,1,1,0,0
3.427422799,0,0,1,1,1,0
3.031568124,1,0,0,1,0,0
2.708408643,1,1,1,2,1,1
1.546117244,0,0,0,0,0,0
3.287972034,0,0,1,0,1,0
2.139283527,0,0,1,1,0,0
3.689740178,0,0,1,0,0,0
2.736443995,0,0,0,2,0,0
2.494827262,1,0,0,2,0,0
1.790776862,1,1,0,0,0,1
1.960130663,0,1,0,0,0,1
1.524497054,1,1,0,1,0,1
3.704680809,0,0,0,2,0,0
2.600970524,0,1,0,1,0,0
2.349909206,0,0,0,0,1,1
2.251150088,0,0,1,2,1,1
1.884618622,0,0,0,0,1,1
3.901894247,1,0,1,1,0,0
3.835839107,1,0,1,1,1,0
3.26142661,0,0,0,0,0,0
2.920036564,1,0,0,0,0,0
2.277456851,0,1,1,2,0,1
2.783875182,1,1,1,1,1,1
2.381145877,0,0,1,1,0,0
2.424203105,1,0,0,0,1,1
2.262078705,0,1,1,2,0,1
1.91919007,0,0,0,0,0,0
2.290404287,1,1,1,1,1,1
1.780396154,1,0,1,1,0,1
1.762971771,1,1,0,0,1,1
3.533025021,1,1,1,2,1,0
2.254464467,0,0,0,0,0,0
2.557087059,1,1,1,2,0,1
3.208199322,0,1,0,2,0,0
2.591992187,1,1,1,1,0,1
3.204843873,0,0,1,2,1,0
1.464740569,1,0,0,1,0,1
2.307848157,0,0,1,0,0,0
2.475309314,0,0,0,0,0,0
2.449585137,0,0,0,0,0,0
1.503296606,1,1,0,2,1,1
3.374456948,0,1,1,2,0,0
2.627116856,0,1,0,2,0,0
2.247781508,0,1,1,2,0,1
2.486262756,0,1,1,2,0,1
2.309156437,1,1,0,0,0,1
2.671220747,1,1,1,2,1,1
3.880670205,1,1,0,1,1,0
1.548523065,0,1,1,1,0,1
2.431415638,1,0,0,0,0,0
2.005696832,0,0,0,0,0,0
1.808750385,1,1,1,2,1,1
2.47186524,0,0,1,0,0,0
2.401793875,0,1,1,1,0,1
2.70475595,1,1,1,1,1,1
2.411023876,0,0,0,0,0,0
2.788926876,1,1,1,2,0,1
2.557196464,0,0,0,1,0,0
2.907889708,1,0,1,0,0,0
2.58110521,0,1,1,1,0,0
1.859969609,1,1,1,1,0,1
2.210264572,0,0,1,0,0,0
2.667067606,0,1,1,2,1,1
2.519657957,1,1,1,1,0,1
3.583382623,1,1,0,0,0,0
2.464119559,0,0,0,0,0,0
1.441223919,0,1,0,1,0,1
1.65839932,1,1,0,0,0,1
1.9639588,0,1,1,1,1,1
2.285314022,1,0,0,1,1,1
1.776763908,1,1,1,0,0,1
3.191417843,0,0,1,2,1,0
2.272111146,1,1,1,2,0,1
3.480860798,1,0,0,2,0,0
2.622770088,0,1,1,1,1,1
2.728737351,1,1,1,1,0,1
2.12410212,0,1,1,1,0,1
3.920639442,0,1,0,1,1,0
3.014629128,0,1,0,1,0,0
2.095729261,0,0,0,0,0,0
2.261872198,0,0,0,2,0,0
2.692425194,0,0,0,2,0,0
1.921337497,0,0,1,2,1,1
3.953206505,1,0,1,0,1,0
1.312123018,0,1,0,1,1,1
2.460414111,0,1,1,2,0,1
1.732282878,1,1,0,1,0,1
2.101713198,0,1,1,2,0,1
2.330161495,0,0,0,0,0,0
2.568837098,0,0,1,1,0,0
2.80238717,1,0,1,1,0,0
2.568348049,1,1,1,2,0,1
1.460538679,1,0,0,1,0,1
3.629595561,1,0,0,2,1,0
3.533837814,1,0,0,0,0,0
2.152082368,0,1,0,0,1,1
3.496126428,1,1,0,0,1,0
2.783556711,0,1,0,1,0,0
2.068593956,0,0,1,1,1,1
2.548885011,0,1,0,2,0,0
2.272415796,1,0,1,0,0,0
2.983410918,1,0,1,2,0,0
3.752491702,0,1,0,2,0,0
2.541591519,1,1,1,2,1,1
2.002176584,0,1,1,1,0,1
2.693136953,1,1,1,2,1,1
2.269525468,0,0,1,0,0,0
1.617025252,0,0,1,0,0,0
1.575468418,1,1,1,0,1,1
2.150999516,0,0,1,0,0,0
2.480014831,0,0,1,0,0,0
2.666190114,0,1,0,2,0,0
2.074218372,0,1,1,1,0,1
3.20419018,1,0,0,0,1,0
2.372311122,1,1,1,2,0,1
3.304369886,1,0,0,1,1,0
2.55690807,0,0,1,0,0,0
3.426947706,1,0,1,2,1,0
2.087473872,1,0,0,1,0,0
2.375906917,1,0,0,0,1,1
1.724040275,1,1,1,0,0,1
2.169449696,1,1,1,0,0,1
1.678877754,1,0,0,0,0,1
2.790369383,0,0,0,2,0,0
2.477299481,0,0,0,1,0,0
2.710720317,0,0,1,1,0,0
2.710881316,0,0,0,2,0,0
2.379680169,1,1,1,2,0,1
1.657206387,1,1,0,2,0,1
1.567168366,1,1,1,2,1,1
2.726272891,1,1,1,2,0,1
2.667368211,0,0,0,2,0,0
1.857724462,0,1,0,0,1,1
2.142488236,1,1,0,0,0,1
2.63929223,1,1,1,2,0,1
1.715918359,0,0,1,1,0,1
2.438338244,0,1,1,1,0,1
3.642610247,0,0,1,2,1,0
2.55731734,0,1,1,1,1,1
3.324845435,1,0,1,1,0,0
2.217457988,0,1,1,1,0,1
1.307457085,1,0,1,1,1,1
2.136774252,1,0,1,2,0,0
2.081194084,0,1,0,2,1,1
1.388257644,1,0,0,2,1,1
3.145306044,0,0,0,2,1,0
2.276772465,0,0,1,0,0,0
3.177378537,1,0,1,0,1,0
2.241983746,0,1,1,1,0,1
2.308394889,0,0,0,0,0,0
2.708479596,0,1,0,2,0,0
2.362529589,1,1,1,2,0,1
2.466259514,0,0,1,0,0,0
1.929591215,1,1,1,2,1,1
2.652990402,1,1,1,1,0,1
1.534146753,1,1,1,2,0,1
1.344077657,1,1,1,2,0,1
3.655845165,0,1,0,0,0,0
2.50393283,1,1,1,2,0,1
2.463338296,0,1,1,2,0,1
2.375241482,0,1,1,1,0,1
2.147390033,0,0,0,0,0,0
2.527994271,1,1,1,1,0,1
2.422248482,0,0,1,0,0,0
2.786042542,0,0,1,1,0,0
2.788334504,0,1,1,2,1,1
2.259968571,0,0,0,0,1,1
3.992095558,0,1,1,0,0,0
2.629343461,1,1,1,2,1,1
2.540498831,0,1,1,1,1,1
2.489635406,1,1,0,2,0,1
3.034514375,0,1,0,2,1,0
2.691147944,1,1,1,2,1,1
2.497345966,1,1,0,2,0,1
2.131027335,0,1,1,1,0,1
3.841373538,1,1,1,2,1,0
2.212271156,1,0,1,1,0,0
2.12029619,0,0,0,0,0,0
2.240260851,0,0,1,2,1,1
3.69066535,1,1,0,0,0,0
1.872719022,0,0,0,0,0,0
2.081443257,0,1,1,2,0,1
3.572499182,1,1,1,0,0,0
3.810462808,0,0,1,0,0,0
2.543773198,0,1,1,1,0,0
3.517079907,1,1,0,0,1,0
3.431830751,1,0,1,2,1,0
1.974065807,0,0,1,2,1,1
2.587086876,1,1,1,1,0,1
2.50801511,0,0,1,0,0,0
3.435564477,0,0,0,2,1,0
2.460973821,0,0,0,0,0,0
3.358503242,0,0,0,2,0,0
3.642971178,1,0,0,2,1,0
2.544528967,0,1,1,1,1,1
1.882782495,0,1,1,0,0,1
1.693614193,0,0,1,0,0,0
2.535360025,0,1,1,1,1,1
3.690030393,0,1,1,0,1,0
3.779833695,0,1,0,1,1,0
3.592426853,1,1,1,2,1,0
2.091558148,0,0,1,0,0,0
2.262173998,0,0,0,2,1,1
2.015265223,0,0,1,0,1,1
2.46307238,1,1,1,0,0,1
2.5199206,0,0,1,0,0,0
2.047577493,0,1,1,1,0,1
2.646522758,0,0,0,0,0,0
2.890159762,0,0,1,0,1,0
2.774963802,1,1,1,2,0,1
1.677266107,0,0,1,0,0,1
2.58929822,0,1,0,2,0,0
1.448618918,1,1,1,2,1,1
2.563267668,0,0,0,2,0,0
3.241423583,0,0,0,0,1,0
1.934746413,0,0,0,1,0,1
3.035386907,0,1,0,2,1,0
2.451783853,0,1,1,2,0,1
2.292986239,0,1,1,0,1,1
1.948119709,0,0,1,2,1,1
3.644883617,1,1,0,2,0,0
2.193772859,1,1,1,1,1,1
3.816952455,1,0,0,2,1,0
2.286170517,1,1,0,0,0,1
2.918283827,0,0,0,2,1,0
2.508518264,0,0,0,0,0,0
2.377976411,1,1,0,2,0,1
1.754008969,1,0,0,0,0,0
2.513731673,0,1,1,2,0,0
3.013971659,1,1,1,0,0,0
1.675616605,0,0,0,2,1,1
2.048468848,0,1,1,2,1,1
2.235967019,0,1,0,0,1,1
2.690800776,1,1,1,1,1,1
1.73704827,1,1,0,1,1,1
2.408801678,1,0,1,2,1,1
2.100219157,1,0,1,1,1,1
2.240607798,0,1,1,2,0,1
2.431374038,1,1,0,2,0,1
2.036431443,1,1,1,1,1,1
1.840919436,0,0,1,0,0,0
2.624637303,0,0,0,2,0,0
2.406215667,1,1,1,0,1,1
1.018099079,1,1,0,1,0,1
3.750073417,0,0,1,1,1,0
2.424791974,0,1,1,1,0,1
2.554052962,1,1,1,1,1,1
1.621980029,0,1,0,0,0,1
2.572352318,0,0,0,0,0,0
2.798245724,0,1,1,1,1,1
3.547606986,1,1,1,1,1,0
2.60484201,0,0,1,2,0,0
2.611216276,0,1,1,2,0,0
2.956045042,0,1,0,2,0,0
2.11031318,0,0,1,1,0,0
2.268971889,0,1,0,2,1,1
1.990704762,1,0,0,0,1,1
2.282290115,0,1,1,2,0,1
2.415776557,0,0,1,0,0,0
3.50842747,1,1,0,2,0,0
3.274058075,0,0,0,1,1,0
2.753780956,0,0,0,2,0,0
3.850097284,0,0,0,0,1,0
2.64401878,0,1,0,1,0,0
2.539274602,0,0,1,2,0,0
3.7383042,1,0,0,0,0,0
3.728776759,0,1,1,1,0,0
2.706254087,1,1,1,2,0,1
1.718665947,1,1,1,2,1,1
2.70685517,0,1,1,2,1,1
2.279234368,0,0,0,0,1,1
2.063299234,1,1,1,0,0,1
2.627208799,0,1,1,2,0,0
1.543691553,0,0,0,0,0,0
2.351736858,0,0,0,1,1,1
2.457093813,0,0,0,0,0,0
3.645956532,0,1,1,1,1,0
2.147203208,0,0,0,0,0,0
2.754817455,1,1,1,2,0,1
1.971991838,1,1,1,1,0,1
2.140612897,0,0,0,0,0,0
2.658679987,1,1,1,1,0,1
1.111991887,1,0,0,2,1,1
2.210519789,0,1,1,2,0,1
1.601629498,1,1,0,2,1,1
2.121529559,1,1,1,1,0,1
2.759214109,1,1,1,2,0,1
2.154658414,1,1,1,2,0,1
2.820908195,1,0,0,1,0,0
2.28383342,1,0,0,0,1,1
2.091696426,1,1,1,2,0,1
2.516547326,0,0,0,1,0,0
2.5372029,1,1,1,2,1,1
1.574299814,0,0,1,1,0,1
1.629436447,0,0,1,2,1,1
2.279029447,0,1,1,2,1,1
1.976064154,0,0,0,0,1,1
2.682438376,1,1,1,2,0,1
2.093814675,0,1,0,0,1,1
2.090193648,1,1,1,0,0,1
2.145736836,1,1,1,2,0,1
3.55682028,1,1,0,2,0,0
1.503222836,1,1,1,2,0,1
2.726407261,0,1,0,2,0,0
1.605887827,0,0,1,1,1,1
3.089013381,0,0,1,0,1,0
1.979009167,0,0,1,0,0,1
1.567693017,1,1,1,0,1,1
2.6243486,0,0,1,0,0,0
2.602697635,0,1,1,1,1,1
3.206998506,1,0,1,1,1,0
1.306056933,1,0,0,0,1,1
2.779391162,1,1,1,2,1,1
2.630609295,0,0,1,1,0,0
2.3862166,1,1,1,2,0,1
2.339407053,1,1,1,0,0,1
3.772147273,1,0,0,2,1,0
2.092387547,1,0,0,2,0,0
1.752628622,1,0,1,2,1,1
2.117786676,0,0,0,0,0,0
2.405994882,1,1,1,0,0,1
3.006487308,0,0,1,1,1,0
2.129889899,0,0,0,2,1,1
1.144781502,1,0,1,0,0,1
3.016903094,0,1,0,1,0,0
3.678948098,1,1,1,2,0,0
3.077944917,0,1,1,2,1,0
1.308444204,1,1,0,1,0,1
2.322773314,0,0,0,0,0,0
1.625536829,1,1,0,0,0,1
2.880813178,1,0,1,2,0,0
2.694679149,0,1,1,1,1,1
3.932201531,0,0,1,0,1,0
3.607434312,0,1,1,0,0,0
2.01902965,1,0,0,1,0,0
2.027383721,1,1,0,0,0,1
2.220366674,0,1,1,1,1,1
2.133207159,1,1,1,2,1,1
2.551160871,0,1,1,2,0,0
2.531656741,0,1,0,2,0,0
2.658149756,0,1,1,2,1,1
2.437338484,1,1,1,1,0,1
2.739225824,1,1,1,1,0,1
2.778097506,0,1,0,1,0,0
2.160926639,0,0,1,1,0,0
2.491968028,1,0,1,2,1,1
1.922278783,1,1,1,2,0,1
2.552098976,0,1,1,2,0,0
2.540642046,0,0,0,0,0,0
3.936912159,0,0,1,2,0,0
2.45585174,0,0,1,0,0,0
2.397074258,0,0,1,0,0,0
2.862714366,0,1,1,0,1,0
1.805515717,0,0,0,0,1,1
1.78376471,0,0,0,0,0,0
3.23931435,1,1,0,1,0,0
2.870380476,0,0,0,0,0,0
1.202958058,1,0,1,1,1,1
2.459984688,0,1,1,1,0,1
3.56006676,0,0,0,0,0,0
2.246913597,1,1,0,1,1,1
2.348294807,0,1,1,2,1,1
2.612382308,0,1,1,1,0,0
2.773524947,0,0,0,2,0,0
3.038409702,1,1,1,2,0,0
2.740824697,0,1,0,2,0,0
2.775609892,1,1,1,2,0,1
2.477973486,0,0,1,0,0,0
1.998512473,1,0,0,2,1,1
2.594823229,0,0,1,0,0,0
3.319142104,0,1,0,2,0,0
1.579684703,0,0,0,0,1,1
1.528455829,0,0,1,0,1,1
1.721104269,0,1,0,0,0,1
2.397793071,1,0,1,1,0,0
2.567625798,0,1,1,1,0,0
2.574845695,0,1,0,2,0,0
2.936045297,0,0,0,1,1,0
2.427372301,0,0,1,1,0,0
2.715329179,1,1,1,2,1,1
1.674747409,1,0,0,0,0,0
2.661633276,0,1,0,2,0,0
2.157423336,0,1,1,2,1,1
2.807037595,1,1,1,1,0,0
2.964462736,1,0,0,0,0,0
2.456285857,0,0,0,0,0,0
2.507438662,1,1,1,2,1,1
2.316740541,0,0,1,0,1,1
2.166242899,0,1,0,1,1,1
2.780074525,0,1,1,1,1,1
2.713736145,0,1,1,1,0,0
2.65670342,0,1,1,2,1,1
2.747314614,1,1,1,2,0,1
1.865043762,1,0,0,0,0,0
2.535176951,0,0,0,0,0,0
1.578336277,1,1,1,1,1,1
2.417754624,1,0,0,0,0,0
3.678443283,1,0,0,2,0,0
2.507357215,1,1,1,2,0,1
3.757879924,0,1,0,1,0,0
2.653636862,1,1,1,2,0,1
2.569777862,1,1,1,1,1,1
2.207991744,0,1,1,2,0,1
2.447968733,1,1,0,0,1,1
2.775768497,0,0,1,2,0,0
2.392792989,0,0,0,0,0,0
2.745360282,0,1,0,2,0,0
2.074886085,0,0,0,0,0,0
2.673308713,0,0,1,2,0,0
1.502909625,1,1,0,1,1,1
1.975537137,0,0,1,0,0,0
2.62387718,1,1,1,2,0,1
2.646607528,1,1,1,2,0,1
2.71406743,0,1,0,2,0,0
1.983615037,1,1,1,0,0,1
3.590213985,1,1,1,1,0,0
2.02835703,1,0,1,0,0,0
2.698735714,1,1,1,1,0,1
2.667034091,0,0,1,0,0,0
2.667241088,0,0,0,2,0,0
2.222291873,0,0,1,0,1,1
2.040099424,0,1,1,1,0,1
1.686878704,1,0,0,1,0,1
2.31677823,0,1,0,2,1,1
1.336036046,0,0,0,0,0,1
2.068377063,1,0,1,0,1,1
2.018328608,0,1,1,2,0,1
2.047033533,1,1,1,2,0,1
2.102203978,1,0,0,1,0,0
2.47615635,0,0,1,0,0,0
2.480764517,0,0,1,0,0,0
2.051219449,0,1,1,1,1,1
2.433866127,1,1,1,1,0,1
2.468656808,0,0,1,0,0,0
2.35274284,1,1,1,1,0,1
2.210210475,1,1,1,0,0,1
2.702691021,0,1,0,2,0,0
2.198950749,0,1,1,2,1,1
2.800591475,0,1,0,2,0,0
3.872032596,1,0,0,1,0,0
3.465092858,1,1,0,2,0,0
2.456026507,0,0,1,0,1,1
2.032165305,0,0,0,0,0,0
3.314682694,0,0,1,1,1,0
2.815428463,1,1,1,0,0,0
2.786473489,1,1,1,2,0,1
2.631678092,1,1,1,2,0,1
2.351203647,0,1,1,2,0,1
2.656907467,0,0,1,1,0,0
2.195689597,1,1,1,1,0,1
2.360204289,0,1,1,2,0,1
2.743497001,0,1,1,1,0,0
2.370472126,1,1,1,1,0,1
2.452299531,0,0,1,2,0,0
2.204484758,0,1,1,1,0,1
2.249455955,1,0,0,0,1,1
3.68372132,0,0,1,2,1,0
2.075873207,0,0,0,0,1,1
2.022440094,1,1,1,1,0,1
3.232195648,0,1,0,1,1,0
2.891553701,0,0,0,2,0,0
1.924610429,0,1,0,2,0,1
2.39036909,1,0,0,2,0,0
3.603282533,0,0,1,0,1,0
3.940808441,0,1,1,0,1,0
1.241963561,1,0,1,1,0,1
2.61463676,1,1,1,2,0,1
1.530009043,1,0,0,0,0,0
2.658444771,1,1,1,1,1,1
1.269856254,0,1,0,1,1,1
2.945171286,1,0,1,2,0,0
2.065183416,0,0,0,0,0,0
1.689269994,0,0,1,0,0,0
2.567998797,0,1,0,1,0,0
2.735796722,0,0,1,2,0,0
2.015864691,0,1,1,2,0,1
2.533611211,0,1,0,1,0,0
2.35291971,0,0,1,1,0,0
1.523476781,1,1,1,0,0,1
2.636341755,1,1,1,2,1,1
2.604720749,1,1,1,2,1,1
2.356589206,1,1,0,0,0,1
2.289501264,1,0,1,2,0,0
2.685489394,0,0,0,1,0,0
3.708850315,0,0,1,1,1,0
3.164374972,0,0,0,2,1,0
1.838921667,0,0,0,1,0,1
2.414728014,1,1,0,1,0,1
1.585548164,1,1,1,1,1,1
2.548116068,0,1,0,2,0,0
3.494248966,1,0,1,1,0,0
2.551111565,0,1,0,1,0,0
1.370623598,1,0,0,1,1,1
1.771741168,1,1,1,0,1,1
2.498429931,0,0,1,0,0,0
3.843680588,0,0,0,2,1,0
2.697329856,1,1,1,2,1,1
1.244529987,0,1,0,1,1,1
2.428021372,0,0,1,2,0,0
2.164875668,1,1,0,1,0,1
2.569120763,0,1,1,2,1,1
2.593568042,0,1,0,2,0,0
3.804848762,1,0,1,2,1,0
2.758675047,0,1,1,2,1,1
2.00951219,1,0,1,2,1,1
2.743975528,1,1,1,1,0,1
2.858518237,1,1,1,2,0,0
2.172405527,0,0,0,0,0,0
2.131749643,1,0,1,0,1,1
2.655193774,0,0,0,0,0,0
2.554448729,1,1,1,1,0,1
2.04578016,0,0,0,0,0,0
2.894945287,1,0,0,2,0,0
2.526175916,0,1,0,1,0,0
3.392347208,0,0,1,0,0,0
3.206963781,1,0,0,2,1,0
2.726687611,0,0,1,2,0,0
3.767415482,1,0,0,2,1,0
2.577716123,0,1,1,2,0,0
2.381230696,0,1,1,2,0,1
1.513078953,0,1,1,2,1,1
2.69450769,1,1,1,2,0,1
2.710792184,0,0,0,1,0,0
3.067128331,1,1,1,0,0,0
2.178564606,1,1,0,2,0,1
2.503828615,1,1,1,1,0,1
1.999052365,0,0,1,1,0,1
2.003676277,1,1,1,0,0,1
2.545212929,0,1,1,2,1,1
2.693119182,0,1,1,2,1,1
1.974776998,0,0,0,1,1,1
2.977945292,1,1,1,1,0,0
2.049758087,0,0,0,0,0,0
2.311313943,0,0,1,1,1,1
3.013052736,0,0,0,2,0,0
1.605511218,0,1,0,0,1,1
3.136662899,0,0,1,2,0,0
2.673889713,0,1,1,2,1,1
2.493540863,1,1,1,1,0,1
1.231665773,1,0,0,0,0,1
2.102681145,0,1,1,1,1,1
2.533915249,0,0,1,0,0,0
2.303833493,0,0,1,1,0,0
2.656518505,0,1,1,2,1,1
3.842232778,1,1,1,1,0,0
2.644397781,0,1,1,1,1,1
2.082204548,0,1,1,1,1,1
2.494865725,0,0,0,0,0,0
2.254758378,0,0,1,1,1,1
2.308481627,0,1,1,2,0,1
2.282227536,1,1,1,0,0,1
3.230198099,0,1,0,2,0,0
2.47028755,1,1,1,0,0,1
2.520570659,0,0,1,0,0,0
2.639322556,1,1,1,2,0,1
2.42530195,0,1,1,2,0,1
2.27411197,0,1,1,2,0,1
2.470202135,0,1,1,2,0,1
2.311057223,0,1,1,1,0,1
1.564527417,0,0,0,0,0,0
3.233162201,1,0,0,2,1,0
1.63416626,0,0,0,0,1,1
1.615065331,0,1,1,1,1,1
2.151879597,1,1,0,2,0,1
2.302078982,0,0,0,0,0,0
2.664023304,0,1,1,1,1,1
2.583520525,0,1,1,1,1,1
3.665775579,0,0,0,2,0,0
2.536532918,0,1,1,1,1,1
1.651510218,1,0,0,1,0,1
3.520115909,0,0,1,0,1,0
1.53020399,1,0,1,0,0,0
2.080115695,0,1,1,1,0,1
1.852150563,1,0,0,2,1,1
2.008633015,1,0,1,1,0,0
2.222702271,0,1,1,2,0,1
1.806794974,0,1,0,2,0,1
1.754567547,1,1,0,1,1,1
2.776576765,1,1,1,2,0,1
2.788815319,1,1,1,1,1,1
2.602323358,1,1,1,2,1,1
3.892752976,1,1,1,2,0,0
2.35166948,0,0,0,2,0,0
2.604551724,1,1,1,1,0,1
2.525362708,0,1,0,1,0,0
2.479003835,1,1,1,1,0,1
3.596570233,1,1,1,1,1,0
2.213620493,0,0,0,0,1,1
2.126933271,1,1,1,2,0,1
1.811709947,1,0,1,2,1,1
2.535841362,0,0,1,0,0,0
2.525225643,1,1,1,1,0,1
3.693583799,1,1,1,2,1,0
2.433436025,1,1,1,0,1,1
2.296710916,0,0,1,1,0,0
2.550874843,1,1,1,1,0,1
2.364038244,0,0,0,0,0,0
2.573398541,0,0,0,1,0,0
2.075035871,0,0,0,0,0,0
2.377760454,0,1,1,2,0,1
2.111264325,1,1,1,0,0,1
2.352615498,1,1,0,1,0,1
2.323112047,0,0,0,0,0,0
2.676272997,0,1,0,2,0,0
2.592649038,0,1,0,2,0,0
2.110641444,0,1,1,2,0,1
2.415267372,1,1,0,0,0,1
2.37400865,0,0,0,0,0,0
2.499434761,0,0,1,0,0,0
2.40906451,1,1,0,2,0,1
2.780545685,1,1,1,2,1,1
2.051874879,0,1,1,2,1,1
3.288011569,1,0,0,2,1,0
3.250738976,0,0,1,1,0,0
1.048346065,0,1,0,0,0,1
1.56543025,1,0,0,0,0,0
2.17593775,0,0,1,1,1,1
2.152306639,0,0,0,0,0,0
3.848857174,1,0,1,0,0,0
1.008929711,1,1,0,2,1,1
2.748123126,1,1,1,1,0,1
2.748679484,0,0,1,2,0,0
2.677276799,1,1,1,2,0,1
1.416853911,1,1,0,0,1,1
2.14370207,1,1,1,2,0,1
2.541899113,0,1,1,2,1,1
2.528877679,0,1,0,2,0,0
1.335140582,1,0,1,1,1,1
2.469922538,1,0,1,0,0,0
1.565667431,0,0,1,0,0,0
2.512204814,1,1,1,2,0,1
3.17172273,1,1,0,2,0,0
1.900602103,0,0,1,2,1,1
3.733448313,1,0,0,0,1,0
2.48281689,0,0,1,0,0,0
2.790109096,0,0,1,2,0,0
2.654089979,0,1,1,2,0,0
2.230650035,0,1,1,1,0,1
3.097499267,1,1,1,2,1,0
2.889505332,0,0,0,0,0,0
2.736989883,0,1,1,1,1,1
2.363580995,1,0,0,1,1,1
2.133904776,0,0,0,0,0,0
2.670159434,0,0,1,1,0,0
1.116575843,0,0,0,2,1,1
2.402439069,0,0,1,0,0,0
3.209745043,0,0,1,2,0,0
2.505534597,0,1,1,2,1,1
2.401197287,1,0,1,0,1,1
2.415399506,1,0,0,1,1,1
2.713625072,0,0,0,1,0,0
3.140300336,0,0,0,0,1,0
2.514957972,0,0,0,0,0,0
2.670185783,0,0,1,0,0,0
3.594455593,1,1,0,2,0,0
2.005387076,1,1,1,1,0,1
2.727782246,1,1,1,2,0,1
2.573807611,0,1,1,1,1,1
2.411899079,0,0,0,0,0,0
3.396763228,0,1,0,0,1,0
2.484449919,0,0,1,0,0,0
3.154238957,0,1,0,1,1,0
2.702364878,0,1,1,1,0,0
3.865168605,0,0,0,2,0,0
2.341071896,0,1,1,2,0,1
1.678773762,0,0,1,2,1,1
1.976521785,1,1,0,0,0,1
2.691146548,1,1,1,1,0,1
2.14624979,1,1,0,0,1,1
2.243426544,0,1,1,1,0,1
2.665543466,0,1,1,1,1,1
3.397830311,1,0,0,2,0,0
1.693803075,1,0,1,0,0,1
1.557094711,1,1,1,0,1,1
2.578472111,0,0,1,0,0,0
2.012265865,1,0,1,1,0,0
2.100789661,0,0,0,0,0,0
2.546822893,0,1,1,1,0,0
2.597432672,0,0,1,2,0,0
1.867867639,0,1,0,0,1,1
3.225167844,0,0,1,1,0,0
3.432378779,0,0,1,2,0,0
2.179566326,0,1,1,1,0,1
