Aggregate,Internship,GRE,Germanlevel,DegreeCompleted,Private,Admission
2.85609436,1,1,1,1,1,1
2.060043932,0,1,1,1,1,1
2.432557047,0,1,0,0,0,0
2.489072897,0,0,0,0,0,0
2.315625812,1,0,2,1,0,1
2.501638296,0,0,0,0,0,0
1.596855602,1,1,1,0,1,1
2.988355381,0,0,1,1,1,0
1.803034944,0,0,0,0,0,0
3.347379729,0,0,1,0,1,0
3.084961384,1,1,1,1,0,0
2.902085039,1,1,1,1,1,1
1.566020419,1,1,0,1,1,1
2.343384279,1,1,0,0,1,1
2.257263618,0,0,1,0,1,1
2.775250395,1,1,1,1,1,1
2.950621302,0,1,0,1,0,0
2.573753774,0,0,2,0,0,0
3.754387454,1,1,1,1,0,0
2.278885518,0,0,0,0,0,0
2.601946704,1,1,1,1,0,1
2.479534727,0,0,0,0,0,0
3.375865797,0,0,1,0,0,0
2.002661854,1,1,2,0,1,1
2.177623823,0,0,0,0,0,0
2.31993174,1,1,1,1,0,1
1.848150443,1,0,1,1,1,1
2.823880286,1,1,2,1,1,0
2.867992234,0,0,2,1,0,0
2.353140302,0,0,0,0,0,0
2.428142213,0,0,0,0,0,0
2.33841958,0,1,1,1,0,1
1.829865032,1,1,1,1,1,1
2.116068574,1,0,2,0,1,1
1.527189149,0,1,2,1,1,1
2.34964635,0,0,0,0,0,0
2.587845535,1,1,1,1,1,1
1.639527691,0,1,0,1,1,1
1.537009526,1,0,0,1,1,1
2.381116037,0,0,0,0,0,0
1.638731063,1,0,2,1,1,1
2.990647885,1,1,0,0,0,0
2.161754764,0,0,2,1,1,1
2.908093631,1,0,1,1,0,0
1.610453506,1,0,0,1,1,1
1.85566426,0,0,0,0,0,0
2.898432584,1,1,2,0,1,0
2.991497004,1,1,1,1,1,1
3.257663742,0,0,1,1,1,0
2.106977984,1,1,2,0,1,1
3.370379966,0,0,0,0,1,0
2.345814945,0,0,1,0,1,1
2.517818171,1,1,1,1,1,1
2.638535083,1,0,2,1,1,1
3.239364305,1,0,0,0,1,0
2.279876382,0,0,0,0,0,0
2.320877795,1,1,1,1,1,1
2.703077102,0,1,1,0,0,0
2.389628653,1,0,1,0,1,1
3.386820419,1,1,0,0,1,0
2.398729704,1,1,1,1,1,1
1.543704303,1,1,0,0,1,1
2.182948365,1,1,2,1,0,1
1.719497131,1,1,0,0,0,1
1.953757011,1,1,2,1,1,1
2.98045392,1,1,2,1,1,0
2.166784238,0,0,0,0,1,1
2.854658138,0,1,0,0,1,0
2.56773265,0,0,0,0,0,0
2.690232781,0,0,0,0,0,0
2.929429266,1,1,1,1,1,1
2.630760005,0,0,1,0,0,0
2.338964712,1,1,0,0,1,1
3.684850603,1,1,2,1,0,0
2.358642933,0,0,0,0,0,0
1.80260306,0,1,1,1,0,1
3.612073751,1,0,1,1,0,0
2.753123684,1,1,1,1,1,1
2.84828513,1,1,0,0,1,0
3.854140734,1,0,2,1,1,0
2.342826861,1,1,1,1,0,1
2.261852325,0,0,2,1,0,1
2.57126816,0,1,0,0,0,0
3.440785811,1,1,2,0,1,0
3.655889984,0,1,2,0,0,0
2.679468144,0,1,2,0,0,0
2.844055578,1,1,0,0,1,0
1.621427651,0,1,1,0,0,1
1.981127899,0,0,0,0,0,0
2.068339084,1,0,1,1,1,1
2.731667394,1,1,1,1,1,1
2.40993316,0,0,0,0,0,0
1.829556724,1,0,2,1,1,1
2.079462668,0,0,0,0,0,0
2.850256273,1,1,1,1,1,1
3.503568992,0,1,1,1,0,0
2.028668352,1,1,0,1,0,1
2.049611733,1,1,1,1,1,1
2.116800176,0,0,0,0,0,0
1.802433159,1,1,0,1,0,1
2.669268992,1,0,0,1,0,0
1.718470286,1,1,0,1,1,1
2.372312092,0,0,0,1,1,1
2.686115483,1,0,1,1,1,1
1.709016542,0,1,1,1,1,1
1.924704055,1,1,2,0,0,1
1.966198156,1,1,2,0,1,1
2.809314621,1,0,2,0,0,0
1.727654764,1,1,0,0,1,1
2.111297278,1,1,0,1,1,1
1.835000805,1,1,1,0,0,1
3.070307987,1,0,0,1,0,0
1.656251321,1,1,1,0,1,1
3.837495961,1,0,2,0,1,0
3.462480448,1,1,1,1,1,0
3.263469443,0,0,2,0,1,0
2.096537787,1,1,1,1,0,1
2.794857312,1,1,1,1,1,1
2.23245413,0,1,2,1,1,1
1.956913785,1,0,1,1,1,1
2.615492523,0,0,2,0,0,0
3.797791604,1,0,0,0,0,0
3.830522783,1,0,1,1,0,0
1.940987979,0,0,0,0,0,0
2.803725394,1,1,1,1,1,1
1.05065827,1,1,1,1,0,1
2.153763024,1,0,0,1,1,1
2.338990686,1,1,0,0,1,1
2.424016291,0,0,0,0,0,0
2.02365059,1,1,1,1,1,1
2.894728437,1,1,0,1,0,0
2.260880591,0,0,0,0,0,0
2.548527388,0,0,0,0,0,0
1.761440377,1,0,1,0,0,1
1.532234092,1,0,0,1,1,1
2.425592505,0,0,0,0,0,0
2.289751859,0,0,0,0,1,1
3.858432411,1,0,1,1,0,0
2.157861614,0,0,0,0,0,0
2.902055908,1,1,1,1,1,1
2.971180062,1,1,1,1,1,1
2.528667073,1,0,0,0,0,0
2.941344033,0,0,2,1,1,0
2.006371463,1,0,1,1,1,1
1.658956876,0,1,1,0,0,1
2.067663917,1,1,1,0,1,1
2.544953038,0,0,0,0,0,0
2.549978886,1,1,2,1,1,1
2.185472019,0,1,0,0,1,1
1.51782465,1,1,1,1,0,1
3.451463042,1,0,2,0,0,0
1.865973715,1,1,2,1,0,1
2.139868056,1,0,2,1,1,1
2.783061766,1,1,1,1,1,1
2.297170189,0,0,0,0,0,0
1.832429887,0,0,0,0,0,0
2.078868841,1,1,2,1,1,1
2.991918306,0,1,0,1,1,0
2.108225188,0,0,1,1,1,1
2.762659039,1,0,2,0,0,0
3.747080095,0,0,1,0,0,0
3.089937851,0,1,1,0,1,0
2.183668332,1,0,2,1,1,1
3.142622827,0,0,2,1,1,0
2.55943337,1,1,1,1,0,1
1.733807133,0,0,2,1,0,1
2.717099412,1,0,0,0,1,0
1.444751513,1,0,1,1,0,1
2.62275731,0,0,2,0,0,0
2.335489792,1,0,2,1,1,1
2.362794592,1,1,2,1,0,1
2.048823727,1,1,2,1,0,1
2.203838569,1,1,2,1,1,1
2.700392907,1,1,1,1,1,1
2.496363347,0,0,2,0,0,0
1.57953888,1,1,1,0,1,1
2.708552207,1,1,1,1,1,1
3.804414245,0,0,2,0,1,0
3.239419739,0,1,0,0,0,0
1.544447299,1,1,1,1,0,1
2.335769713,0,0,0,0,0,0
2.964571372,1,0,0,0,0,0
2.157371538,1,0,2,0,1,1
3.751517246,0,1,1,0,0,0
3.105218644,1,1,2,0,0,0
1.936726565,1,1,1,1,0,1
2.780787898,1,1,0,0,0,0
2.576793958,0,0,0,0,0,0
2.63901294,1,1,1,1,0,1
2.99611785,1,1,2,0,0,0
2.848658061,0,0,1,1,1,0
2.09094724,0,1,1,1,0,1
2.149607391,0,0,0,0,0,0
1.703922671,1,1,1,1,0,1
2.820901224,1,1,1,1,1,1
1.856108556,0,0,0,0,0,0
1.98452689,1,1,1,1,0,1
2.207679023,1,1,1,1,1,1
2.124089447,1,1,0,0,0,1
2.251468291,0,0,0,0,0,0
2.990477624,1,0,2,0,1,0
2.276919751,0,0,0,1,1,1
2.673202762,0,0,0,1,0,0
2.030827109,0,0,0,0,0,0
2.625794418,0,0,0,0,0,0
2.467042834,0,1,0,0,0,0
1.942090596,1,0,1,1,0,1
2.008607634,0,0,0,0,0,0
3.459189951,1,0,0,1,1,0
2.073291928,0,0,1,1,0,1
2.277888009,0,0,0,0,0,0
2.285285177,0,1,1,1,0,1
2.791751182,0,0,0,1,0,0
2.851858308,1,1,1,1,1,1
2.493990505,1,0,0,1,0,0
2.631582633,0,0,1,0,0,0
1.906947682,1,1,2,0,0,1
2.609627092,1,0,0,1,0,0
2.299921894,1,1,2,1,0,1
2.092473903,0,0,0,0,0,0
1.469313396,1,0,1,1,1,1
1.997977199,0,0,0,0,0,0
3.44844953,1,0,1,0,0,0
2.373114253,0,0,0,0,0,0
2.453761573,1,1,1,1,1,1
2.089306395,1,1,0,0,1,1
2.661464749,1,0,0,1,0,0
2.429265529,0,0,0,0,0,0
2.140724052,1,1,1,0,1,1
2.867589356,0,0,1,1,1,0
2.062612109,1,0,1,1,0,1
1.804608005,0,0,1,1,1,1
2.531352331,0,0,1,0,0,0
2.126288435,0,0,2,1,0,1
2.726660355,0,0,2,0,0,0
2.336530241,1,1,0,0,1,1
3.574156943,0,0,0,1,0,0
2.238323656,0,0,0,0,0,0
3.917467249,1,0,1,0,1,0
1.590562189,0,1,1,1,1,1
2.088288607,1,1,2,0,1,1
2.443569904,0,1,1,0,0,0
3.997776344,1,0,0,0,0,0
2.881566276,1,0,2,1,1,0
2.31311875,1,0,2,1,1,1
1.889486375,1,1,1,0,1,1
2.492860427,0,1,2,0,0,0
2.697125304,0,0,0,0,0,0
2.874065016,0,0,1,1,1,0
3.533315562,1,0,1,0,1,0
1.969139775,1,0,1,1,0,1
3.184217099,0,0,0,0,1,0
2.979440657,1,1,1,1,1,1
2.336608936,0,0,0,0,0,0
1.828985957,0,0,0,0,0,0
2.904724535,1,1,1,1,1,1
2.593947867,1,1,1,1,0,1
2.854083094,1,0,0,0,0,0
2.516727025,1,0,0,1,1,1
1.611433723,1,1,1,0,1,1
3.866929392,1,0,1,1,0,0
2.740476768,1,0,1,1,0,0
3.507503299,1,1,1,1,1,0
2.169687106,1,1,0,0,1,1
2.12995248,1,1,1,1,0,1
3.561845013,1,1,2,0,0,0
2.463434403,0,1,0,0,0,0
2.430695458,1,1,1,1,0,1
2.312943081,0,0,0,0,0,0
2.191811334,1,1,1,1,0,1
2.763908238,1,1,2,0,0,0
1.554776444,1,0,2,1,1,1
2.119748922,0,0,0,0,0,0
2.894207666,0,1,2,0,0,0
2.426096802,0,0,0,1,0,0
1.866392004,1,0,1,1,0,1
3.644061495,0,1,0,1,0,0
3.159256818,1,0,0,0,0,0
2.288821189,0,0,0,0,0,0
2.423565078,0,0,2,0,0,0
2.160293159,0,0,0,0,0,0
2.046852157,0,0,0,0,0,0
2.712489054,1,1,1,1,1,1
2.904907653,0,0,1,1,0,0
2.617845223,1,1,1,1,0,1
2.371485055,1,1,2,1,0,1
1.552998094,1,0,0,1,0,1
1.568565954,0,1,1,1,0,1
1.577980359,1,1,1,1,0,1
3.753091623,1,0,0,1,1,0
3.22653631,0,1,0,0,0,0
2.047838205,1,0,1,1,0,1
2.045544737,0,0,0,0,0,0
2.600665685,0,1,1,0,0,0
3.652382013,0,0,2,0,0,0
1.718044312,0,0,2,1,0,1
1.982117343,1,0,1,1,0,1
2.418516888,0,0,0,0,0,0
2.058808946,1,1,1,1,0,1
2.298426203,1,1,2,1,0,1
2.826687671,0,1,0,0,1,0
1.546681502,0,1,0,1,1,1
1.839271914,0,0,1,1,0,1
2.341431753,0,0,1,1,1,1
2.593510951,0,1,2,0,0,0
1.687406573,1,0,2,1,0,1
1.95293273,1,1,0,0,1,1
2.509684345,0,0,0,0,0,0
2.252301765,0,0,0,0,0,0
3.666842694,1,1,1,1,0,0
3.048124141,0,1,0,1,0,0
2.04826451,1,1,1,1,0,1
2.214969288,1,0,1,1,0,1
2.756869429,1,1,1,1,1,0
2.233321369,1,1,0,1,0,1
2.826629084,0,0,2,1,0,0
3.688385934,1,0,2,0,1,0
3.978891424,0,0,2,1,0,0
2.51461359,1,1,0,1,1,1
1.650567788,1,1,1,1,0,1
2.285512668,1,1,1,1,0,1
2.684843939,1,0,2,1,1,1
2.154918113,1,1,2,0,1,1
2.430046155,1,1,1,1,1,1
2.801736644,1,1,2,0,1,0
2.649846775,1,0,0,1,1,1
1.526785628,1,1,2,1,1,1
1.533608015,0,1,1,1,0,1
1.935091159,0,1,1,1,0,1
2.685180268,0,0,0,1,0,0
2.230409273,1,1,0,1,0,1
2.164210003,1,0,2,1,0,1
2.850856616,0,1,2,1,1,0
2.412439921,1,0,2,1,1,1
1.86228854,1,1,1,0,1,1
2.654934814,0,0,2,0,0,0
2.131605583,0,0,1,1,1,1
1.638625354,1,1,1,1,0,1
2.705484736,1,1,1,1,1,0
3.353262919,0,1,0,1,0,0
2.90578734,1,1,1,1,1,1
2.840117641,0,1,2,0,0,0
1.585446785,0,1,1,0,1,1
2.866634779,1,1,1,1,1,1
1.887028879,0,1,1,1,0,1
2.306218848,1,0,1,1,1,1
2.259116693,1,1,0,0,1,1
2.407687599,0,0,0,1,0,0
2.066617724,0,1,1,1,1,1
3.37346103,0,1,2,1,0,0
1.513129598,1,1,1,1,0,1
1.630718698,0,0,1,1,0,1
2.264424644,0,0,0,0,0,0
2.533771918,1,0,0,1,0,0
2.639403579,1,0,0,1,0,0
2.52125979,0,0,1,0,0,0
2.24069242,0,0,0,0,0,0
2.672057457,0,0,0,0,0,0
1.933270085,1,1,2,1,1,1
1.672564189,1,1,1,0,0,1
1.602659825,1,0,2,1,1,1
2.611100572,0,0,0,0,0,0
1.620526097,0,1,1,0,0,1
1.685961428,0,1,1,0,1,1
2.305907858,1,1,1,1,0,1
2.612652929,0,0,1,0,0,0
1.965394851,0,0,0,0,0,0
2.792335714,1,0,0,0,0,0
1.750608319,0,1,1,1,0,1
1.524685581,1,0,0,1,0,1
2.341362142,1,1,2,1,0,1
2.037217709,0,1,1,1,0,1
2.407522689,1,1,1,1,1,1
3.915791644,0,0,2,1,0,0
2.961210978,1,1,1,1,1,0
2.329303687,1,0,2,1,1,1
1.977642432,0,0,0,0,0,0
2.017430744,1,0,1,1,1,1
2.661307559,1,1,2,1,1,1
1.868914912,1,1,0,0,1,1
2.892779498,1,1,1,1,1,1
2.714530752,1,1,0,0,1,0
1.818297262,1,0,1,1,1,1
2.448984657,0,0,0,1,0,0
2.602209101,0,1,1,0,0,0
2.144191467,0,0,0,0,0,0
1.406415963,1,0,1,1,0,1
2.556609337,0,0,0,1,0,0
3.542115548,1,1,0,0,0,0
2.563662312,0,0,0,0,0,0
2.754946581,0,1,1,0,1,0
2.598024408,0,1,2,0,0,0
2.955287635,1,1,1,1,1,1
2.686745382,1,0,0,0,0,0
2.653439825,0,0,0,0,0,0
2.224065071,1,1,2,0,0,1
1.894893277,0,1,1,0,0,1
2.383677931,1,1,0,1,1,1
2.969206232,1,1,1,0,1,0
2.946745846,1,0,1,0,0,0
2.970525957,1,0,2,0,0,0
3.556257088,1,1,0,0,1,0
2.126213729,1,1,1,1,1,1
2.910542458,1,0,2,0,0,0
2.868045934,0,1,0,1,1,0
3.970402423,1,0,2,1,1,0
2.780163169,0,1,2,0,0,0
1.814283569,0,1,1,1,0,1
3.226174051,1,0,0,1,0,0
2.771248861,1,1,1,0,1,0
1.950103282,1,1,2,1,1,1
2.271259228,0,0,0,0,0,0
1.890104317,1,0,1,1,0,1
2.404359137,1,0,0,0,0,0
1.524520992,1,0,2,1,0,1
2.846226985,0,1,2,0,0,0
1.572358545,1,1,1,0,0,1
1.576728661,1,1,1,1,0,1
2.664889966,0,0,0,0,0,0
1.818446046,1,1,2,1,1,1
2.711732432,1,0,1,1,1,0
2.938333611,0,0,1,1,1,0
2.656515518,1,0,0,1,0,0
1.589693804,0,1,1,0,0,1
2.485253992,0,0,0,0,0,0
2.339848476,0,1,1,1,1,1
2.467744744,0,0,0,0,0,0
3.618061657,1,0,0,1,0,0
2.477970376,0,0,0,1,0,0
2.748393869,1,1,1,1,1,1
2.974215912,1,1,0,1,1,0
1.585755911,1,1,1,1,1,1
1.798683372,0,1,1,0,1,1
2.689063659,0,0,0,1,0,0
2.384801975,1,1,0,0,0,1
2.971087223,1,1,1,0,0,0
2.547847507,1,0,0,1,0,0
1.599398616,1,1,1,1,0,1
1.870258131,1,1,0,0,1,1
1.874139326,1,0,1,1,0,1
3.404029825,1,1,1,0,1,0
1.833485839,0,0,0,0,0,0
2.644314175,0,0,0,0,0,0
2.797328222,1,1,0,1,1,0
2.786181908,0,1,1,1,1,0
2.11124958,0,0,0,0,0,0
2.680057652,0,0,0,0,0,0
1.980120251,0,1,1,0,1,1
2.755751858,1,1,1,1,1,1
1.127935161,0,0,0,0,1,1
2.561934394,1,0,0,1,0,0
2.686635109,0,0,2,0,0,0
3.689543207,0,1,1,0,1,0
1.178386248,1,0,2,1,1,1
1.975548328,1,1,0,0,1,1
1.828539015,1,1,2,0,1,1
2.946790133,1,0,2,1,0,0
2.799765221,1,1,1,0,0,0
2.823673241,0,1,1,0,1,0
3.808250795,1,0,2,0,0,0
1.521914012,1,1,0,1,1,1
2.764931683,0,0,1,1,0,0
2.3274942,0,0,0,0,0,0
2.304853862,0,0,0,0,0,0
2.888610172,0,0,0,0,1,0
1.950788063,0,0,0,0,0,0
2.52707728,1,0,2,1,1,1
2.889771541,0,0,2,0,1,0
1.925631878,1,1,1,1,1,1
2.050105795,0,1,1,1,0,1
2.534421246,0,1,2,0,0,0
2.058156337,0,1,1,0,1,1
2.361408547,1,0,2,1,1,1
2.356878681,0,0,0,0,0,0
2.616175761,0,0,0,0,0,0
2.907932018,1,0,1,0,1,0
2.218100206,1,1,0,1,1,1
3.592234818,0,1,0,1,0,0
2.791215795,0,0,0,1,0,0
1.81607028,0,0,0,0,0,0
2.837041056,1,1,0,1,1,0
1.845023349,1,1,1,0,0,1
1.620742544,0,1,1,0,1,1
2.763848661,0,1,0,0,0,0
2.64737339,1,1,1,1,1,1
2.132985704,1,1,0,1,1,1
2.945436664,1,1,0,0,1,0
2.956456176,1,0,0,1,0,0
2.671215827,0,0,0,0,0,0
2.536828121,1,1,1,1,1,1
2.085420038,1,1,1,0,1,1
1.627287742,0,1,1,0,1,1
1.624628121,1,1,2,1,0,1
2.550404767,0,1,0,0,0,0
3.88129232,0,1,2,1,0,0
3.186142955,1,1,0,1,0,0
3.579758148,0,0,0,0,0,0
1.755377957,1,1,0,1,1,1
1.749252161,1,0,1,1,1,1
2.226093375,0,0,2,1,1,1
2.041579274,1,1,0,1,1,1
2.426660736,1,0,0,1,1,1
1.910997745,0,1,1,1,0,1
2.609508477,1,1,1,1,1,1
2.524928838,0,0,1,0,0,0
2.857944219,0,0,2,1,0,0
2.111173016,0,0,2,0,1,1
2.773626144,1,1,2,0,0,0
2.494457066,1,0,2,1,1,1
2.420062799,0,0,0,1,0,0
2.301554868,0,1,1,1,1,1
2.693132117,0,0,0,0,0,0
2.276037986,0,0,0,0,0,0
3.944041446,0,0,1,1,1,0
2.591998336,1,1,2,1,1,1
3.919529063,1,0,1,0,0,0
3.979474849,1,0,2,0,1,0
2.661673561,1,0,2,1,1,1
2.793341636,0,1,0,1,1,0
1.910938878,0,0,0,0,0,0
2.057076126,1,1,1,1,1,1
2.376702211,1,1,0,0,1,1
2.578466397,0,0,2,0,0,0
2.80055035,1,1,1,1,1,1
2.014657441,1,1,1,1,0,1
2.179639466,1,1,0,0,1,1
2.125218496,1,1,1,1,1,1
2.850259376,1,0,1,1,0,0
2.87723447,0,1,2,0,1,0
2.933051133,0,0,2,0,0,0
1.909875487,1,1,1,1,0,1
2.165922062,1,1,1,1,0,1
2.615607378,0,0,0,0,0,0
1.912846209,0,0,0,0,0,0
1.909201934,1,1,1,1,1,1
3.791420196,0,1,0,0,1,0
2.888666259,0,1,2,1,1,0
2.368834578,1,1,0,0,0,1
3.142881853,1,1,2,1,0,0
1.981254492,0,0,1,1,0,1
3.441240074,1,0,1,1,0,0
3.216902904,1,0,2,0,1,0
2.546084431,0,0,0,0,0,0
1.964927988,1,1,1,1,1,1
2.254101053,1,1,0,1,0,1
1.914593293,1,1,0,1,0,1
2.304884147,1,1,2,0,1,1
2.546830186,0,0,0,1,0,0
2.323842236,1,1,2,1,1,1
3.419343007,0,1,1,0,1,0
2.213143039,0,0,2,1,0,1
2.53474613,1,1,0,1,1,1
2.635278048,0,0,1,0,0,0
2.289740581,0,0,1,1,1,1
1.521904355,1,1,0,1,1,1
2.895642264,1,1,1,1,0,0
2.725699199,0,0,2,1,0,0
3.196351779,1,1,1,0,0,0
3.823278143,1,1,0,1,0,0
2.837790884,0,0,0,1,1,0
2.493995447,0,0,0,0,0,0
3.996736809,1,0,0,1,0,0
2.0809067,1,1,2,1,1,1
2.93429129,0,0,1,1,1,0
3.802110288,0,0,0,0,0,0
2.63528975,0,0,0,0,0,0
1.819566393,0,0,0,0,0,0
2.264363788,1,0,0,1,0,1
2.072572603,0,0,0,0,0,0
1.764192671,1,0,0,1,0,1
2.062706863,0,0,0,0,0,0
3.384974372,0,1,2,1,0,0
2.369497961,1,1,1,1,0,1
2.960772543,1,1,1,1,1,1
3.601544652,1,0,0,1,0,0
2.615565273,0,0,0,0,0,0
1.99552192,1,1,2,1,1,1
2.979604244,1,0,0,1,0,0
2.455655038,0,0,1,0,0,0
2.449613797,1,1,1,1,0,1
2.962699857,1,0,2,1,1,0
2.325291338,1,1,1,1,1,1
2.513388549,0,0,0,0,0,0
1.860570361,1,1,1,1,0,1
2.009227324,1,1,1,1,1,1
2.755339812,1,1,1,1,1,1
1.835760913,1,0,0,1,1,1
1.737670518,0,1,1,1,1,1
2.246114873,1,1,1,1,1,1
2.474646574,0,0,0,0,0,0
2.630053307,1,0,0,0,0,0
2.959694112,1,1,1,1,0,0
2.851426215,0,0,0,0,1,0
2.786602247,0,0,2,0,0,0
2.773790037,0,1,2,0,0,0
1.583192079,1,1,1,1,1,1
1.95083419,1,0,2,1,1,1
1.980944159,0,0,0,0,0,0
2.699391192,1,1,1,1,1,1
2.748168776,1,1,1,1,1,1
2.917291722,1,1,1,1,1,1
1.86300763,1,0,0,1,1,1
2.604878532,1,0,1,1,1,1
2.815389156,0,1,1,0,0,0
2.351032855,0,0,0,0,1,1
2.96290979,1,1,0,0,1,0
3.950664094,1,0,2,0,0,0
1.550554479,0,1,0,1,0,1
2.163912273,1,1,2,1,0,1
1.506462467,0,1,2,0,1,1
3.23737654,0,0,2,1,1,0
2.631039079,1,1,0,1,1,1
2.289259214,1,1,0,1,0,1
1.682246958,1,1,1,0,0,1
2.540242963,1,0,0,0,0,0
1.284508892,0,0,0,0,1,1
2.369965118,1,1,0,1,1,1
2.001295464,0,0,0,0,0,0
2.023322284,0,0,0,0,0,0
3.791709766,1,1,1,0,0,0
2.143441884,1,1,2,1,1,1
3.724035222,0,1,1,0,0,0
3.599573478,1,0,1,0,0,0
1.295354748,0,1,2,1,0,1
1.642380946,1,0,2,1,1,1
3.85105301,0,0,0,1,0,0
2.440528718,1,0,0,0,0,0
2.454365735,0,0,0,0,0,0
3.549703753,0,0,2,1,1,0
2.08956793,1,1,1,0,1,1
2.533193153,0,1,1,0,0,0
1.579248458,0,1,1,1,0,1
1.836796247,0,0,0,0,0,0
1.605470306,1,1,1,0,0,1
2.70610445,1,1,2,1,0,0
1.505911867,0,1,1,0,0,1
2.99173151,0,0,2,1,0,0
2.196119172,0,0,0,0,0,0
1.944847157,1,0,2,1,1,1
3.542423976,0,1,2,0,0,0
2.933590473,1,1,1,1,1,1
2.856769462,0,0,0,1,0,0
2.947680987,1,0,1,0,0,0
2.012207356,0,0,0,0,0,0
1.916642698,1,1,1,0,1,1
1.870948786,0,0,0,0,0,0
2.875437387,1,1,1,1,1,1
2.131714174,0,0,0,0,0,0
1.68630471,0,1,0,1,1,1
2.618157544,0,0,0,1,0,0
2.0284581,0,0,0,0,0,0
2.660861111,0,0,0,0,0,0
1.563905312,0,1,1,0,0,1
2.279580269,1,0,1,1,1,1
2.423655988,1,0,2,1,1,1
1.774995974,1,0,2,1,0,1
2.034238898,0,1,1,0,1,1
1.77399522,1,1,1,0,1,1
1.849759209,0,0,0,0,0,0
2.517096821,0,1,2,0,0,0
3.681162177,1,0,0,1,0,0
2.621205728,0,0,0,0,0,0
1.968155017,1,0,2,1,0,1
2.952738607,0,1,0,1,0,0
2.546024314,1,0,0,1,1,1
3.682762349,0,1,2,1,1,0
2.100480043,0,1,1,1,1,1
2.704487545,1,1,0,1,1,0
1.612917217,1,0,2,1,1,1
2.3901623,0,0,0,0,0,0
3.340698063,0,0,2,0,0,0
2.973154062,0,1,2,1,1,0
1.835968331,1,1,0,1,1,1
2.846116516,0,0,0,1,0,0
2.863977506,1,1,1,0,0,0
1.863784681,1,1,2,0,1,1
1.948012894,1,1,2,1,0,1
1.922827256,1,1,1,1,1,1
2.009218511,0,0,0,0,0,0
1.504097278,1,1,1,0,1,1
2.969968259,0,1,0,1,0,0
3.828619809,1,0,1,0,0,0
2.86794563,0,1,1,1,1,0
1.572263377,1,1,1,1,0,1
2.306929636,1,1,2,1,0,1
1.831103741,1,1,1,0,1,1
2.202093063,1,1,2,0,1,1
1.539515417,1,0,1,1,1,1
2.752791109,0,1,0,0,1,0
2.578890942,1,0,0,1,0,0
2.837825407,1,0,0,0,0,0
2.581006122,0,0,0,0,0,0
1.986677615,0,0,0,0,0,0
2.598668883,0,0,0,0,0,0
2.924574675,0,0,2,0,0,0
2.515671277,0,0,0,0,0,0
2.563516264,1,1,2,1,1,1
2.674243497,1,0,1,1,1,1
3.297651597,1,0,2,1,0,0
2.202546489,1,1,1,0,1,1
1.954493556,0,1,1,1,0,1
3.970520942,0,0,0,1,0,0
2.487534446,1,1,1,1,0,1
1.947062772,0,1,1,0,0,1
3.269792703,0,0,0,1,1,0
1.066150321,0,1,0,1,0,1
2.870390485,1,1,1,1,1,1
2.656294818,0,0,2,0,0,0
2.207334315,0,1,1,1,0,1
3.688148999,0,0,1,1,0,0
1.888297759,0,0,0,0,0,0
2.526960334,0,1,2,0,0,0
2.315723495,1,1,1,1,1,1
2.651705958,1,1,2,1,1,1
2.438794005,1,0,2,1,1,1
1.554167769,1,1,1,1,0,1
1.974650437,0,0,0,0,0,0
1.66622479,1,0,2,1,1,1
2.836042032,0,0,2,0,0,0
2.812484101,1,0,0,1,1,0
2.941127137,1,0,0,0,0,0
1.806776805,0,0,0,0,0,0
3.782842923,0,0,2,1,1,0
2.983843627,1,0,1,1,0,0
2.19373664,1,1,1,0,1,1
1.375026384,0,0,1,0,1,1
2.481314416,0,0,0,0,0,0
2.189142769,1,1,0,0,1,1
1.689051396,1,1,0,1,0,1
2.62864346,1,1,1,1,1,1
1.885859894,1,1,1,1,1,1
2.822065205,1,1,1,1,1,1
1.661956047,0,1,1,0,0,1
2.347804235,0,0,2,1,0,1
2.222716133,0,0,1,1,0,1
3.615853335,0,0,2,1,0,0
1.753257728,1,0,0,1,0,1
1.038129606,0,1,0,0,0,1
2.652151648,0,0,0,0,0,0
2.785412211,1,0,2,1,1,0
2.945135133,0,0,1,1,0,0
2.082475776,1,1,2,1,1,1
1.838800557,1,1,2,1,0,1
1.777682265,0,0,1,0,0,1
3.388401462,1,1,1,0,1,0
2.342463712,0,0,0,0,0,0
2.50056842,1,0,0,0,0,0
2.800964989,0,0,1,0,1,0
2.196426117,1,1,1,0,1,1
2.228213429,1,1,2,1,0,1
2.768231697,1,0,1,0,0,0
2.619273937,1,0,2,1,1,1
1.693521755,1,1,1,0,0,1
2.903054999,0,0,0,0,0,0
2.065823057,0,0,0,0,0,0
3.847604963,1,0,2,0,0,0
1.914933854,0,0,0,0,0,0
1.776032594,1,0,0,1,0,1
3.120833665,0,0,1,1,0,0
2.865481607,1,1,1,1,1,1
1.856284653,1,1,1,1,1,1
1.761580941,1,1,1,1,0,1
3.451085397,0,0,2,1,1,0
1.947109354,1,1,1,0,1,1
2.948403903,0,0,0,1,1,0
1.972625701,1,1,1,1,0,1
2.700492991,0,0,1,0,1,0
1.787529384,1,1,1,1,1,1
1.983940488,1,1,2,1,0,1
3.822909057,1,1,1,1,0,0
2.268010705,0,0,0,0,0,0
2.472254968,1,1,2,1,1,1
2.619268858,1,1,1,1,0,1
2.433687982,0,0,2,0,0,0
2.764215537,0,0,0,1,0,0
