Aggregate,Internship,GRE,GermanLevel,IELTS7,DegreeCompleted,Winter,Admission
1.722754476,1,0,1,1,0,0,1
2.395051309,0,0,0,0,0,0,0
2.121123819,1,1,0,1,1,0,1
1.045531327,1,1,1,0,0,1,1
2.744808969,1,0,0,1,0,0,0
2.217889681,1,0,0,1,1,1,1
2.219916823,0,1,0,0,0,1,0
2.32118452,0,0,1,1,1,1,1
2.258059544,0,0,2,1,0,0,0
2.086806874,1,0,2,0,1,1,1
2.333422163,0,0,0,0,1,1,0
1.501964329,1,1,0,1,1,1,1
2.469750741,1,0,2,1,1,1,1
1.919965903,1,1,2,0,0,0,1
2.318940534,0,1,0,0,0,1,0
2.441634193,0,0,0,1,0,1,0
2.776746012,1,0,1,1,1,0,0
3.021574063,0,0,0,0,0,0,0
2.357669787,1,1,1,1,1,1,1
2.786556978,0,1,2,0,0,0,0
3.449812061,0,0,0,0,0,1,0
1.550031111,1,1,1,1,1,0,1
1.982018267,1,0,0,1,1,1,1
1.70541363,1,0,1,1,1,1,1
3.855774239,0,0,1,1,0,0,0
3.315457312,1,1,0,1,1,0,0
2.688541726,0,0,2,0,0,1,0
2.704669331,0,1,1,0,0,1,0
1.527049004,1,0,0,1,1,1,1
2.269989726,1,0,1,0,1,1,1
1.941454047,1,0,2,1,1,1,1
1.648662996,0,0,0,0,0,1,0
3.849476304,0,1,1,1,0,1,0
3.062129945,1,0,2,1,0,1,0
2.296075535,0,0,0,0,0,0,0
2.235816376,0,0,0,1,0,0,0
2.458445698,0,0,0,0,0,1,0
1.923216843,0,1,0,0,0,0,0
1.551711373,1,0,2,1,0,0,1
2.406761281,0,0,0,1,1,1,0
2.730223581,1,1,1,1,1,1,1
2.746806045,0,0,2,0,0,1,0
3.386701494,0,0,1,1,0,0,0
2.10282975,0,0,1,0,0,1,0
1.684417096,0,0,0,0,0,1,0
2.375163712,1,1,1,0,1,1,1
3.304136368,0,0,0,0,0,0,0
1.446464133,1,1,2,1,1,1,1
2.136498107,1,0,2,0,1,1,1
2.29444047,1,1,1,0,1,1,1
1.510246767,0,0,0,0,0,1,0
2.315211258,1,1,1,0,0,0,0
2.472458845,1,1,2,0,1,0,1
1.562549819,1,1,0,1,1,1,1
2.40372228,1,1,1,1,0,1,1
2.989516462,0,1,2,0,0,1,0
3.310349014,1,0,1,0,1,1,0
2.112763908,0,1,0,1,1,0,1
2.5536332,1,1,1,1,1,0,1
2.754763992,1,1,1,0,1,0,0
2.650292413,1,1,0,1,1,0,0
2.789085221,0,0,1,1,1,0,0
2.62899592,1,1,1,1,1,0,1
2.370451686,0,0,0,0,1,1,0
1.982987263,0,1,1,1,1,1,1
1.718231453,1,1,0,1,1,1,1
3.2374948,0,1,1,1,1,1,0
1.922927539,1,1,2,1,1,0,1
2.62131844,1,1,1,1,1,1,1
3.55865057,1,0,0,0,1,0,0
1.124652655,0,0,2,1,0,1,1
2.490491578,0,0,0,0,0,1,0
2.220177225,1,1,1,0,1,1,1
2.413405641,1,0,0,0,0,1,0
1.849524644,0,1,2,1,1,0,1
1.964788103,0,0,2,1,1,0,1
2.609000374,1,1,0,1,1,0,0
2.394233214,0,0,0,0,0,0,0
2.385875503,0,0,0,0,0,1,0
3.918112628,0,1,0,1,0,1,0
1.555882632,1,1,2,1,1,0,1
3.066782339,0,1,1,1,1,1,0
2.941348487,0,1,1,1,0,0,0
2.414959509,0,0,0,1,0,0,0
1.674892355,0,0,0,0,0,1,0
1.034335604,0,1,0,1,0,1,1
2.442421941,0,0,0,0,0,0,0
1.835386294,1,0,0,0,0,1,0
2.240303965,1,1,1,0,0,1,1
2.644856726,0,0,0,1,0,0,0
2.343306787,0,0,0,1,0,0,0
1.942738559,0,0,1,1,1,0,1
2.374513616,0,0,0,0,0,0,0
2.569240389,1,0,1,0,0,1,0
3.903767996,1,0,1,1,0,1,0
2.727348807,0,1,1,0,1,1,0
1.8465191,0,1,0,0,0,0,0
2.941788683,0,0,1,1,0,0,0
3.329049624,0,1,1,1,0,1,0
2.371687315,0,0,0,0,0,1,0
2.759797436,1,1,1,1,1,1,1
2.287672683,0,0,0,0,0,0,0
2.419386628,1,1,0,1,0,0,1
2.429987995,0,0,0,0,0,1,0
3.133405853,1,0,0,0,1,0,0
2.109924183,1,1,0,1,1,1,1
1.8162141,0,1,2,1,1,1,1
1.96958511,1,1,1,1,1,0,1
2.339078866,0,0,2,0,0,0,0
2.04776137,1,1,1,1,1,0,1
1.45145678,0,1,0,0,1,0,1
2.773980629,1,1,1,1,1,1,1
2.431551448,1,1,1,1,1,0,1
1.908810651,1,0,0,1,1,0,1
2.132943788,0,0,2,1,0,0,0
3.382163785,0,1,2,0,1,1,0
1.728064442,0,0,0,0,0,1,0
2.422724027,1,1,1,1,1,0,1
2.411775914,1,1,1,0,1,1,1
2.569816045,1,1,1,1,1,1,1
2.470382499,0,0,0,0,0,1,0
2.570484865,1,0,0,0,1,0,0
2.659110073,0,1,1,1,0,1,0
1.348471209,1,0,0,1,1,1,1
2.233275823,0,1,1,1,1,0,1
2.598453964,0,0,0,0,1,0,0
2.894217054,1,0,0,1,0,1,0
1.911504693,0,0,0,1,1,0,1
2.776867341,0,1,0,1,0,1,0
2.42408947,1,1,2,1,1,0,1
2.209037149,0,1,2,1,1,1,1
2.521858696,1,1,2,0,0,1,0
1.932115359,0,0,2,1,1,0,1
2.309859625,1,1,2,0,1,0,1
2.239362022,1,1,0,0,0,1,0
2.127933996,1,0,1,0,0,1,1
2.049698173,1,0,0,1,1,0,1
1.896163693,1,0,1,0,1,1,1
2.254125645,0,0,0,0,0,0,0
2.34076345,1,1,1,1,1,1,1
1.589167185,1,1,1,1,1,0,1
3.689688109,0,1,2,0,1,0,0
2.582653749,1,1,1,1,1,0,1
2.676666206,0,0,0,1,1,0,0
1.750063943,0,0,0,0,0,0,0
2.58380054,0,1,2,0,1,0,0
2.294402331,1,0,2,1,1,1,1
2.485584158,1,1,1,1,1,0,1
2.282534493,1,0,2,0,1,1,1
3.145583048,0,0,2,0,1,0,0
3.295373194,0,1,1,1,0,0,0
2.373160126,1,1,2,1,1,1,1
2.113759625,1,0,2,1,1,0,1
1.736763947,0,1,0,1,1,0,1
2.125411748,1,0,2,1,1,0,1
2.275493914,1,0,2,0,1,0,1
1.684799781,0,1,2,1,1,1,1
1.609523608,1,1,1,0,1,1,1
2.443384897,0,0,0,0,0,0,0
2.140094357,1,1,1,1,1,0,1
2.127959924,0,1,0,1,1,0,1
2.334854023,1,1,1,1,1,0,1
3.722704221,1,0,0,0,0,1,0
2.110751303,0,1,0,0,0,0,0
3.377859545,1,0,2,0,0,0,0
2.042324192,0,0,1,1,1,0,1
3.022955483,0,0,0,1,0,1,0
2.968413906,1,1,0,1,1,1,0
1.56278168,1,1,0,0,1,1,1
1.657348054,0,1,0,1,1,0,1
2.623069399,1,1,0,1,0,0,0
1.455632588,1,0,1,1,1,0,1
2.139871691,1,1,0,1,1,1,1
3.848451793,0,1,0,1,1,1,0
2.747953078,1,0,0,0,1,0,0
3.691572778,1,0,1,0,0,1,0
2.447443019,0,0,0,0,0,0,0
1.806957468,1,1,2,0,0,0,1
2.238147387,0,0,2,1,0,1,0
2.99452271,1,0,2,0,1,0,0
2.460154344,1,1,1,1,1,0,1
2.97463262,0,0,2,0,0,1,0
1.922369877,0,0,2,0,0,1,0
2.157598155,1,1,0,1,1,1,1
2.359774475,1,1,1,1,1,1,1
2.902245361,1,1,2,1,1,1,0
1.980538,1,0,2,0,0,1,1
2.072896551,1,1,0,1,1,1,1
2.050495813,1,1,1,1,1,0,1
2.291330991,1,0,0,1,1,1,1
2.283819678,0,1,0,1,1,1,1
2.020845759,1,1,0,0,0,0,0
2.507104948,1,0,1,1,1,1,0
2.830375526,1,1,0,1,1,1,0
1.777623232,0,0,0,0,0,0,0
2.4902309,1,1,1,0,1,0,1
1.450988316,0,1,1,0,1,0,1
2.371535966,0,0,0,0,0,0,0
1.131437373,0,0,0,0,0,0,1
1.833740601,1,1,0,1,1,0,1
1.617042365,1,1,2,0,1,1,1
1.957690333,0,1,2,1,1,1,1
3.5379722,0,1,0,1,1,1,0
2.230642332,1,0,0,0,0,0,0
2.80611007,0,0,1,1,1,0,0
1.411701764,0,1,2,0,1,1,1
1.675302956,0,0,0,0,0,0,0
2.421247858,0,0,0,1,1,0,0
1.899306137,1,0,2,1,1,1,1
2.460957261,0,0,0,0,0,0,0
1.944948202,0,0,1,0,0,0,0
1.612076071,1,1,1,1,1,0,1
2.145352987,0,0,1,0,0,1,0
2.480026427,1,1,2,0,1,1,1
2.499572004,0,0,0,0,0,1,0
1.96250302,0,1,0,1,1,0,1
2.404673714,0,0,2,0,0,1,0
1.105827892,1,1,0,1,0,1,1
2.324593911,0,0,0,0,0,1,0
1.88556443,0,0,0,0,0,1,0
2.344770436,0,0,0,0,0,1,0
2.413876836,1,1,2,1,1,1,1
2.335333585,0,0,0,1,0,1,0
3.792839693,0,0,0,0,1,1,0
1.875913837,1,1,2,1,1,0,1
2.302335177,1,1,0,1,0,1,1
1.840845515,1,0,2,0,1,1,1
2.286679111,1,1,1,1,0,0,1
2.631859068,1,1,1,1,1,1,1
2.453702749,0,0,0,0,0,1,0
2.430631267,1,1,2,0,1,0,1
2.664287682,0,0,2,1,0,0,0
2.460617211,1,1,1,0,1,0,1
1.246639536,0,1,2,0,1,1,1
2.394736221,0,1,2,1,1,0,1
2.271800821,0,0,2,0,0,1,0
2.389729698,0,0,1,1,1,0,1
2.415302854,1,1,2,1,1,1,1
2.699436735,1,0,2,1,0,1,0
2.117658236,0,1,0,1,1,0,1
2.349368942,0,0,1,1,1,0,1
2.144987785,1,1,2,1,0,0,1
1.852615385,1,1,2,1,1,1,1
2.296851163,1,1,1,1,1,1,1
3.53788408,0,0,2,0,1,0,0
3.033526188,0,1,0,1,1,0,0
1.728958686,1,0,1,1,1,1,1
3.246891813,0,0,0,1,0,0,0
2.390106455,0,0,0,0,0,0,0
2.502085415,1,1,1,1,1,1,0
2.611986306,1,0,1,0,0,0,0
2.159677259,1,1,0,0,0,1,0
2.342212351,1,0,1,0,0,1,0
1.884845318,1,0,1,0,1,0,1
2.385308057,0,0,0,1,0,1,0
3.503548279,0,1,0,0,0,1,0
1.613203587,1,0,1,1,0,0,1
1.667289884,1,0,0,1,1,0,1
2.322926036,0,0,0,0,0,1,0
2.253625694,0,1,2,1,1,1,1
1.803942637,1,1,0,1,1,1,1
2.40111055,0,0,0,1,1,0,0
1.655403209,1,0,2,1,1,0,1
2.427754751,1,1,0,1,1,1,1
3.044527343,0,0,1,1,0,1,0
2.251128013,1,0,1,1,0,0,1
2.482225053,1,1,2,1,1,0,1
2.494996622,0,0,0,0,0,1,0
2.272898697,1,1,0,1,1,0,1
1.747247616,1,1,1,0,1,0,1
3.297268946,0,0,1,1,1,1,0
2.715565719,1,1,1,1,1,0,1
3.2911594,0,0,1,0,1,0,0
2.286455473,0,0,1,0,0,1,0
3.627937165,0,0,0,0,1,0,0
2.782369576,0,1,2,1,1,0,0
2.516080717,1,1,1,1,1,0,1
2.548242852,1,1,2,0,1,0,0
2.382592156,1,1,2,1,1,0,1
1.63495793,1,0,2,1,1,0,1
2.457763384,1,0,2,1,1,1,1
2.558811942,1,0,1,0,0,0,0
1.96276374,1,0,2,1,1,1,1
3.789563427,1,1,0,0,1,0,0
2.080836277,0,0,0,0,1,1,0
1.845142805,1,1,1,1,1,1,1
2.715523156,1,0,2,0,0,1,0
1.629637043,1,1,0,1,1,0,1
1.623840959,1,0,0,1,0,0,1
2.018995526,1,0,0,0,0,1,0
2.75596593,1,0,1,1,0,0,0
2.08125978,1,0,1,0,0,0,1
1.903816552,0,1,1,1,1,0,1
2.276023583,1,1,2,0,1,1,1
2.269376194,1,0,1,1,1,1,1
1.681912229,0,0,0,0,0,0,0
2.479529724,0,0,0,0,0,0,0
2.777395949,1,1,1,1,1,0,1
3.945355811,0,0,0,0,1,0,0
1.946178507,1,1,0,1,1,0,1
2.234155033,1,1,0,0,0,1,0
2.467911531,1,1,1,1,1,1,1
1.784828431,1,1,0,1,0,0,1
2.184367251,0,0,0,0,0,1,0
2.009558682,0,0,0,0,0,1,0
2.40631394,1,1,1,1,1,1,1
2.493776762,1,1,2,0,1,0,1
1.718520056,1,1,2,1,1,0,1
3.421827486,1,1,0,0,0,1,0
2.37665446,1,1,2,0,1,1,1
2.437884767,0,0,0,0,0,0,0
1.641175875,0,0,0,0,0,0,0
2.369809644,0,0,0,0,0,1,0
2.767897597,0,0,2,0,1,1,0
2.489938961,0,1,1,1,1,1,1
2.401657891,0,0,0,0,0,0,0
2.478508009,0,0,0,0,1,1,0
2.200285648,0,0,0,0,0,1,0
2.359347373,0,0,0,0,0,1,0
3.180451531,1,0,2,0,1,0,0
1.708670223,1,1,0,1,1,0,1
3.716936129,0,0,0,1,1,0,0
2.058936381,1,0,1,1,0,0,1
3.003284958,1,0,1,1,1,1,0
1.59095225,1,1,0,1,0,0,1
2.360853823,1,1,1,1,1,0,1
2.619011983,1,1,1,1,1,0,1
2.313073297,0,0,0,0,0,1,0
2.70868273,1,0,0,0,1,0,0
2.090433144,1,0,1,1,1,0,1
1.942424783,1,1,2,1,1,0,1
2.63271943,1,1,1,1,1,0,1
2.326688192,0,0,0,0,0,0,0
2.025388875,1,1,1,1,1,0,1
2.733196639,1,1,2,0,1,1,0
1.960701826,1,1,2,1,1,1,1
2.26119423,0,1,1,1,1,0,1
1.612593262,1,1,2,0,1,1,1
2.580128707,1,0,2,1,0,1,0
1.50866815,0,1,0,1,1,0,1
1.696354867,1,1,1,0,1,1,1
2.310573009,0,0,0,0,0,1,0
1.795607958,0,0,0,0,0,1,0
2.389900866,1,1,1,1,1,0,1
1.735845065,0,0,0,0,0,0,0
3.270617713,1,1,2,0,0,1,0
2.206661418,1,1,2,1,0,1,1
1.955298219,1,0,2,1,1,0,1
3.126161083,1,1,2,0,1,1,0
1.547752913,0,0,2,1,1,0,1
2.005854926,1,0,1,1,0,0,1
2.840614029,1,0,0,1,0,1,0
2.469144192,0,0,2,1,1,1,1
2.44788726,0,0,0,0,0,0,0
1.949810654,1,0,2,1,0,0,1
2.639661131,1,0,2,1,1,0,0
2.420214959,0,0,0,1,1,1,0
2.438744975,0,0,0,1,0,0,0
2.377435401,0,0,0,0,1,1,0
2.686667202,1,1,2,1,0,1,0
2.617260961,1,1,2,1,1,1,0
2.475731002,0,0,0,1,0,1,0
1.902001031,1,1,1,1,1,0,1
2.17760876,1,0,1,1,1,0,1
1.81280184,0,0,0,0,1,0,0
2.794328321,0,0,1,0,0,0,0
2.23196724,0,0,0,0,0,1,0
2.597228256,1,1,0,1,1,0,0
2.388236531,1,1,1,0,1,1,1
2.190120568,0,1,2,1,1,1,1
1.319815703,0,0,0,0,1,1,1
2.075711171,0,0,0,0,0,1,0
2.386974111,1,1,1,1,1,0,1
1.799654382,1,1,2,1,1,0,1
2.246767442,0,1,0,0,0,1,0
2.620569412,0,0,1,1,0,1,0
1.91591484,0,0,0,0,0,1,0
3.998398235,0,1,1,0,0,0,0
2.027789031,0,1,1,1,1,0,1
2.270618544,0,0,1,0,0,0,0
2.39768912,1,1,1,1,1,1,1
2.413532443,1,1,1,1,1,1,1
2.089265016,0,1,0,1,1,1,1
2.219446834,0,0,0,1,0,0,0
2.371211164,0,0,0,0,0,0,0
2.168085434,1,1,2,1,1,0,1
1.885786662,0,0,2,1,1,0,1
2.686758255,1,1,2,1,0,0,0
3.773557914,1,1,1,0,0,1,0
2.990784469,0,0,1,0,1,0,0
2.672992691,0,0,2,1,0,1,0
3.321907914,0,0,0,1,0,0,0
3.188618871,0,1,2,1,1,1,0
2.024244998,1,0,2,1,1,0,1
1.001311601,1,1,1,1,0,0,1
2.184146134,1,0,2,0,1,0,1
2.081815284,1,1,2,1,1,0,1
2.612558127,1,0,2,1,1,1,0
3.291807818,0,0,0,1,0,0,0
2.656684629,0,1,0,0,0,0,0
3.011735236,0,0,1,1,0,1,0
2.044581178,0,0,2,0,0,0,0
3.429003446,0,1,2,0,1,0,0
2.3694795,1,1,2,0,0,1,0
3.778023347,0,0,1,0,0,0,0
1.686225788,0,1,0,0,1,1,1
2.390495327,1,1,2,1,1,1,1
2.426827007,0,0,2,1,1,1,1
1.594323571,1,1,2,0,1,0,1
2.485079989,1,1,1,1,1,0,1
1.907405325,0,0,1,1,0,1,0
2.572775015,0,1,2,1,1,0,0
2.540127024,0,1,2,0,0,0,0
1.78830413,0,1,0,0,1,0,1
2.10961568,0,0,0,0,0,1,0
2.32009058,1,1,0,1,0,1,1
2.719980635,1,0,2,0,1,0,0
2.782393423,1,0,0,0,1,0,0
2.3985484,0,1,2,0,0,1,0
1.743990654,0,1,1,1,0,0,1
2.092257777,0,0,2,1,1,0,1
2.771192743,1,1,1,1,1,0,1
2.490676589,0,0,0,0,0,1,0
3.369912983,0,1,1,1,1,0,0
2.141684899,1,1,1,0,1,0,1
1.60936054,0,1,1,0,1,1,1
2.230207472,1,1,2,0,1,0,1
1.915952003,1,1,0,1,1,1,1
2.533041631,1,1,1,1,1,0,1
3.768236411,1,0,1,1,1,1,0
2.122679991,0,1,0,1,1,0,1
2.009484751,1,1,1,1,1,1,1
1.673644159,1,1,1,0,1,1,1
3.611219598,1,0,0,0,0,1,0
2.00869903,1,0,0,0,0,0,0
2.748694228,1,1,1,1,1,0,1
2.299244954,1,1,0,1,1,1,1
2.48247814,0,0,0,1,1,0,0
2.785846167,0,0,2,1,0,1,0
2.63433514,0,1,0,1,1,1,0
2.561906636,1,1,1,1,1,0,1
2.058691701,1,1,0,1,1,1,1
1.636816338,0,0,0,0,0,1,0
1.711717804,1,1,0,1,0,0,1
2.131164405,1,1,0,0,0,1,0
1.748430244,1,1,2,0,1,0,1
2.550334025,0,0,1,0,0,0,0
2.234187972,0,0,2,1,0,0,0
1.732908583,0,0,0,0,0,1,0
2.147972322,0,0,0,1,0,1,0
2.064155334,1,1,1,1,1,0,1
2.265193749,1,1,0,1,1,1,1
1.602123511,0,0,0,0,0,0,0
1.574273285,1,1,0,1,0,1,1
2.671818774,1,1,1,1,1,0,1
3.917131207,0,0,2,1,0,1,0
2.028861904,0,1,2,1,1,0,1
2.383472707,0,0,0,0,0,1,0
2.321826598,0,0,0,0,0,0,0
2.233131456,1,0,1,1,1,0,1
1.670760191,0,0,0,0,0,0,0
1.853347747,1,1,0,1,1,0,1
2.102653845,1,1,2,1,1,0,1
2.340348089,1,1,0,1,1,1,1
2.675189864,0,1,2,1,0,0,0
2.096581757,1,1,1,1,0,1,1
2.65941663,1,1,1,1,1,1,1
2.193356234,0,0,0,0,0,1,0
1.972243934,0,0,2,1,1,0,1
1.765702289,0,0,0,0,0,0,0
1.76978888,0,0,0,0,0,1,0
1.121216334,1,1,0,0,0,0,1
2.446111924,0,0,0,0,0,0,0
2.226746469,1,0,0,0,1,1,1
2.189743615,1,0,1,0,1,1,1
2.202759801,1,1,0,0,0,0,0
2.126744498,1,0,2,1,1,0,1
2.266703427,1,1,1,1,1,0,1
2.996582615,0,1,2,0,0,0,0
2.004496354,0,0,1,1,1,0,0
2.33318837,0,0,0,0,0,0,0
2.484574916,0,1,0,0,0,0,0
2.562677143,0,0,0,1,0,1,0
3.172249394,1,0,2,1,0,0,0
2.124609559,0,0,1,0,0,1,0
2.418208022,0,0,0,0,0,0,0
1.634587586,1,1,2,1,0,0,1
3.231216913,1,1,0,1,0,0,0
2.370702044,0,0,2,0,0,1,0
1.963021707,0,0,0,0,0,1,0
2.152471477,0,0,1,1,0,0,0
2.58364252,1,1,0,0,0,1,0
1.721387521,1,1,1,1,0,0,1
2.377870496,1,1,2,0,1,1,1
2.300984924,1,1,1,0,0,0,0
2.450974749,0,0,0,0,0,1,0
1.341874907,1,1,2,1,1,0,1
2.669593704,0,1,0,0,0,1,0
2.326123751,1,1,2,1,1,1,1
1.576529536,0,0,0,0,0,1,0
2.170533035,0,0,1,0,0,0,0
3.831515232,0,1,2,1,0,1,0
3.942585294,1,1,0,1,1,1,0
2.206729932,0,1,0,1,1,0,1
1.341782688,0,0,2,0,1,1,1
2.034276993,1,0,1,1,1,1,1
1.520667239,1,0,2,1,1,0,1
1.501292023,1,1,0,1,0,0,1
2.828185223,0,1,1,1,1,0,0
1.625401419,0,0,0,0,0,1,0
2.871139415,0,1,1,0,1,0,0
2.113914042,0,0,0,1,0,0,0
2.247347219,1,0,2,1,1,1,1
1.848934847,1,1,2,1,0,0,1
2.230889306,0,1,2,1,1,1,1
2.455067552,1,1,0,1,0,0,1
1.742720836,1,0,2,1,1,1,1
3.707972706,0,0,1,0,1,1,0
2.694636646,0,1,0,0,1,1,0
2.740653959,1,1,0,1,0,0,0
3.594366746,1,1,0,0,1,1,0
2.126994749,1,0,0,0,0,1,0
2.104689804,1,1,1,1,1,1,1
3.365073674,0,1,1,0,1,0,0
2.048697729,0,1,0,0,0,0,0
2.362774739,0,0,0,0,0,1,0
1.97811899,1,1,1,1,0,1,1
3.256895498,1,0,0,1,0,0,0
2.018630987,1,0,2,0,0,0,1
2.195968915,0,0,0,0,0,0,0
2.063934171,1,1,2,0,0,1,1
2.411778741,1,0,2,0,0,1,0
1.503633189,1,1,2,0,1,1,1
2.533412865,1,1,1,1,1,1,1
2.741460113,0,0,0,1,1,1,0
2.701684873,1,0,1,1,1,1,0
2.198192792,0,0,0,0,0,1,0
3.829375518,1,0,2,1,0,1,0
2.191782241,1,1,1,0,1,0,1
2.067203457,0,1,2,1,1,1,1
2.227562482,1,0,0,0,1,0,1
2.964315996,1,1,0,1,1,1,0
2.083432089,1,1,2,0,0,1,1
2.398174045,1,1,0,1,1,1,1
2.435228211,0,1,2,1,1,0,1
1.780512077,1,0,2,1,0,0,1
2.660350933,1,1,1,1,1,1,1
1.724888112,0,1,1,0,1,1,1
2.718741451,1,1,2,1,1,0,0
1.920260743,0,0,1,0,0,1,0
1.969720571,0,0,0,0,1,0,0
2.27529143,0,0,0,0,0,0,0
2.422814878,0,0,0,0,0,1,0
2.471633632,0,0,0,1,0,1,0
1.579548505,1,1,1,1,1,0,1
2.265139459,1,0,0,1,1,0,1
2.127846447,1,0,0,1,1,1,1
2.524174653,1,1,1,1,1,1,1
2.225807275,1,0,1,0,0,1,1
1.97177957,1,1,1,1,0,1,1
2.266139232,0,0,2,0,0,0,0
2.001529123,1,0,1,0,0,0,1
3.384187934,1,0,1,0,0,0,0
2.647247363,1,1,1,1,1,0,1
2.170092928,0,0,0,0,0,0,0
2.69769063,1,1,1,1,1,1,1
3.800349046,0,0,0,1,1,1,0
2.67539863,1,1,2,1,1,0,0
2.99397793,1,1,0,0,1,0,0
1.731713719,1,0,2,1,0,0,1
1.967236802,1,1,2,1,1,0,1
1.65720543,0,1,2,0,1,1,1
2.176409942,1,1,1,0,1,0,1
2.289060955,1,1,1,1,1,1,1
3.107626495,0,1,1,0,1,1,0
1.731123537,0,1,2,1,1,1,1
1.625870608,1,1,2,0,1,1,1
1.691180611,1,0,0,1,0,1,1
2.240150891,0,0,0,0,0,1,0
2.458755889,1,1,2,0,1,1,1
2.799442899,0,0,1,0,0,0,0
1.868830756,1,1,0,1,1,0,1
2.409673662,1,1,2,1,0,0,1
2.315521383,1,1,1,1,1,1,1
1.531330586,0,1,2,1,0,0,1
3.720333673,1,0,0,1,1,0,0
1.533175891,1,1,2,0,1,1,1
2.472704207,0,0,0,0,0,1,0
2.77801479,0,1,0,1,0,0,0
2.78799014,0,0,2,1,0,0,0
2.702503886,1,0,1,0,1,1,0
3.389158599,0,1,1,1,0,0,0
2.027250232,1,1,1,1,1,0,1
2.660452031,1,1,1,1,1,1,1
2.210235376,1,1,0,0,0,1,0
3.274250034,1,1,1,0,1,0,0
2.347882224,1,1,1,1,1,0,1
2.454225925,0,0,0,1,0,1,0
2.161954834,0,0,0,0,0,1,0
3.169175659,0,0,1,1,1,0,0
3.402808841,1,0,1,1,0,1,0
2.449046628,0,1,1,1,1,1,1
1.572116483,0,0,0,0,0,1,0
2.138295746,0,0,2,1,0,1,0
2.05002358,1,1,1,1,1,0,1
2.004876843,1,1,0,1,1,1,1
2.185762842,1,0,2,1,0,0,1
2.330234333,0,0,0,0,0,0,0
2.595504445,0,1,2,0,1,0,0
2.244745218,1,0,2,0,0,1,1
2.383275755,0,0,2,1,1,0,1
2.297925714,1,1,1,1,1,1,1
2.340898562,1,1,2,0,1,0,1
2.131295688,1,1,2,1,0,1,1
3.958644029,0,0,0,0,0,1,0
2.372188389,1,1,2,1,1,0,1
2.142890801,1,0,0,1,1,0,1
1.858480159,0,0,0,0,0,1,0
1.805760838,0,0,0,1,1,0,0
1.917779956,1,0,2,1,1,1,1
2.673108962,0,0,1,1,0,1,0
2.793074473,1,1,1,1,1,1,1
1.545629854,0,0,1,1,1,0,1
1.644080033,0,1,0,0,1,1,1
2.522203654,1,1,1,1,1,1,1
1.653986755,1,0,1,1,1,1,1
2.67026743,0,1,2,0,1,1,0
1.705301233,0,0,1,1,1,1,1
1.872270225,1,1,2,0,1,0,1
1.815522514,0,0,2,0,1,1,0
2.272709423,0,1,0,0,0,0,0
2.116503353,0,0,0,0,0,1,0
2.593625136,0,0,1,0,0,1,0
1.511944872,1,0,1,1,0,1,1
2.021815817,1,1,1,1,0,1,1
2.133254398,1,1,1,1,1,0,1
2.032982534,0,0,0,1,1,1,1
2.173950779,1,1,0,0,1,0,1
2.454156223,0,0,0,0,0,0,0
1.885152095,1,1,2,0,1,0,1
1.777137512,1,0,1,1,0,1,1
2.256451934,0,0,2,0,0,1,0
3.15227427,1,1,1,0,0,1,0
2.736927097,1,1,1,1,1,1,1
1.842557162,1,1,1,0,1,0,1
1.878427114,1,0,1,0,1,0,1
2.114297367,1,1,1,1,1,0,1
2.158838348,1,1,2,1,1,1,1
2.26325504,1,1,0,1,1,1,1
2.247432575,1,0,0,0,0,0,0
2.258484428,1,1,1,0,1,0,1
2.236955995,1,1,2,1,1,0,1
1.845349291,1,1,1,1,1,1,1
2.064674517,0,0,1,0,0,1,0
2.057730709,1,1,1,0,0,0,1
1.599526261,0,1,1,1,0,1,1
1.64372107,0,1,2,1,1,1,1
2.461675042,0,0,0,0,0,1,0
1.925252411,1,1,2,0,1,0,1
2.489396747,1,1,1,1,1,0,1
2.100378726,1,0,2,0,1,1,1
1.909733887,0,0,2,1,1,1,1
1.941339996,1,1,2,0,1,0,1
2.494288641,1,0,2,1,1,0,1
2.398661578,1,1,1,0,1,1,1
2.853225042,0,1,0,1,1,0,0
2.122615613,0,0,0,0,0,1,0
2.120667412,1,1,1,0,1,1,1
2.146268436,0,0,0,0,0,0,0
1.876672364,1,1,1,1,1,0,1
2.410942188,0,0,0,0,0,0,0
1.53658363,1,1,0,1,1,0,1
2.427564675,0,1,1,0,0,1,0
2.711351882,0,1,1,0,1,0,0
2.455124312,0,0,2,1,1,0,1
2.399072492,0,0,2,1,1,1,1
2.441692207,1,1,0,1,1,1,1
2.632144491,0,0,2,1,1,1,0
2.743744238,1,1,1,1,1,1,1
1.812389728,0,0,2,1,0,1,0
2.3499861,1,1,2,0,1,1,1
2.057335987,1,1,1,1,1,1,1
2.139931317,1,0,2,1,1,0,1
2.36827762,0,0,0,1,0,1,0
2.137585069,1,1,2,1,1,1,1
1.156015841,1,0,0,1,0,0,1
2.698130308,1,0,2,1,1,0,0
2.358290771,1,1,1,0,0,0,0
2.461719325,0,0,0,0,0,0,0
2.650611302,1,0,1,1,0,0,0
2.254753211,1,1,1,0,1,1,1
3.973151365,0,1,0,1,1,1,0
1.947225133,1,1,0,1,1,0,1
1.836251289,1,0,1,0,0,1,1
2.349268497,1,1,1,1,0,0,1
1.728891486,0,0,1,1,0,0,1
2.205999515,1,1,1,0,1,0,1
