Aggregate,Internship,DegreeCompleted,GRE,Winter,Germanlevel,Admission
3.801931298,1,1,1,0,0,0
2.302829058,1,1,0,1,1,0
2.101864415,1,1,1,0,1,1
2.347690707,1,1,1,1,1,1
1.825675316,0,0,0,1,0,0
2.792683401,0,0,1,1,1,0
2.079777835,0,1,1,0,1,1
2.47249227,0,1,1,0,1,1
1.918409632,1,1,1,1,2,1
1.862601123,1,1,1,1,0,1
3.373157953,1,1,1,0,0,0
2.421896914,0,1,1,1,1,1
2.373710265,1,1,1,0,2,1
3.579293804,0,0,0,0,2,0
1.858714787,1,0,1,1,2,1
1.093402739,1,0,0,1,0,1
2.475738695,0,0,0,0,0,0
1.752948427,0,0,1,0,0,1
1.931561067,0,0,0,0,0,0
1.9276883,0,0,0,0,0,0
2.796157358,0,0,1,0,1,0
1.87664061,1,0,1,0,1,1
2.734000606,1,0,0,1,0,0
2.49851416,1,1,1,1,1,0
2.005399675,0,1,1,0,2,1
2.454870695,1,1,1,1,1,1
2.125686539,1,1,0,0,0,0
2.227077898,0,1,1,0,2,1
1.98861394,1,1,0,0,0,1
2.009568435,1,0,0,0,0,0
2.354005812,1,1,1,1,1,1
3.202825419,1,1,0,0,1,0
2.752225489,1,1,1,1,2,0
2.164709348,0,0,1,1,2,0
1.694048717,1,1,1,0,0,1
2.185654284,1,1,1,1,0,1
3.330020293,1,1,0,1,1,0
2.013099279,0,0,0,0,0,0
2.0344886,0,1,1,1,2,1
1.880878181,1,1,1,0,1,1
2.567715562,1,1,1,1,2,0
2.498217187,0,0,0,0,0,0
1.968267425,1,0,1,1,0,1
2.258722794,0,0,0,0,0,0
2.61619988,1,1,0,1,0,0
1.540807285,1,0,0,0,0,1
1.937376678,1,0,1,0,1,1
1.611099957,0,0,0,1,0,0
2.355001993,0,0,0,1,0,0
1.674154016,1,1,0,1,2,1
1.879513314,1,0,1,1,1,1
2.412002695,0,0,0,1,0,0
2.515612375,1,1,1,1,0,0
2.416327599,0,0,0,0,0,0
2.445710409,0,0,0,0,0,0
2.117186589,0,0,1,1,0,0
1.720887661,1,1,1,1,2,1
2.273495721,1,1,0,0,0,0
2.134500415,1,1,1,1,2,1
2.443147539,1,0,0,0,2,0
1.978235229,1,1,0,0,2,1
1.879688577,1,1,0,0,0,1
2.491739141,1,0,1,0,0,0
1.830353725,0,0,0,0,0,0
1.651035582,1,0,0,1,2,1
2.375021,0,0,0,0,0,0
1.985543323,1,0,1,1,2,1
1.801126558,1,1,1,1,2,1
2.058672518,0,0,0,0,0,0
1.900404328,0,1,0,1,2,1
2.707514548,0,0,0,0,0,0
1.839477529,1,1,1,1,1,1
2.138386803,0,0,0,0,0,0
1.671686972,1,1,0,0,2,1
2.501015739,1,1,1,0,1,1
1.665858142,1,1,1,0,1,1
2.972003518,1,0,0,1,1,0
2.696296804,1,1,1,0,2,1
1.639636049,1,1,1,0,1,1
1.507933635,0,0,0,0,0,0
2.437434467,0,0,0,0,2,0
2.427305203,1,1,1,1,1,1
1.999247707,0,1,1,1,1,1
1.656190002,0,0,0,1,2,1
2.675450702,1,1,1,1,2,1
1.685816632,0,1,1,0,2,1
2.359841434,1,1,1,1,2,1
1.512287537,0,0,0,0,0,0
1.849242957,1,1,1,0,1,1
2.182814812,1,1,1,0,2,1
2.384553064,0,0,0,0,0,0
1.975668975,1,0,1,1,2,1
2.356608033,0,0,0,1,0,0
1.955755681,0,0,0,1,0,0
2.277938494,0,0,0,0,0,0
2.866875991,1,1,1,0,0,0
1.831952012,0,1,0,1,1,1
2.308425689,1,1,1,1,2,1
1.81227107,1,1,0,0,1,1
2.028684855,1,1,0,1,0,0
2.001802502,0,1,1,1,1,1
2.446161081,1,1,1,0,2,0
1.942874303,0,0,0,1,0,0
1.820259745,1,1,1,1,1,1
2.722130495,1,0,0,1,1,0
1.394302683,0,0,0,0,2,1
2.931088184,0,1,1,0,0,0
2.641421581,1,0,1,0,2,0
2.387239525,0,0,0,1,0,0
1.748016853,1,1,0,0,2,1
1.992199367,0,0,0,0,0,0
1.851299859,1,1,1,0,0,1
2.737255774,0,0,0,0,0,0
1.703288722,1,0,1,1,1,1
2.361353097,1,1,1,0,1,1
3.903057077,0,0,0,0,0,0
1.609338433,1,1,0,0,0,1
3.659133156,1,1,1,0,2,0
1.830473039,1,1,1,0,1,1
2.004328332,0,0,0,0,0,0
1.96501106,1,1,1,0,1,1
2.36814735,0,0,0,1,0,0
3.084070691,1,1,1,0,1,0
1.640089163,0,1,1,0,2,1
1.61253998,0,0,0,0,0,0
2.225082903,0,0,0,0,0,0
2.345702088,0,0,0,0,0,0
3.522640063,0,1,1,1,1,0
2.616032236,0,1,1,0,1,0
1.963080715,1,1,0,1,1,1
1.899161838,1,1,1,1,1,1
3.001100528,1,0,0,1,2,0
2.453877857,1,1,1,0,1,1
2.384650802,0,0,0,1,0,0
2.131048912,1,1,0,0,0,0
1.991293519,1,1,0,0,2,1
2.249529898,0,0,1,1,1,0
1.737462804,1,1,1,0,1,1
1.296631203,1,0,1,1,0,1
2.700418202,1,0,0,0,1,0
1.520103589,0,0,0,0,0,0
2.070324006,0,1,1,0,2,1
2.134443044,1,1,1,0,1,1
2.293998658,0,1,1,1,1,1
2.480350747,1,0,0,0,1,0
1.817907904,1,1,0,1,0,1
2.120951531,0,0,0,0,2,0
1.837546871,1,1,1,1,2,1
2.067736898,1,1,1,1,0,1
1.666675854,0,0,1,1,0,1
1.874983418,0,1,1,1,2,1
2.958461166,1,0,1,1,0,0
1.962339511,1,0,1,0,1,1
1.012941228,1,1,1,0,1,1
2.473296566,1,0,1,0,1,0
2.533195086,0,1,0,0,0,0
2.82476916,1,1,1,1,0,0
1.943676555,0,0,0,0,0,0
1.751175733,1,1,1,0,2,1
2.275382832,0,1,1,0,2,1
1.743241054,1,0,1,1,2,1
1.998261349,0,0,0,0,0,0
2.040911692,1,1,1,1,2,1
2.143936604,0,0,0,1,1,0
2.386726521,0,1,1,0,2,1
1.112075847,1,0,0,0,0,1
2.206473347,0,0,0,0,2,0
2.136557228,1,1,1,0,2,1
2.608301446,1,1,1,0,1,1
1.816088405,0,1,1,0,2,1
2.235578767,1,1,1,1,2,1
1.950253066,0,0,1,1,1,1
2.26716073,0,1,0,1,0,0
2.517473695,1,1,1,1,2,1
2.010645782,0,1,1,1,2,1
1.622931051,0,0,0,1,0,0
1.925834023,1,1,0,0,2,1
1.976345382,1,1,1,0,0,1
3.317277878,1,0,0,0,1,0
2.73101234,0,1,0,0,2,0
2.312849084,1,0,0,0,2,0
2.007594311,0,0,1,1,2,0
2.702953451,0,1,1,0,1,0
3.658585126,1,0,0,0,2,0
1.653868841,1,0,1,1,2,1
1.964819998,1,1,0,0,1,1
2.047419446,0,1,1,1,1,1
2.452029636,0,0,0,0,0,0
2.174617517,1,1,1,1,0,1
2.078738917,1,1,1,1,0,1
1.145026679,0,0,0,1,2,1
2.030601689,0,0,0,0,0,0
1.439939876,0,0,1,0,2,1
2.183930796,0,1,0,1,0,0
2.375364078,1,1,1,0,1,1
2.402241031,0,0,0,1,0,0
1.862886573,1,0,1,1,0,1
2.105299239,1,1,1,0,1,1
1.874518689,1,1,0,1,2,1
2.759852221,1,1,1,1,2,1
3.636922171,0,0,0,0,2,0
2.446671079,0,0,0,0,0,0
1.87964573,1,1,0,1,2,1
2.26894056,0,0,0,1,0,0
2.178717629,0,0,0,0,2,0
1.07359413,0,1,1,1,2,1
3.49051724,0,0,1,0,0,0
1.726913314,1,1,1,1,2,1
2.409218657,1,1,1,0,2,1
2.411130722,0,0,1,0,0,0
2.353714736,1,1,0,0,1,0
1.584931162,1,0,1,1,2,1
1.783431353,1,1,0,1,2,1
1.897744471,0,0,0,1,0,0
2.924503947,1,0,1,0,2,0
1.808025856,0,0,0,0,0,0
2.484803283,1,1,1,1,2,1
1.793928374,1,1,1,0,0,1
1.839002147,0,0,0,0,0,0
3.009289855,1,0,1,0,1,0
1.882264049,1,0,1,0,0,1
1.857630075,1,1,1,1,2,1
2.578459444,1,1,1,0,2,1
3.249446426,1,1,1,0,1,0
2.456547381,0,1,1,1,2,1
3.245705772,0,0,0,1,0,0
2.494838876,0,0,0,0,0,0
2.452323886,1,0,0,0,2,0
1.976979657,1,1,1,1,0,1
2.703909226,1,0,1,1,2,0
1.42079377,1,1,1,1,2,1
2.602097271,1,1,1,1,1,1
1.703774736,1,0,0,1,2,1
1.959772375,0,0,0,0,0,0
2.236064942,1,1,1,1,2,1
1.844462259,1,0,1,1,2,1
1.737685635,1,0,1,0,1,1
2.243816459,0,0,0,0,1,0
3.959621559,1,0,0,0,2,0
2.014263201,1,1,1,0,2,1
1.954845465,0,1,1,0,2,1
2.461322497,0,1,1,0,1,1
1.926466055,1,0,1,0,1,1
1.375828897,1,0,0,1,2,1
3.889785692,1,0,1,0,2,0
1.706090672,1,0,1,0,1,1
2.486612745,0,0,1,1,0,0
2.387669995,0,0,0,0,0,0
2.770578594,0,0,0,1,2,0
2.412887124,0,0,0,1,0,0
1.783607089,0,0,0,0,0,0
1.905067285,0,0,0,0,0,0
3.177436886,0,0,0,1,2,0
1.59725153,1,1,1,0,1,1
1.569714826,1,0,1,0,2,1
2.158699274,0,0,0,0,0,0
2.190991061,0,0,0,0,0,0
1.590853458,0,0,0,0,0,1
2.00821105,0,1,1,0,2,1
1.439536953,0,1,0,0,1,1
1.703846803,0,1,1,0,1,1
1.80247036,1,1,1,0,1,1
1.912825842,1,1,1,1,0,1
2.308726131,1,1,1,1,1,1
1.206626958,0,1,1,0,2,1
3.924113722,0,1,1,1,2,0
2.333604307,0,0,1,0,0,0
1.219641166,0,1,0,0,1,1
1.702776835,1,1,1,1,1,1
2.249609739,1,1,1,1,0,1
1.545122549,1,0,0,0,0,1
2.411963907,0,0,0,0,0,0
2.296148057,1,1,1,0,1,1
2.192591518,1,1,1,1,1,1
2.305467535,0,0,1,1,0,0
2.216241278,0,0,0,0,1,0
2.168234872,0,0,1,0,1,0
2.478069107,0,0,0,0,0,0
2.244683144,0,0,0,0,0,0
2.057553423,0,1,1,0,2,1
2.663717994,1,1,1,1,2,1
2.459855723,0,0,0,0,0,0
2.159822457,0,0,1,0,2,1
3.442105521,0,0,0,1,2,0
2.467743901,0,0,1,0,0,0
2.624578557,1,1,0,1,1,0
1.815812739,0,0,0,1,0,0
2.710717213,0,0,0,1,1,0
1.756014143,0,0,1,0,1,1
1.627020297,0,1,0,1,1,1
2.179407875,1,1,1,1,0,1
2.067386977,0,1,1,1,2,1
2.747995806,1,0,0,0,2,0
1.985737329,1,1,1,1,0,1
1.984580048,0,1,0,0,1,1
2.683276628,1,1,1,1,2,1
2.215632013,0,0,0,0,0,0
2.699189381,1,0,1,1,1,0
2.218745259,1,1,1,1,2,1
1.983314823,0,1,1,1,1,1
1.848533078,1,1,1,1,1,1
2.221398826,0,0,0,1,0,0
2.073800179,0,1,0,0,0,0
1.973573735,0,0,0,0,0,0
2.247399889,1,0,1,1,1,1
2.231789903,0,1,0,0,0,0
1.562286482,1,0,1,0,2,1
2.465284404,1,0,0,0,0,0
1.674986782,0,0,0,1,1,1
1.901868217,0,1,1,0,2,1
2.67119954,0,1,0,0,0,0
2.04418355,0,0,1,0,2,0
3.658117704,0,1,1,0,1,0
1.852598158,1,1,0,0,2,1
1.891600867,0,1,0,0,1,1
2.627646195,1,1,0,0,2,0
2.424226092,0,1,1,0,2,1
2.096999426,0,0,1,0,0,0
2.350088771,0,0,0,1,0,0
1.919177508,1,1,1,1,1,1
1.855224447,1,1,1,1,0,1
2.36253421,0,1,1,1,1,1
3.367662938,1,0,0,1,1,0
2.340888127,1,1,1,1,2,1
1.938974713,1,1,1,0,0,1
1.889981113,1,1,0,0,2,1
2.28505154,0,0,0,0,0,0
1.879568212,1,1,1,0,1,1
2.687811266,0,0,1,1,1,0
2.173198128,1,1,1,1,2,1
3.288222665,1,0,0,1,1,0
2.338307464,1,1,0,0,0,0
1.891672113,0,1,1,1,1,1
2.949835378,0,1,1,1,0,0
1.843839706,0,1,1,1,2,1
1.879271017,0,0,0,1,0,0
2.78178386,1,0,1,1,2,0
2.980106909,0,0,0,0,0,0
1.669516911,0,1,1,1,1,1
1.906287158,1,1,1,0,2,1
2.863033261,1,0,0,0,0,0
2.711729544,1,1,1,1,2,1
2.889513018,1,0,1,1,1,0
2.444080384,0,0,0,0,0,0
2.358650195,0,1,1,0,2,1
2.232212686,0,0,0,1,1,0
2.215603632,1,1,1,1,1,1
1.750581093,1,1,0,0,1,1
2.172176346,0,1,0,1,0,0
2.61645534,0,1,0,1,0,0
2.934069448,0,0,0,0,2,0
1.992938221,0,0,0,1,0,0
3.737591373,0,0,1,0,1,0
2.513746304,0,0,0,0,0,0
1.880886434,1,0,1,0,2,1
2.511102257,1,1,1,0,2,1
2.145072831,1,1,1,1,1,1
1.901346771,1,0,1,1,2,1
2.254153599,0,1,0,0,0,0
1.997934457,1,1,1,0,2,1
1.564611844,1,0,1,0,2,1
2.74650445,1,1,1,1,1,1
1.866689283,1,1,1,1,0,1
1.695529534,1,1,1,0,2,1
2.468523518,0,0,1,0,2,0
1.764507692,1,0,0,0,0,1
2.496615724,0,0,1,1,0,0
2.496592979,0,0,1,1,0,0
1.495478485,0,1,0,0,0,1
3.5912977,0,0,0,1,1,0
1.097529572,1,1,0,1,2,1
2.302528158,1,1,1,1,0,1
2.057776337,0,1,1,1,1,1
1.907451741,1,1,0,0,2,1
1.91393347,1,1,0,1,1,1
2.458281047,1,1,1,1,1,0
3.053198793,1,0,1,1,0,0
2.615104959,1,1,1,0,2,1
3.380435369,1,1,0,0,0,0
2.356046785,0,0,0,1,0,0
2.41204289,1,1,1,1,0,1
1.733792033,0,0,1,0,1,1
3.671377192,0,0,0,0,2,0
1.990514086,1,1,0,0,1,1
2.015253459,0,0,0,1,0,0
3.989969245,0,1,0,1,0,0
2.232601679,1,1,1,0,1,1
2.344277487,1,1,1,1,2,1
2.480141003,1,1,1,1,1,1
1.514131114,0,0,1,1,0,1
2.122824256,1,1,1,0,2,1
2.100109576,1,1,1,1,0,1
3.764721378,0,1,1,1,0,0
1.786056189,1,1,0,0,0,1
2.205252558,0,0,1,1,1,0
2.102372635,0,0,0,1,0,0
2.191290052,1,1,1,0,1,1
2.483274874,0,1,1,0,2,1
1.809640273,1,0,1,1,1,1
2.494139685,0,0,0,0,0,0
1.884972785,1,0,1,0,0,1
2.304290425,1,1,0,0,1,0
2.381551577,0,0,0,0,0,0
2.489412821,0,0,1,1,0,0
2.471873173,1,1,0,1,1,0
1.619334943,0,0,0,0,0,0
2.726042142,1,1,1,1,2,1
2.09152039,1,1,0,1,0,0
2.604006762,0,0,0,0,1,0
2.429099909,0,0,0,0,0,0
2.197587381,0,0,0,0,0,0
2.398330283,1,1,1,1,1,1
1.929977522,1,0,1,1,0,1
2.582146592,1,1,1,1,1,0
1.849533263,0,0,0,1,0,0
1.727600095,0,1,0,0,0,1
1.54049516,0,0,0,1,0,1
1.691819949,1,1,1,1,0,1
2.004228834,1,1,1,1,2,1
1.52708076,1,1,0,0,0,1
1.905693258,0,0,0,1,0,0
1.847876619,1,1,1,1,2,1
1.794764537,1,1,1,1,2,1
2.917404116,0,1,1,0,0,0
1.592695371,0,0,0,0,0,1
2.425299718,1,1,1,0,1,1
2.666946368,0,1,1,0,0,0
1.699022354,0,1,0,1,2,1
1.791837117,0,0,0,0,2,1
3.346975987,0,1,0,0,0,0
2.798186247,0,0,0,1,1,0
2.001502523,0,0,0,1,0,0
2.09046949,0,0,0,0,1,0
1.849479757,0,1,0,0,2,1
2.455342679,0,0,0,0,0,0
1.880436485,1,1,1,1,0,1
2.024778496,0,1,0,0,0,0
2.439908344,0,0,1,0,0,0
1.836468055,1,0,1,0,0,1
2.195830671,1,0,1,0,2,1
2.186473327,1,1,0,1,0,0
2.151898701,0,0,0,0,2,0
2.506320146,0,0,0,1,1,0
1.812600632,1,1,1,0,0,1
1.983269171,0,0,0,1,0,0
1.999767551,0,0,0,1,0,0
1.874830517,1,1,1,1,1,1
2.350726966,0,1,1,0,2,1
2.74895456,0,0,1,1,2,0
2.412748698,1,1,1,1,2,1
2.170788945,0,1,1,0,2,1
2.043590269,0,0,0,0,2,0
2.445157658,1,1,1,1,0,1
1.917194009,0,0,0,1,0,0
2.244920477,1,1,1,0,1,1
1.738859538,1,1,0,0,2,1
1.547387575,0,0,0,1,0,0
1.561363702,1,1,1,1,2,1
1.414634219,1,0,1,0,2,1
1.524162733,1,1,0,1,1,1
1.88367447,0,0,0,0,0,0
1.241934924,1,1,1,1,2,1
3.561998268,1,0,1,0,1,0
2.476408968,1,1,1,0,0,1
2.240613849,0,0,1,0,2,0
1.798838208,0,1,1,0,2,1
2.757107743,1,1,1,1,2,1
2.311404889,0,0,0,1,0,0
3.402375674,0,1,1,0,2,0
2.233026026,0,0,0,1,2,0
1.926447061,0,1,1,1,2,1
2.115105156,0,1,1,1,2,1
1.819400438,1,1,0,1,0,1
1.515070909,0,0,1,1,0,1
2.071059499,0,0,0,0,1,0
2.574682737,1,1,0,0,0,0
3.134593588,1,1,1,1,2,0
1.804643081,0,0,0,1,0,0
2.308262515,1,1,1,0,2,1
2.151386816,1,1,1,0,1,1
2.393104789,1,0,1,1,0,0
2.188768174,1,1,1,0,1,1
2.646888206,1,1,1,1,1,0
2.508267399,0,1,0,1,0,0
2.337276087,1,1,1,0,1,1
1.932465455,0,0,0,0,0,0
2.405396846,0,1,0,1,2,0
2.454132283,0,0,1,0,0,0
2.351015422,0,0,1,0,0,0
1.919248186,0,1,0,1,1,1
2.086716013,0,0,0,1,0,0
3.322138694,1,0,0,0,0,0
2.432220736,0,0,0,1,0,0
2.050754984,1,1,1,0,0,1
2.404097419,1,1,1,1,2,1
1.828750404,0,0,0,0,0,0
2.285338211,0,0,1,0,2,0
2.159640805,1,1,1,1,1,1
1.528215182,1,1,1,1,0,1
2.627916661,1,1,1,1,1,1
2.414861164,0,1,0,0,2,0
2.597023879,0,1,1,0,2,0
2.258454207,0,1,0,0,0,0
1.832643737,0,1,0,1,2,1
2.231387129,1,0,0,0,0,0
2.329647579,0,0,1,0,0,0
2.767468631,1,1,1,0,0,0
1.686470458,0,0,0,1,0,0
2.398755584,1,1,1,0,1,1
2.755824402,1,1,0,0,0,0
2.433694252,1,1,1,1,0,0
1.582391382,1,1,1,1,2,1
1.898776741,0,0,0,1,0,0
3.132603807,1,1,0,0,0,0
3.710221537,1,1,1,1,1,0
2.019602533,0,0,0,1,0,0
2.385255215,1,1,1,0,0,1
2.093117132,1,1,1,0,2,1
2.622923646,1,1,1,0,2,1
1.954428559,0,0,0,0,0,0
1.050527121,1,0,1,1,1,1
1.592172941,0,0,1,0,2,1
2.474193076,0,1,1,1,1,1
2.069327481,0,0,0,1,0,0
2.381681631,1,1,1,1,2,1
1.780479995,1,0,1,0,1,1
1.527903639,0,0,1,0,1,1
1.647376891,1,1,0,0,1,1
1.659474344,1,1,1,1,2,1
1.84393206,1,0,1,0,1,1
2.571926839,0,1,1,1,0,0
2.793758084,1,1,1,0,1,0
1.822924393,1,0,1,1,1,1
1.783286667,1,0,0,1,0,1
2.257580037,0,0,0,0,2,0
1.522995182,0,0,0,1,0,1
1.833672824,0,0,0,0,0,0
3.566591224,0,0,0,1,1,0
2.322498011,0,1,1,0,0,0
2.370583067,1,1,0,0,0,0
1.505018954,1,1,1,1,1,1
1.574573794,1,1,1,0,0,1
2.024760325,1,1,1,1,1,1
2.161256126,0,1,1,0,2,1
3.27656498,1,0,1,0,2,0
2.202462076,1,0,0,1,0,0
2.685651007,1,1,0,1,2,0
2.848497761,0,1,0,1,2,0
3.680853283,0,0,0,0,2,0
1.868968903,1,1,1,1,1,1
2.475016159,0,1,1,0,1,1
3.067073919,1,0,1,0,2,0
1.898321857,0,1,1,0,2,1
1.852490341,1,1,1,0,1,1
2.322281418,0,0,0,1,0,0
1.854483194,1,1,1,0,1,1
2.312564941,1,1,1,0,1,1
1.737041376,0,0,0,0,0,0
1.832422123,1,1,0,0,1,1
1.70246873,0,0,1,1,1,1
2.352743944,0,0,1,0,2,0
2.27378787,0,1,1,1,1,1
2.645283126,1,0,1,0,2,0
2.34109887,0,0,0,0,0,0
1.826971446,1,1,1,1,0,1
1.908538407,0,0,0,1,0,0
3.434636491,1,0,0,1,2,0
2.457410216,1,1,1,0,1,1
2.320398532,0,0,0,1,0,0
2.577973967,1,1,0,1,1,0
2.792570517,1,0,1,1,1,0
3.187110113,1,0,1,0,2,0
1.879163787,0,1,1,1,1,1
2.665105438,1,0,0,1,0,0
2.755073204,0,0,1,1,1,0
3.320315141,0,1,0,0,2,0
1.888183376,1,1,1,0,1,1
2.469335174,0,0,0,0,0,0
3.186993186,0,1,0,0,2,0
2.273869214,0,0,0,0,2,0
2.500838477,1,0,1,0,0,0
3.611334702,1,1,1,0,2,0
1.931035671,0,0,0,1,0,0
2.453223537,1,0,0,0,2,0
2.091368659,1,0,0,0,0,0
2.164498389,1,1,1,0,2,1
1.689667968,0,1,1,1,0,1
1.742946807,0,0,0,0,0,0
2.194367386,0,0,1,0,2,0
2.660864276,0,0,1,0,0,0
3.057014184,0,0,1,0,2,0
2.461089893,1,1,1,0,0,1
2.518947146,0,1,1,0,2,0
2.327083083,1,1,1,0,0,1
1.93592281,1,0,1,1,1,1
2.496089915,1,1,1,1,1,1
2.460914836,0,0,0,0,0,0
2.220643945,0,0,1,1,0,0
1.593817927,0,0,0,1,0,0
2.655377744,0,0,1,1,2,0
2.32384111,0,0,0,1,1,0
2.459582165,0,0,0,1,0,0
2.070984739,0,0,1,0,2,0
1.715495887,0,0,0,0,1,1
2.006406838,0,1,0,0,0,0
2.41076136,0,0,0,1,0,0
2.629863617,1,1,1,1,1,1
2.068514132,0,0,1,0,1,0
2.408397672,0,1,1,1,0,0
2.25346575,1,1,0,1,0,0
2.247119631,1,1,1,0,0,1
2.978745393,0,1,1,1,2,0
2.030398463,0,1,1,0,1,1
2.598059379,0,1,1,1,2,0
2.253347603,1,1,1,0,0,1
2.162777141,1,1,0,1,0,0
3.542286195,1,1,0,0,1,0
1.956322898,0,1,1,0,1,1
1.882583371,0,1,0,1,2,1
2.410371973,0,0,0,1,1,0
2.756532044,1,1,1,0,2,1
1.84305641,0,0,0,1,0,0
1.967176673,1,1,0,1,1,1
2.761733704,1,1,1,1,2,0
2.101027641,1,0,1,0,2,1
2.008383051,1,1,1,0,1,1
1.549467359,1,0,1,1,2,1
2.331487452,1,1,1,1,2,1
2.285552424,1,1,1,1,0,1
1.833046736,1,1,1,0,0,1
2.431207745,0,1,1,1,1,1
2.429286862,0,0,1,1,0,0
1.976656791,0,0,1,1,2,1
1.944780369,0,0,0,0,0,0
2.256945467,0,0,0,1,0,0
1.565681106,0,1,1,1,2,1
2.361727491,0,0,1,0,0,0
2.54193487,1,0,0,1,2,0
2.681257062,1,1,1,1,0,0
3.185184321,0,1,1,1,2,0
2.080860806,0,1,0,0,0,0
2.328290753,0,0,1,0,0,0
2.239991795,0,0,1,0,0,0
1.627657221,1,1,0,1,2,1
2.44506057,1,1,1,0,1,1
2.569892588,0,1,1,0,0,0
2.121715001,0,1,1,0,1,1
3.252128212,0,1,1,0,0,0
1.907527846,1,1,1,0,1,1
2.800048121,0,0,1,1,0,0
2.189307458,1,1,1,1,0,1
2.267614109,1,1,1,1,0,1
1.541690742,1,1,0,1,0,1
1.93568718,1,1,1,0,2,1
3.349913218,1,0,0,1,2,0
1.158986931,0,0,0,1,0,1
2.505987078,1,1,1,0,1,0
2.079662539,0,0,1,0,2,1
1.005352313,1,1,0,0,1,1
1.93260626,1,1,0,0,0,1
1.737193463,1,1,1,0,2,1
1.742961514,1,1,1,0,1,1
1.982086825,0,1,1,1,2,1
2.360955955,1,1,1,1,2,1
2.12056667,0,1,0,0,0,0
3.444726388,1,0,1,0,0,0
2.493418167,0,0,1,0,1,0
1.876091035,1,0,1,0,2,1
1.688791322,1,0,1,1,0,1
1.021179405,1,1,1,0,0,1
1.70076951,1,0,1,1,1,1
2.375776119,0,0,0,0,0,0
2.380278021,1,1,1,1,1,1
2.319334681,1,1,1,0,2,1
1.997627767,1,1,1,1,0,1
2.412284563,1,1,1,0,1,1
3.130222858,1,0,1,1,0,0
2.359210741,1,1,1,1,0,1
2.794529415,0,0,1,0,1,0
1.763940868,0,1,1,0,2,1
2.327468347,0,1,1,1,1,0
2.668126226,1,1,1,0,2,0
2.378427158,0,0,0,1,0,0
2.255195924,1,1,1,0,2,1
2.761666791,1,1,0,0,2,0
1.82877353,1,0,1,1,2,1
2.371961352,0,0,1,0,0,0
2.333252824,0,0,0,0,0,0
1.551274173,0,0,1,0,1,1
2.522783721,0,1,1,0,0,0
2.007880442,0,1,1,1,1,1
1.724837884,1,1,0,0,0,1
1.991881629,0,0,1,1,1,1
2.46195801,0,0,0,1,2,0
1.166964685,1,0,1,0,1,1
3.123440547,0,0,0,1,2,0
2.732024969,1,1,1,1,1,1
3.821704175,0,0,1,1,0,0
2.148838848,0,0,0,1,2,0
2.315609092,1,1,1,0,2,1
1.990058622,1,1,1,1,2,1
2.089581408,0,0,0,0,0,0
2.942232924,1,0,1,0,1,0
2.181013845,0,0,0,1,0,0
2.314797149,0,0,0,1,0,0
2.433486187,0,0,0,1,0,0
2.000815661,1,1,1,1,1,1
3.683573795,1,1,1,0,2,0
2.573988432,0,0,0,1,1,0
3.057358318,1,1,0,1,0,0
3.294730459,0,0,0,1,2,0
2.220122622,0,1,1,0,1,1
2.188105848,0,0,1,1,1,0
1.163811925,1,1,1,0,1,1
2.468033275,1,1,1,1,2,1
1.94256402,0,0,0,0,0,0
1.663087565,1,1,1,0,1,1
2.450789739,0,0,0,0,0,0
1.606694975,1,1,1,1,1,1
1.759672332,1,1,1,1,0,1
2.322095269,0,0,0,1,0,0
2.192237137,0,1,1,1,1,1
1.958860224,1,0,1,1,1,1
1.556007395,1,1,0,1,1,1
2.104132279,0,0,1,0,1,0
2.335766756,1,1,1,1,1,1
2.089283577,0,0,0,1,0,0
1.805430824,0,0,0,0,0,0
2.517633088,1,1,1,0,1,1
2.130200452,0,0,1,1,2,0
1.785714487,0,0,1,1,2,1
1.768073968,1,1,1,1,0,1
2.40248061,1,1,1,1,0,1
2.389747618,1,1,1,1,2,1
2.605773326,1,0,0,0,2,0
1.323982291,1,1,0,0,0,1
2.327368849,0,0,1,0,0,0
2.457207943,0,0,0,1,0,0
2.616868367,1,0,0,0,0,0
2.514603566,1,1,1,1,2,1
1.855181886,1,1,1,1,2,1
2.004884698,1,1,1,1,0,1
2.502723534,1,1,0,0,2,0
2.645335427,1,0,1,0,2,0
1.53153174,1,1,1,1,1,1
2.322036908,1,1,1,0,1,1
2.794152777,0,1,1,0,2,0
1.729051235,1,0,1,0,2,1
1.825597249,0,0,0,1,0,0
1.14295042,1,0,0,1,1,1
1.961252221,1,1,1,1,1,1
2.644056556,1,1,1,0,0,0
2.224452788,1,1,1,0,1,1
2.348608195,0,1,1,1,2,0
2.345626363,1,0,1,1,2,0
1.5929853,0,0,0,0,0,0
2.39778059,0,1,1,0,2,0
2.095070358,1,1,1,0,2,1
2.089686867,0,0,0,0,0,0
2.452648145,0,0,0,1,0,0
2.180033916,1,1,1,0,1,1
2.497097075,1,1,1,0,1,1
1.98655186,0,1,0,0,2,1
1.842166864,1,1,1,1,2,1
3.123980621,1,1,1,0,2,0
3.380458897,1,0,1,0,0,0
2.307371446,0,0,0,0,0,0
2.63967544,1,1,1,0,0,0
1.283055117,0,1,0,0,0,1
2.316854912,0,0,0,1,0,0
2.945862208,0,1,0,1,2,0
2.145400648,0,0,0,1,0,0
3.405778033,1,1,1,0,1,0
1.834990012,0,0,0,0,0,0
2.383188028,1,1,1,1,1,1
