Aggregate,Internship,DegreeCompleted,Winter,Germanlevel,GRE,Admission
1.580280981,0,1,1,1,1,1
2.659413577,0,1,0,2,0,0
2.303338664,1,0,0,2,1,0
1.613757555,1,1,1,2,1,1
2.627721932,1,1,1,1,1,1
3.44287968,1,1,1,1,0,0
1.802554157,1,1,1,1,0,1
2.397254082,0,0,0,0,0,0
2.042498669,0,1,0,1,1,1
2.689460948,1,1,1,2,1,1
2.678523349,1,1,1,1,1,1
2.579224497,1,1,1,1,1,1
2.775501915,1,0,1,2,1,0
1.758437697,0,1,1,1,0,1
2.57842696,1,0,1,1,1,0
2.41855625,0,1,1,1,1,1
2.332698851,0,1,0,2,0,1
3.609338276,1,1,1,2,1,0
1.514815914,1,0,0,1,0,0
1.685343788,1,0,0,0,0,0
2.685976744,1,0,0,2,1,0
1.508155245,1,1,0,1,1,1
2.538469295,1,1,0,0,1,1
2.100323431,1,1,1,1,0,1
3.840950466,0,1,1,2,0,0
1.943737601,1,1,0,1,1,1
2.071487552,0,1,1,1,1,1
2.482533806,1,1,1,1,1,1
2.490963844,1,1,1,1,1,1
1.522695047,1,1,1,1,0,1
2.450063019,1,0,1,2,1,0
2.668696947,1,1,0,1,0,0
1.646386562,1,1,0,1,1,1
1.224005253,1,0,0,0,0,1
1.269674587,1,0,0,2,1,1
2.716643361,1,1,1,1,1,1
2.678216364,0,1,0,1,1,0
2.076924083,1,0,0,1,1,0
2.612673155,1,1,1,2,1,1
1.703995938,1,1,0,1,1,1
2.684983731,0,0,1,1,1,0
1.856405992,1,0,1,1,1,0
2.353183754,1,1,1,2,0,1
2.743072361,0,0,1,1,0,0
3.671715032,1,1,1,1,0,0
1.629584258,1,0,1,2,0,0
2.763585044,1,1,1,2,1,1
2.122792609,1,1,1,1,1,1
2.599290425,0,0,0,2,1,0
2.266917646,0,1,0,1,0,1
2.523960347,1,1,0,1,1,1
1.830467525,1,0,1,1,1,0
1.544072072,1,0,1,1,1,0
2.337250263,0,1,1,2,0,1
2.515141239,0,0,1,1,0,0
2.793782098,1,1,0,1,0,0
1.698844175,1,0,1,1,1,0
1.738380676,0,0,0,1,1,0
1.512392046,1,1,0,1,1,1
2.324088107,1,0,0,1,1,0
2.520559274,1,0,1,2,1,0
2.191785511,1,1,0,2,1,1
2.791215325,0,1,0,2,1,0
1.587701794,1,0,1,1,0,0
2.224160315,0,1,1,1,1,1
2.63989615,1,0,0,0,0,0
2.036098029,1,1,1,1,1,1
2.618363496,1,1,0,2,0,0
2.484482727,1,0,1,2,0,0
2.338749393,1,1,1,1,1,1
1.987570726,1,0,1,1,1,0
3.489456991,1,1,1,1,1,0
2.091967834,1,1,0,1,0,1
2.775729974,0,0,0,1,1,0
1.575672494,1,1,0,1,0,1
1.797555151,1,0,0,0,1,0
2.554156489,1,0,1,1,1,0
3.557821829,1,1,1,2,1,0
2.505115677,1,0,1,2,0,0
2.122974977,0,1,1,2,0,1
2.012301332,1,0,0,1,1,0
1.461425316,0,1,1,1,0,1
1.708467947,1,0,0,2,0,0
1.029463581,0,0,0,1,0,1
1.762525172,1,1,1,1,0,1
2.745128,1,1,1,2,1,1
2.339068024,1,1,1,2,1,1
1.681360766,0,1,1,1,0,1
1.900422693,1,0,1,0,1,0
1.871272105,0,0,0,0,0,0
1.542020123,0,1,1,1,1,1
2.73152215,1,1,1,2,1,1
2.184742314,1,0,1,1,1,0
1.435139423,1,1,0,1,1,1
2.183262266,1,1,0,1,1,1
2.372169871,1,0,1,1,1,0
1.316909043,0,0,1,1,0,1
2.240446477,1,1,0,1,1,1
1.647145379,1,0,1,1,1,0
1.51831427,1,1,1,1,1,1
2.542069584,0,1,1,2,1,1
1.993179004,1,0,0,1,1,0
2.729818576,1,1,1,1,1,0
2.304133287,1,1,1,1,0,1
1.70295773,1,1,0,1,1,1
1.766063255,1,1,0,1,1,1
2.315556934,1,1,0,0,1,1
2.617146771,1,1,1,1,1,1
2.35474325,0,1,0,2,0,1
1.930193194,1,0,1,1,1,0
3.00695998,0,0,1,1,0,0
2.767953224,0,0,1,1,0,0
1.800173603,1,1,1,1,0,1
1.783297733,0,0,0,1,0,0
1.512632946,1,1,0,1,1,1
2.636623468,1,1,1,1,1,1
2.106612205,1,1,1,1,1,1
2.658360443,0,0,0,0,0,0
1.940633322,1,1,1,1,0,1
1.706214572,0,1,1,1,1,1
2.142792747,1,1,1,1,1,1
2.594976187,1,1,1,1,1,1
1.555570838,1,1,1,1,0,1
1.952703152,1,0,1,1,1,0
1.871527135,0,0,0,2,1,0
2.543090645,1,1,1,1,1,1
1.669118587,0,1,0,0,1,1
2.625832472,1,0,1,1,0,0
2.328807722,1,0,1,1,1,0
2.545930521,1,0,1,1,1,0
1.777663504,0,0,0,1,1,0
2.121841656,1,1,1,1,1,1
2.041919253,0,1,0,1,1,1
2.157397886,1,1,0,1,1,1
2.450430054,1,1,1,2,1,1
2.641229443,1,1,1,2,1,1
1.764685495,1,1,1,1,0,1
2.749626341,0,0,1,1,0,0
2.65377101,1,1,0,0,0,0
2.791875341,1,1,1,2,1,1
2.265480934,1,1,0,1,0,1
2.154092256,1,1,1,1,1,1
2.234120312,0,1,1,1,1,1
2.298599701,0,1,0,1,1,1
2.661856474,0,1,0,2,0,0
2.607829488,0,1,0,0,1,0
1.808793373,1,1,0,1,0,1
1.854377857,1,1,1,1,0,1
1.108183836,0,0,1,1,1,1
1.949612888,1,0,0,1,1,0
2.217637796,0,0,1,0,1,0
2.258328831,1,1,0,2,0,1
2.222817415,1,0,0,1,1,0
2.166330432,1,1,0,1,1,1
2.750657234,0,0,0,2,0,0
2.198797811,0,0,0,0,1,0
2.709641431,1,1,0,0,0,0
1.709326356,0,0,1,2,0,0
2.161577416,1,1,1,1,0,1
3.64407253,1,0,0,1,1,0
2.770709216,1,1,1,1,1,1
1.68880827,1,1,0,1,1,1
2.634497142,1,1,0,0,0,0
1.713563802,1,1,0,1,0,1
1.219054883,0,1,1,0,1,1
2.762292533,1,1,1,2,0,0
2.04285765,0,1,1,1,1,1
2.221729072,1,0,1,1,1,0
2.039012641,1,1,0,1,0,1
1.71248111,0,1,0,1,1,1
2.519200145,1,1,0,1,0,1
1.864210227,0,1,1,1,0,1
1.87550149,1,1,0,1,0,1
2.783660567,1,1,1,0,1,0
2.311167821,1,1,0,2,0,1
2.31067513,1,0,1,2,1,0
2.300342519,0,1,0,2,0,1
2.792810651,0,0,1,1,0,0
2.302229228,1,1,1,2,1,1
2.761723655,0,1,0,1,0,0
1.608232822,1,0,1,1,1,0
2.436195173,0,0,1,1,0,0
3.184157401,0,0,1,0,1,0
2.790226143,0,0,1,1,1,0
3.483057817,1,1,1,1,0,0
2.462591294,1,0,0,2,1,0
2.252071883,0,0,1,0,0,0
2.592333144,1,0,1,1,1,0
2.568816766,1,1,0,0,1,1
2.62811502,1,1,0,2,0,0
1.917426704,1,0,1,1,1,0
2.698573784,1,1,1,1,1,1
1.876851231,0,1,0,0,1,1
2.412296267,1,1,0,1,1,1
1.511814928,1,1,1,1,1,1
3.971644311,0,1,1,0,1,0
1.745425716,0,1,1,1,0,1
1.753163868,0,0,0,2,0,0
3.54116265,1,0,0,2,0,0
2.209980942,1,0,0,0,0,0
2.05645013,0,0,0,2,1,0
2.654484122,1,1,1,2,0,0
2.654623285,1,0,0,0,0,0
1.701966631,0,0,0,0,0,0
1.019469028,0,1,0,2,0,1
2.311163981,0,1,0,2,1,1
2.12303239,1,0,0,2,0,0
1.565551044,1,0,1,2,0,0
2.439559664,0,0,1,0,1,0
2.136514193,0,0,0,1,1,0
2.056666973,0,1,1,0,1,1
3.071757218,1,1,1,1,1,0
1.955741451,1,0,0,1,1,0
1.593242648,1,1,1,1,1,1
1.047826253,0,1,1,2,0,1
2.336490289,1,1,1,2,1,1
2.943104898,0,1,0,1,0,0
2.394709092,1,1,1,2,1,1
1.951902157,1,1,0,2,1,1
2.756575188,1,1,1,1,1,1
1.80635427,1,1,0,1,0,1
2.298596693,0,1,0,2,1,1
1.035887423,0,1,1,1,0,1
2.607064565,1,1,1,0,1,0
2.584083622,1,0,1,1,1,0
2.823840125,1,0,0,2,0,0
2.307827108,1,1,0,1,1,1
1.807131341,0,0,0,2,0,0
1.222466611,0,0,0,0,1,1
2.450485657,1,0,0,0,1,0
2.936377467,1,1,0,0,0,0
1.003501406,1,1,1,2,1,1
1.944801696,1,1,1,0,1,1
1.737809028,1,1,0,1,1,1
2.403291926,1,1,1,1,1,1
1.025472831,1,0,1,2,0,1
1.967163321,1,0,0,2,1,0
2.635073237,0,1,0,2,1,0
1.885487617,1,0,1,1,1,0
2.629297295,0,0,0,0,1,0
1.907963672,1,1,0,1,1,1
2.641442949,0,0,0,2,1,0
1.683375127,0,1,0,1,1,1
2.674685058,0,0,1,2,1,0
2.346311969,1,1,0,0,1,1
2.280398758,1,1,0,1,1,1
2.666249457,0,0,1,1,1,0
3.880928358,1,1,1,2,0,0
1.089153664,0,0,0,2,1,1
1.950100393,1,1,0,1,1,1
2.471300929,0,1,1,1,1,1
1.909199242,1,1,1,1,1,1
2.051786855,0,1,1,0,1,1
2.216658161,0,0,1,1,1,0
1.534654567,1,1,1,1,1,1
2.536565406,1,1,1,2,1,1
2.63308342,1,0,0,1,0,0
1.736838292,0,0,1,1,0,0
2.415724779,1,0,1,1,1,0
1.023555521,0,0,0,2,0,1
2.786861384,1,1,0,2,1,0
3.900649748,1,1,1,2,0,0
2.298764554,0,1,1,1,1,1
2.789874626,0,1,1,1,1,0
1.762966925,0,0,0,1,1,0
2.080948384,1,1,0,0,0,1
2.166243501,1,0,1,0,1,0
2.374134011,1,0,1,1,1,0
3.966050604,1,0,1,2,0,0
1.758594367,1,1,0,1,0,1
1.553780855,1,1,0,0,1,1
1.781846361,1,0,1,1,1,0
2.426848268,0,0,1,0,1,0
1.51087666,0,0,0,2,0,0
2.560880393,1,1,0,1,1,1
1.898563717,0,1,0,2,0,1
1.833609576,1,0,1,1,1,0
2.661022483,0,0,1,0,0,0
2.545517331,0,0,1,0,1,0
1.710314572,1,0,1,1,1,0
1.983206547,0,1,0,1,1,1
1.554139803,1,0,1,1,1,0
3.996174598,1,0,0,0,0,0
2.435785411,1,0,1,1,1,0
1.869537798,1,0,1,1,1,0
1.946366195,1,1,0,1,1,1
2.118793039,1,0,0,1,1,0
2.767282379,0,1,0,1,0,0
3.548985232,1,0,1,0,0,0
1.912227017,0,0,1,2,0,0
1.346586071,0,1,0,1,1,1
2.685880979,0,1,0,1,0,0
2.704005779,0,1,1,0,1,0
3.55230684,0,1,1,1,0,0
2.746288824,1,0,0,1,0,0
3.134613419,1,0,0,1,0,0
2.314654979,0,0,1,0,0,0
3.67740923,0,0,1,1,0,0
1.957941978,1,1,0,1,1,1
2.165352682,1,1,0,1,0,1
2.575109007,1,0,0,1,0,0
2.668964155,1,1,1,0,1,0
2.684573633,1,1,1,0,1,0
2.039764419,0,1,1,1,1,1
2.115460627,1,1,1,1,0,1
2.1662813,1,0,0,1,1,0
2.031618656,0,1,0,1,0,1
2.059485595,1,0,1,1,1,0
2.284172824,0,1,0,1,0,1
3.311213446,1,1,1,2,1,0
2.664437881,1,1,1,2,1,1
2.799295744,1,1,1,1,1,1
2.025790163,1,0,1,2,0,0
2.697132371,1,1,1,2,0,0
2.426091311,1,1,1,0,1,1
2.629270574,1,1,1,1,1,1
2.073408085,1,1,1,1,0,1
1.707782908,0,0,0,2,0,0
1.74931613,1,0,0,2,0,0
2.060240186,0,1,0,1,1,1
2.228981985,1,0,0,1,1,0
1.742189991,0,1,0,1,1,1
1.954573427,1,1,1,1,1,1
2.731934506,0,0,1,0,1,0
2.73988346,0,0,1,0,0,0
3.086918753,1,1,1,2,1,0
1.762025012,1,1,1,1,0,1
1.59467071,1,1,0,1,0,1
1.993479558,0,1,1,1,1,1
1.70359641,1,1,0,1,1,1
1.795881176,1,1,0,1,0,1
3.939248903,1,0,1,0,0,0
3.46578969,1,1,1,1,0,0
2.970243952,1,1,1,1,1,0
1.958060774,0,1,0,1,0,1
3.405671447,0,1,0,2,1,0
2.757611681,0,0,1,1,1,0
2.457012632,1,1,0,2,0,1
2.60703697,1,0,0,2,0,0
1.943379783,1,0,1,1,1,0
2.110567265,1,1,0,0,0,1
2.116133165,0,0,0,0,1,0
3.060987561,1,1,1,2,0,0
2.726132418,1,1,0,1,1,0
2.609619501,0,1,0,1,1,0
2.044502686,1,0,0,1,1,0
1.915937723,0,1,0,2,1,1
3.935200615,0,1,0,2,1,0
1.704091395,1,0,0,0,0,0
3.344016973,1,1,1,1,1,0
2.079601893,1,0,1,2,1,0
2.405353181,1,1,1,1,1,1
1.527193857,0,0,0,0,1,0
1.926884559,1,0,1,0,0,0
2.629278964,1,0,0,2,1,0
2.233016263,1,1,0,0,0,1
1.958634758,1,0,0,1,1,0
1.943047241,0,1,0,1,0,1
1.795940841,0,0,0,2,1,0
1.736884219,1,0,1,1,1,0
2.627234602,1,1,0,1,0,0
2.192080516,0,1,0,1,1,1
2.637870686,1,1,0,0,1,0
2.679209325,1,1,1,1,0,0
2.143595763,0,0,1,2,1,0
1.654240479,0,1,0,1,1,1
1.94513782,0,1,0,1,0,1
1.25581859,1,1,1,0,0,1
3.599338256,1,1,1,2,0,0
1.19702122,1,1,0,0,0,1
2.776648804,0,0,0,2,0,0
2.383327812,1,1,1,1,1,1
1.62685145,1,1,1,1,1,1
2.269233243,1,0,0,1,1,0
2.617671804,0,1,1,1,1,0
2.25784021,0,0,0,0,1,0
2.010578995,1,0,0,1,0,0
2.644596374,1,0,1,0,0,0
2.738995318,0,0,0,1,1,0
1.957724532,0,1,0,1,1,1
1.938426916,1,1,1,1,1,1
1.702653861,1,0,1,2,1,0
2.200965052,0,1,1,1,1,1
2.304327321,1,1,1,0,1,1
1.67284241,1,1,1,1,1,1
2.363022349,1,0,1,1,1,0
2.227161874,1,0,0,1,1,0
2.798212074,1,0,1,1,1,0
2.600128191,0,0,1,1,0,0
2.724293174,1,1,1,2,1,1
1.759992799,1,1,0,1,0,1
1.800570253,1,1,0,1,0,1
1.554059776,0,1,1,1,1,1
3.299563133,1,1,1,1,0,0
1.627471057,1,1,1,1,1,1
2.225896881,1,0,0,1,1,0
2.683299162,0,0,0,1,1,0
2.630068906,1,1,1,2,1,1
2.668683769,1,1,0,2,0,0
2.171776267,1,1,0,1,0,1
1.790830604,0,0,0,2,0,0
2.796110852,0,0,0,0,1,0
2.974665095,1,1,1,1,1,0
1.639208602,1,0,0,1,1,0
2.533594583,1,1,0,0,1,1
2.062368504,1,1,1,1,1,1
2.277934058,1,0,1,1,1,0
2.525073085,0,1,1,2,0,1
2.616063147,0,1,0,2,0,0
2.607605069,1,1,1,2,1,1
2.393899419,1,0,1,2,0,0
3.901654562,1,0,0,1,1,0
1.971743922,1,1,1,0,0,1
3.60399234,0,1,1,0,0,0
3.21589989,1,1,1,2,1,0
1.353379541,0,0,0,2,0,1
1.569065092,1,0,1,1,1,0
2.732731483,1,1,1,1,1,1
2.113623679,0,0,1,2,0,0
2.530121797,1,1,0,2,1,1
2.153913326,0,1,0,1,1,1
2.382846443,1,1,1,1,1,1
1.134171177,0,1,0,2,0,1
1.952103169,1,1,1,1,1,1
2.560065594,1,1,1,2,0,1
1.534009361,0,0,1,1,1,0
2.786727082,0,1,1,1,0,0
2.699643848,1,1,1,2,1,1
2.490207477,1,1,1,0,1,1
2.045898361,1,1,0,1,0,1
2.613497262,1,1,1,1,1,1
1.584153601,1,1,0,1,1,1
2.343101143,0,1,0,2,0,1
2.426023782,1,1,0,1,1,1
1.831875067,1,1,0,1,1,1
3.94450142,0,0,0,2,1,0
1.507962403,1,1,1,1,0,1
1.605909971,1,1,1,1,0,1
2.411122852,1,1,1,2,0,1
2.00256545,1,1,0,1,1,1
2.128726714,0,1,0,2,1,1
2.709143095,1,1,0,0,0,0
3.085876113,1,1,1,2,0,0
1.94699415,1,1,0,1,1,1
1.75158571,1,1,0,1,0,1
2.460023746,1,0,1,2,1,0
2.451062508,1,0,0,1,0,0
3.068207483,0,0,0,2,0,0
2.01834558,1,1,0,1,1,1
2.598610632,1,1,1,0,1,1
1.708130932,1,0,0,1,0,0
2.607935096,1,1,1,0,1,0
2.490663741,1,0,1,2,1,0
2.186753674,1,0,0,1,1,0
3.504223015,0,1,0,0,0,0
1.876962697,0,0,1,1,1,0
2.358239421,0,1,0,2,0,1
2.447231265,1,1,1,2,1,1
2.680652294,1,1,1,1,1,1
2.042732063,0,1,0,2,1,1
1.837168394,1,1,1,1,0,1
2.162420376,1,1,0,1,1,1
2.504835134,1,0,0,2,1,0
1.995909528,1,1,0,1,1,1
1.109080978,1,0,1,1,0,1
2.712377195,0,0,1,1,0,0
1.682655139,1,1,0,1,1,1
3.702744963,1,1,1,1,1,0
2.331865138,0,1,0,2,0,1
2.081483449,1,0,0,1,1,0
2.344592434,1,0,1,2,1,0
2.114463757,1,1,0,1,1,1
1.509752752,0,1,0,1,0,1
2.315197923,1,1,0,2,0,1
3.989416718,1,1,1,2,1,0
3.109576948,0,0,1,1,0,0
2.522795122,1,0,1,1,1,0
2.738375102,1,1,1,2,1,1
2.387118553,1,0,0,2,1,0
2.27939132,1,1,0,1,1,1
2.730588827,0,0,0,2,1,0
2.408971572,1,1,0,0,1,1
1.921296806,1,0,1,1,1,0
1.889722262,1,0,1,0,1,0
2.130417845,1,1,1,1,0,1
2.653623832,0,1,0,0,1,0
2.175020676,0,1,0,2,0,1
1.791088917,1,0,1,0,1,0
2.198177671,1,1,0,1,0,1
1.8364414,0,1,0,2,1,1
2.704777877,0,0,1,2,1,0
2.276444569,0,1,1,1,1,1
2.689287372,1,1,1,2,1,1
1.637554535,0,1,0,1,1,1
2.736124961,0,1,0,2,0,0
1.283812446,1,0,1,2,1,1
3.914607412,1,1,1,2,0,0
3.081164484,0,1,0,0,1,0
2.269042205,1,0,0,1,1,0
2.568426685,1,1,0,1,1,1
2.45500798,1,0,1,2,1,0
2.702496803,1,1,1,2,1,1
1.717655635,1,0,0,0,0,0
2.32211201,1,0,0,1,1,0
3.603225049,0,0,1,1,1,0
3.883028386,1,0,1,0,0,0
2.245900087,0,1,0,0,1,1
2.373814404,1,1,0,2,1,1
1.612286116,0,0,1,0,1,0
3.440982717,0,0,0,2,1,0
2.757264514,1,1,1,2,1,1
1.839949031,1,1,1,1,1,1
2.764986081,1,0,0,1,0,0
2.008292273,0,1,0,1,1,1
2.626841619,1,1,0,0,0,0
1.652065423,1,1,1,0,1,1
2.712465657,1,1,1,1,1,1
2.206219534,1,0,0,1,1,0
1.673635049,0,1,1,1,0,1
1.704762279,1,1,1,1,0,1
2.100623165,0,1,0,1,1,1
1.565928053,1,0,1,0,1,0
2.361709088,1,1,0,1,1,1
1.707112207,1,0,1,1,1,0
3.306104889,1,1,1,1,1,0
1.718311463,0,0,1,2,0,0
2.038097901,1,1,0,2,0,1
1.85791477,1,0,1,1,1,0
2.29500715,1,1,1,1,1,1
2.647148711,1,0,1,2,0,0
2.617915273,1,0,0,1,0,0
1.894790072,0,1,1,1,0,1
1.825400119,1,0,1,1,1,0
1.732120458,1,1,1,1,0,1
2.40960945,1,0,1,2,1,0
1.562129827,1,1,1,1,0,1
1.740697432,1,1,1,1,1,1
2.521755172,1,1,0,0,1,1
2.31955454,1,1,0,1,1,1
1.538630229,1,0,1,1,1,0
2.146068569,1,0,0,1,1,0
1.747402402,0,1,1,1,1,1
1.795718167,0,1,1,1,0,1
2.34610545,1,1,1,2,1,1
2.653619479,0,0,1,0,0,0
1.783565323,1,0,1,1,1,0
2.510718789,0,1,0,2,1,1
1.721215872,1,1,0,1,0,1
1.139088581,1,0,1,2,0,1
2.097250532,1,1,1,1,1,1
1.718698192,1,0,1,0,0,0
1.637965432,1,0,1,1,0,0
1.515503079,0,1,0,1,1,1
1.605681988,1,1,1,1,0,1
1.869430553,1,1,0,1,0,1
1.926025176,0,1,1,2,1,1
2.487486682,0,1,0,2,1,1
3.421730323,0,1,0,2,0,0
2.058180641,1,1,0,1,1,1
2.367250139,1,1,0,2,1,1
1.743515385,1,0,0,2,1,0
2.349124511,1,1,1,1,1,1
2.730929424,1,1,1,2,1,1
1.905773406,1,1,1,1,1,1
2.544613571,0,1,1,2,0,1
2.709886968,1,0,0,2,1,0
1.539676894,1,0,1,1,1,0
1.344624712,0,0,1,2,1,1
1.669730633,0,0,1,1,1,0
2.312200711,0,0,0,1,1,0
2.400565788,1,1,0,0,1,1
2.749677574,1,1,1,2,1,1
1.505345099,1,0,1,0,0,0
3.054808608,0,0,0,1,0,0
2.587634896,1,0,1,1,1,0
2.367276817,1,0,1,0,0,0
2.958042228,1,1,1,1,0,0
2.60292038,0,0,0,2,0,0
2.252046179,0,0,1,1,1,0
3.464327236,1,1,1,1,0,0
2.754821969,0,0,1,2,1,0
1.223234916,1,0,1,1,1,1
1.696769461,0,1,0,0,1,1
2.569345079,1,1,1,2,1,1
2.552464255,0,0,0,1,0,0
2.512845898,1,1,1,0,1,1
2.903132898,1,1,1,1,1,0
2.781650971,1,1,1,1,1,1
1.726656473,1,1,0,1,1,1
1.1567316,0,0,1,1,1,1
1.524860529,0,1,1,0,0,1
2.135893312,0,0,0,2,0,0
2.365277733,0,0,1,2,0,0
1.882334417,1,1,0,1,0,1
1.694646671,1,1,0,2,1,1
2.143721633,1,0,0,2,1,0
1.656365585,1,1,1,1,0,1
2.227351243,1,1,1,1,0,1
2.425790224,1,1,1,1,1,1
1.856987774,0,1,0,2,1,1
3.175521231,1,1,1,2,1,0
2.634627862,1,0,0,0,0,0
2.423930306,0,0,1,2,1,0
2.675333589,1,1,0,2,0,0
2.210929617,0,1,1,1,1,1
2.52594894,1,1,1,1,1,1
2.799665316,1,1,1,1,1,1
3.643753696,1,0,1,2,0,0
3.41000711,1,0,1,0,0,0
2.239882596,1,1,1,1,1,1
2.01866201,1,1,0,1,1,1
1.112932449,0,1,1,0,0,1
2.473556589,1,0,0,2,1,0
2.45829318,0,1,0,1,0,1
2.257004562,0,0,0,2,0,0
2.451014708,1,1,0,1,1,1
2.475012166,1,1,1,1,1,1
3.407857431,1,0,0,0,1,0
2.744462249,1,1,0,2,1,0
1.717310147,0,0,0,2,1,0
2.121919382,1,0,0,0,1,0
2.569978779,0,0,0,1,1,0
2.639211272,1,1,1,2,1,1
2.72197053,1,1,1,2,1,1
2.761836796,1,1,1,0,1,0
1.574924903,0,1,0,1,0,1
2.279925184,1,1,0,1,1,1
3.144119655,1,1,1,1,0,0
2.177213985,1,0,1,1,1,0
2.477904095,1,0,1,2,1,0
2.710948956,1,1,1,0,0,0
2.779733357,0,1,1,0,1,0
2.506114825,1,0,0,2,0,0
2.325073711,0,1,0,1,0,1
2.797057202,1,1,1,1,1,1
1.548150061,0,1,0,0,0,1
1.521508483,0,1,1,0,0,1
1.46528778,1,1,1,2,0,1
2.306424829,1,1,0,2,1,1
1.915831995,1,1,1,1,1,1
2.759502939,1,0,0,0,0,0
2.270062368,0,1,0,1,1,1
1.819692382,1,0,1,1,1,0
1.534113717,1,1,0,1,0,1
1.165540132,1,1,0,0,1,1
2.753238965,1,1,1,2,1,1
2.796898971,0,0,1,1,1,0
2.333467032,1,1,0,0,1,1
1.898781757,0,1,0,1,0,1
2.674738476,1,1,1,2,1,1
2.380405045,1,0,0,1,1,0
1.612864532,1,1,1,1,1,1
1.659679798,1,0,1,0,0,0
1.593530856,1,0,1,1,1,0
2.958472438,1,1,0,2,0,0
2.659304556,0,1,0,0,1,0
1.501522381,1,0,1,1,1,0
3.719524958,1,1,1,2,1,0
3.24328098,1,0,1,1,0,0
2.506860188,1,1,1,0,1,1
1.637994508,1,0,0,2,0,0
1.727143287,0,1,0,1,1,1
2.548450073,1,0,1,2,1,0
1.628989526,0,0,0,1,1,0
1.79319621,0,1,0,0,1,1
1.760073646,1,1,0,1,1,1
1.668218467,1,1,1,1,0,1
2.789040099,0,0,0,2,0,0
1.553536588,0,1,0,1,1,1
3.454983867,1,0,1,1,1,0
2.493595097,1,1,0,2,1,1
2.608831024,0,1,0,1,1,0
3.370183711,0,1,1,0,1,0
3.035737336,1,1,1,0,1,0
1.191642541,1,1,0,1,0,1
2.668490222,1,1,1,1,1,1
3.894242933,1,1,1,1,1,0
2.156377107,1,0,0,1,0,0
1.724198574,0,0,0,2,0,0
3.082707958,1,0,1,2,1,0
2.527224834,1,1,1,2,1,1
1.175832331,1,0,1,0,0,1
2.864183183,1,1,1,1,1,0
2.031642476,0,1,0,2,1,1
2.330614139,1,0,1,2,1,0
1.773326617,1,0,0,0,1,0
1.870021888,1,1,0,1,1,1
2.397926784,1,1,0,1,1,1
2.81978994,1,1,1,2,1,0
1.571120313,1,0,0,2,1,0
2.758475679,0,1,0,1,0,0
2.320138978,1,1,0,2,1,1
1.753794991,0,0,1,2,1,0
2.344778406,1,1,1,1,1,1
2.279943517,0,1,1,1,1,1
1.883027577,1,1,1,1,1,1
3.751794372,0,0,0,0,0,0
1.60700591,1,1,1,1,1,1
3.690897816,1,1,1,2,0,0
2.176764447,0,1,0,2,0,1
1.564336413,1,1,0,1,0,1
2.498188564,1,1,1,0,1,1
2.661036291,1,1,1,1,0,0
1.580641024,0,0,0,1,1,0
1.999985722,1,0,1,1,1,0
2.075457772,1,1,1,1,1,1
2.322695015,1,0,0,0,0,0
1.583544123,1,1,0,1,1,1
2.662764131,0,0,1,1,0,0
2.732910818,1,0,1,1,0,0
1.893818179,1,0,1,1,1,0
3.91891837,1,1,1,2,0,0
1.809701907,1,1,0,0,0,1
2.148672642,1,1,0,2,0,1
2.209179074,1,1,0,1,1,1
1.671976846,1,1,0,1,0,1
2.681969634,1,1,1,1,1,1
2.034120152,1,1,0,1,1,1
2.600832169,0,1,0,1,0,0
1.329319523,1,0,0,2,1,1
2.627819236,0,0,0,2,1,0
2.014188857,0,1,1,0,1,1
2.450430619,0,0,1,1,0,0
2.093677263,0,0,0,2,0,0
2.15495396,0,1,0,2,1,1
2.554805088,1,0,0,1,1,0
2.325431588,1,1,1,2,1,1
2.560102362,0,1,1,1,0,1
2.346119747,1,1,1,2,0,1
1.753932618,1,1,0,1,1,1
3.125042256,1,0,1,1,0,0
1.61839697,0,1,0,0,1,1
3.732597555,1,1,1,2,1,0
2.529402253,1,0,0,1,0,0
3.172480288,1,0,0,1,0,0
1.684750136,1,1,1,1,0,1
2.404782189,1,1,1,2,1,1
1.957063048,0,1,0,2,1,1
2.129415149,0,1,0,1,1,1
1.147071757,1,1,0,0,0,1
2.015800757,1,0,0,1,1,0
2.590144062,1,0,0,2,1,0
1.619290637,0,0,1,0,1,0
2.188539373,1,1,0,1,1,1
2.322897131,1,1,0,2,1,1
2.088818962,1,1,0,0,0,1
2.268053067,0,1,1,1,1,1
1.319708287,0,0,0,0,1,1
2.206380123,0,0,1,1,0,0
2.245461414,1,1,0,1,1,1
2.541839614,0,0,0,1,0,0
2.18172807,0,1,1,1,1,1
2.319155953,1,0,1,2,1,0
2.346597033,1,0,0,1,1,0
1.992816429,0,1,0,1,0,1
2.668779027,1,1,1,1,1,1
1.509663821,1,1,1,1,0,1
2.225405736,1,1,1,2,1,1
2.051984835,1,1,0,2,0,1
2.14134475,1,1,0,1,1,1
1.875627456,1,1,1,1,1,1
3.333908286,1,1,1,1,0,0
2.738530932,1,1,1,0,0,0
1.506111476,0,0,1,0,0,0
2.17042536,1,1,1,1,1,1
1.997424075,1,1,1,1,1,1
2.636372197,0,0,0,1,1,0
2.267868289,1,0,0,1,1,0
1.856880223,1,0,1,0,1,0
2.75073226,0,1,0,2,0,0
1.691000419,1,1,0,2,0,1
1.517599715,1,0,0,1,0,0
1.953087058,1,0,1,1,1,0
2.475702646,0,1,1,2,1,1
2.713008574,1,0,0,0,1,0
